# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	peak_1729 (+18758)
Gtf2i	peak_2917 (-113217), peak_2916 (-11326)
Gtf2ird1	peak_2917 (+28715), peak_2916 (+130606)
Gtf3c3	peak_125 (+51920), peak_124 (+173425)
Gtpbp10	peak_2663 (-71230)
Gucy1a2	peak_3470 (+210968), peak_3471 (+649174)
Gucy1b2	peak_1168 (-8875)
Gucy2e	peak_653 (-31737)
Gulo	peak_1171 (-35635)
Gulp1	peak_98 (-306353), peak_99 (-202793), peak_100 (-132166), peak_101 (-70436), peak_102 (+407660), peak_103 (+614374), peak_104 (+654311)
Gxylt1	peak_1377 (+105373), peak_1376 (+141427)
Gxylt2	peak_3078 (+53534)
Gypa	peak_3412 (-147918)
H2-M10.4	peak_1599 (-25770)
H2-M11	peak_1599 (-58971)
H2afb3	peak_3781 (-72547)
H2afy	peak_971 (+69643)
H2afz	peak_2309 (-205535), peak_2310 (-16327)
H2al1a	peak_3631 (-334021)
H2al1n	peak_3632 (-20792), peak_3633 (+278485), peak_3634 (+374124)
H2al1o	peak_3627 (-59565), peak_3626 (-23742)
H6pd	peak_2656 (-58360), peak_2655 (+38963)
Habp2	peak_1866 (-480232)
Hacd1	peak_1883 (+105738)
Hacd4	peak_2545 (+78006), peak_2544 (+150779)
Hace1	peak_416 (+261184), peak_417 (+786839), peak_418 (+802579)
Hand2	peak_3352 (-493086), peak_3353 (-280102), peak_3354 (-216091), peak_3355 (-137971), peak_3356 (+76192)
Hao1	peak_2035 (+48195)
Hapln1	peak_1037 (-382429)
Has2	peak_1333 (-213926), peak_1332 (-191420), peak_1331 (+173704)
Havcr1	peak_629 (+15899)
Hccs	peak_3838 (-91209), peak_3837 (+17751)
Hcls1	peak_1426 (+35250)
Hcn1	peak_1084 (+721079)
Hdac4	peak_185 (-237839)
Hdac7	peak_1383 (-32364), peak_1382 (+41442)
Hdac9	peak_744 (-204762)
Hdgfl1	peak_924 (-67718), peak_923 (-53640), peak_922 (+524079)
Hdhd5	peak_3116 (-113281)
Hdx	peak_3769 (-90988)
Heatr5a	peak_782 (+94048)
Hectd1	peak_782 (-47737)
Hecw1	peak_905 (-41877)
Heph	peak_3750 (+204093)
Herc1	peak_3559 (-129982)
Herc3	peak_3034 (-120986)
Herpud2	peak_3506 (-81757)
Hgf	peak_2687 (-480459), peak_2688 (-385045), peak_2689 (+203213)
Hhat	peak_351 (+192753), peak_350 (+327185)
Hhip	peak_3412 (-287857)
Hibch	peak_122 (+48717)
Hif1a	peak_816 (+45567)
Hivep1	peak_947 (+78349)
Hk1	peak_442 (+93760)
Hk2	peak_3063 (-139383), peak_3062 (-88459)
Hlcs	peak_1538 (+59091)
Hlx	peak_343 (+98324)
Hmg20a	peak_3549 (+18577)
Hmga2	peak_539 (+79187)
Hmgcll1	peak_3569 (-35810), peak_3570 (+174595)
Hmgn3	peak_3582 (+95683)
Hmgn5	peak_3763 (-39681)
Hmx1	peak_2723 (+100067)
Hnf1a	peak_2878 (+15762)
Hnf4g	peak_2086 (+427608), peak_2087 (+663474)
Hnmt	peak_1901 (+110918)
Hoxd10	peak_1978 (-99739)
Hoxd11	peak_1978 (-90138)
Hoxd12	peak_1978 (-82828)
Hoxd13	peak_1978 (-76125)
Hpcal1	peak_734 (-28961)
Hpgd	peak_3351 (+55976)
Hps1	peak_1839 (-224963)
Hpse2	peak_1839 (+383372)
Hpx	peak_3245 (-18489)
Hrasls5	peak_1801 (+55985), peak_1802 (+68204)
Hrh2	peak_969 (+139856)
Hrh4	peak_1698 (+575327)
Hs3st1	peak_2729 (-167638), peak_2728 (+34989), peak_2727 (+178741), peak_2726 (+717136)
Hs3st3a1	peak_649 (-136976)
Hs3st3b1	peak_648 (+116953)
Hs3st4	peak_3263 (-111272)
Hs3st5	peak_398 (-370459), peak_399 (-230759)
Hsd17b12	peak_2000 (-146438)
Hsd17b3	peak_984 (+68504)
Hsd17b4	peak_1743 (-45310)
Hsf2	peak_435 (-456870), peak_436 (-266939)
Hsfy2	peak_127 (+537616)
Hsh2d	peak_3395 (+8185)
Hspa13	peak_1505 (-32276), peak_1504 (+29814), peak_1503 (+39122)
Hspb11	peak_2590 (+40176)
Hspb8	peak_2883 (+27109), peak_2882 (+32983)
Htr1a	peak_1065 (+349712), peak_1066 (+847620)
Htr1b	peak_3576 (+450976)
Htr1f	peak_1481 (+43576), peak_1480 (+58142), peak_1479 (+105360)
Htr2c	peak_3810 (+244168), peak_3811 (+322102)
Htr7	peak_1833 (+823015)
Hyal6	peak_2981 (-59880)
Hydin	peak_3448 (+24025)
Iars	peak_959 (+339434), peak_960 (+401916), peak_961 (+437195)
Iars2	peak_344 (+81688)
Ibsp	peak_2854 (-14247)
Ibtk	peak_3584 (+122981)
Ice1	peak_997 (+242017)
Icos	peak_132 (+536155), peak_133 (+591592), peak_134 (+609411)
Id2	peak_738 (-650434)
Id4	peak_953 (-521181), peak_954 (+35811)
Ids	peak_3709 (+111255)
Ifi204	peak_329 (-26794)
Ifna13	peak_2547 (-23679)
Ifna14	peak_2546 (-13272)
Ifna16	peak_2547 (+8786)
Ifna9	peak_2546 (+7315)
Ifnar2	peak_1532 (-83152), peak_1533 (-61795)
Ifnk	peak_2420 (-109699)
Ift81	peak_2895 (+87387)
Igdcc4	peak_3558 (-7268)
Igfbp2	peak_159 (-85065), peak_160 (-59277), peak_161 (+29974)
Igfbp3	peak_561 (-656147)
Igfbp5	peak_161 (+20407)
Igfbp7	peak_2799 (-587076), peak_2798 (-287697), peak_2797 (-215517), peak_2796 (-56867)
Igfl3	peak_3176 (-68368)
Igsf10	peak_2194 (-174503), peak_2193 (+57741)
Igsf11	peak_1430 (-57698), peak_1431 (+154889), peak_1432 (+916859)
Igsf21	peak_2638 (-320269), peak_2637 (+105193)
Igsf3	peak_2260 (-76396), peak_2261 (-13552), peak_2262 (+10912), peak_2263 (+174603)
Ikzf3	peak_690 (+60215)
Ikzf5	peak_3267 (+29106)
Il12a	peak_2214 (-82806), peak_2215 (+62724)
Il12b	peak_627 (-94076)
Il13ra2	peak_3811 (+144576), peak_3810 (+222510)
Il15	peak_3414 (+681696)
Il17a	peak_54 (-25299), peak_55 (+13480)
Il17f	peak_55 (+39885)
Il17rd	peak_1126 (+162229)
Il18r1	peak_93 (-7839)
Il1r1	peak_92 (-29986)
Il1r2	peak_92 (+110396)
Il1rap	peak_1413 (+284810)
Il1rapl1	peak_3741 (-882542), peak_3740 (-719324), peak_3739 (-231470), peak_3738 (+183855), peak_3737 (+648778)
Il1rapl2	peak_3799 (-439309), peak_3800 (-143706)
Il1rl1	peak_93 (+18540)
Il20rb	peak_3597 (+539877)
Il31ra	peak_1081 (+76660)
Il33	peak_1826 (+51150)
Il5ra	peak_3087 (+351444)
Il6st	peak_1081 (+39932)
Il7	peak_2097 (-848880), peak_2096 (-838672), peak_2095 (-515710)
Il7r	peak_1255 (-208263)
Ilk	peak_3246 (-15554)
Immp1l	peak_2010 (+44149)
Impa2	peak_1761 (+42009)
Impad1	peak_2341 (-303331), peak_2340 (-252158), peak_2339 (+524512), peak_2338 (+626336)
Impg1	peak_3576 (-717371)
Inhba	peak_909 (+379870), peak_910 (+488230), peak_911 (+927931)
Ino80d	peak_136 (+228717)
Inpp4b	peak_3413 (-270037), peak_3414 (+378964)
Ins1	peak_1859 (-804032), peak_1860 (-364676), peak_1861 (+576457)
Insc	peak_3255 (+181924), peak_3256 (+704471)
Insig2	peak_251 (+333690)
Insl5	peak_2579 (+7659)
Intu	peak_2156 (-683060)
Ipmk	peak_459 (+476879)
Ipo11	peak_1068 (+286680), peak_1067 (+304013), peak_1066 (+645699)
Ipo5	peak_1239 (-261990)
Ipo8	peak_3149 (+62549)
Ipo9	peak_269 (-48691)
Iqcf4	peak_3608 (-19837)
Iqcf6	peak_3608 (-35749)
Iqcg	peak_1418 (+21336)
Iqcj	peak_2212 (-138561), peak_2213 (-106042)
Iqcm	peak_3403 (+124990), peak_3404 (+139161), peak_3405 (+649189), peak_3406 (+885272), peak_3407 (+962796)
Iqgap2	peak_1047 (-68939)
Iqsec1	peak_3069 (-95429)
Iqsec2	peak_3815 (+65115)
Iqub	peak_2980 (+23148)
Irak1bp1	peak_3577 (-792166), peak_3578 (-695472), peak_3579 (-470178), peak_3580 (-352942), peak_3581 (-264230)
Irak2	peak_3105 (+16526)
Irak4	peak_1378 (+17812)
Irf1	peak_636 (+25041)
Irf8	peak_3458 (+124630)
Irs2	peak_3288 (+48540)
Irs4	peak_3804 (-101695)
Irx1	peak_1002 (-428851), peak_1001 (+83983), peak_1000 (+472135), peak_999 (+535325), peak_998 (+613300)
Irx2	peak_1002 (-236246)
Isca2	peak_830 (+85170)
Isl1	peak_1083 (+718189)
Isl2	peak_3547 (+97045), peak_3548 (+287687)
Ispd	peak_749 (-38260)
Isx	peak_3399 (-682458), peak_3400 (-388434)
Itga1	peak_1083 (-489536)
Itga11	peak_3554 (+90235)
Itga6	peak_1971 (-95730), peak_1972 (+26471)
Itga8	peak_1879 (+323898), peak_1878 (+358457)
Itgb3	peak_691 (+35935)
Itgb5	peak_1420 (+42885)
Itgb8	peak_879 (-107720), peak_878 (+226902)
Itgbl1	peak_1241 (+63300), peak_1242 (+151088)
Itm2a	peak_3760 (-95956)
Itpr1	peak_3093 (+16559), peak_3094 (+59735)
Itsn1	peak_1534 (+98495), peak_1535 (+161583)
Itsn2	peak_717 (+126124)
Izumo3	peak_2558 (+246279), peak_2557 (+492270), peak_2556 (+506510)
Jade1	peak_2157 (-219914)
Jade2	peak_635 (-40527)
Jak1	peak_2575 (-62720)
Jarid2	peak_949 (-321504), peak_950 (+116044)
Jazf1	peak_3024 (-113561)
Jcad	peak_1691 (-231037)
Jph1	peak_38 (+143693)
Jrkl	peak_3488 (+161548), peak_3487 (+329739), peak_3486 (+506196)
Jun	peak_2567 (-54402)
Kalrn	peak_1421 (+251004)
Kank1	peak_1820 (-49336), peak_1821 (+70811)
Kank2	peak_3499 (-17672)
Kank4	peak_2568 (+38907)
Kap	peak_3131 (+38011), peak_3130 (+108210)
Katnal1	peak_2928 (+91270)
Kazn	peak_2644 (+78913)
Kcna3	peak_2271 (-113145)
Kcna4	peak_2011 (+686166)
Kcnb2	peak_34 (-228600), peak_35 (+448932)
Kcnc2	peak_526 (+52269), peak_527 (+153661), peak_528 (+601456)
Kcnc4	peak_2272 (+116363)
Kcnd2	peak_2969 (-664096), peak_2970 (-504768), peak_2971 (-422049), peak_2972 (-200971), peak_2973 (+178604)
Kcne1	peak_1536 (-64230)
Kcne4	peak_168 (+309713), peak_169 (+564273)
Kcnh1	peak_350 (+253264), peak_351 (+387696)
Kcnh7	peak_1961 (-621430), peak_1960 (+357313)
Kcnh8	peak_1623 (-506708), peak_1624 (-59829), peak_1625 (+430091), peak_1626 (+505253), peak_1627 (+514540), peak_1628 (+580523)
Kcnip4	peak_2745 (-142247), peak_2744 (-19714), peak_2743 (+880544)
Kcnj1	peak_3513 (+125461)
Kcnj15	peak_1540 (-240216), peak_1541 (-168597)
Kcnj16	peak_701 (-218196), peak_702 (-172194)
Kcnj3	peak_1948 (-409155), peak_1949 (+192887), peak_1950 (+393646), peak_1951 (+505372)
Kcnj4	peak_1361 (+11448)
Kcnj6	peak_1541 (-91265), peak_1540 (-19646), peak_1539 (+214865)
Kcnk16	peak_1116 (+11514)
Kcnk5	peak_1116 (-75876), peak_1115 (+25473), peak_1114 (+61687)
Kcnma1	peak_1121 (+594204), peak_1120 (+882488)
Kcnmb1	peak_614 (+51021)
Kcnmb2	peak_2144 (-432685), peak_2145 (-361275), peak_2146 (+265452), peak_2147 (+411495)
Kcnn2	peak_1737 (-61488), peak_1738 (+122549)
Kcnq5	peak_57 (-117037)
Kcns3	peak_725 (+118968)
Kcnt2	peak_280 (+71882), peak_281 (+410485), peak_282 (+476796), peak_283 (+773362), peak_284 (+943649)
Kcnv1	peak_1310 (-586323), peak_1309 (+111525)
Kcnv2	peak_1823 (+79773)
Kctd12	peak_1219 (-50883), peak_1218 (-13061)
Kctd16	peak_1732 (+357631)
Kctd4	peak_1184 (-99814)
Kdm1b	peak_952 (+12876)
Kdm2b	peak_2896 (+107253)
Kdm4c	peak_2507 (-197935), peak_2508 (+254098)
Kdm5c	peak_3815 (-23846)
Kdm6a	peak_3641 (+138559)
Kdm6b	peak_655 (-115901), peak_654 (-78627)
Kdr	peak_2794 (+142937)
Khdrbs2	peak_77 (-871484), peak_78 (-680441), peak_79 (-470985), peak_80 (+93069)
Khdrbs3	peak_1350 (-560372), peak_1351 (-294863), peak_1352 (-42816)
Khsrp	peak_1636 (+9122)
Kif14	peak_270 (+121364)
Kif16b	peak_2042 (-141369), peak_2041 (-45017), peak_2040 (+995855)
Kif17	peak_2636 (+26562)
Kif1c	peak_656 (+26577)
Kif20b	peak_1833 (+311997)
Kif26a	peak_870 (+15442)
Kif26b	peak_335 (-25261), peak_336 (+607937)
Kif2a	peak_1069 (-410131)
Kif2c	peak_2609 (-30596)
Kifap3	peak_315 (-7676)
Kifc1	peak_1597 (+16145)
Kirrel	peak_2245 (+79658)
Kit	peak_2794 (+260566)
Kitl	peak_503 (-124483), peak_504 (+197082)
Klf10	peak_1299 (-73556)
Klf12	peak_1217 (-506133), peak_1216 (-239934), peak_1215 (-235586), peak_1214 (+94674)
Klf14	peak_2995 (-166879), peak_2994 (-154455), peak_2993 (-79069)
Klf17	peak_2611 (+36420)
Klf3	peak_2771 (-454325)
Klf4	peak_2464 (-334663)
Klf5	peak_1214 (+756399)
Klf6	peak_886 (-918602), peak_887 (-878746), peak_888 (-797330), peak_889 (-762843), peak_890 (-164097), peak_891 (+574396)
Klf7	peak_139 (+109509), peak_138 (+262248), peak_137 (+317219)
Klhdc7a	peak_2637 (-173565)
Klhl1	peak_1211 (-331348), peak_1210 (+323988)
Klhl13	peak_3651 (-249423), peak_3650 (+778623)
Klhl14	peak_1706 (+237935)
Klhl2	peak_3377 (-40542)
Klhl24	peak_1401 (-72513)
Klhl25	peak_3210 (+149000)
Klhl29	peak_720 (-859361), peak_719 (-109742), peak_718 (+165821)
Klhl31	peak_3571 (+38324)
Klhl32	peak_2407 (+58403)
Klhl34	peak_3822 (-48771)
Klhl4	peak_3773 (-864649), peak_3774 (+282264)
Klhl6	peak_1401 (-42004)
Klra1	peak_3127 (-368974), peak_3126 (-297239)
Klra17	peak_3125 (+19413)
Klra2	peak_3127 (+491514), peak_3126 (+563249)
Klrg1	peak_3118 (+55056)
Kmt2a	peak_3531 (+38740)
Kndc1	peak_3270 (-19408)
Kras	peak_3146 (-53597)
Krba1	peak_3018 (-167146)
Krr1	peak_525 (-377822)
Krtap11-1	peak_1531 (-333151)
Ksr2	peak_2884 (+68122)
Ktn1	peak_1151 (+172361)
Ky	peak_3600 (-81778)
L1td1	peak_2568 (+51882)
Lair1	peak_3153 (+45039)
Lama1	peak_1655 (+18570)
Lama2	peak_386 (-424171), peak_385 (+256601)
Lama4	peak_405 (-118665)
Lamc2	peak_301 (+32612)
Laptm5	peak_2621 (-6199)
Large1	peak_3399 (-837542), peak_3398 (+195557), peak_3397 (+385754), peak_3396 (+507900)
Larp4b	peak_897 (+140264)
Lbx1	peak_1843 (+44244)
Lca5	peak_3583 (-19628)
Lcorl	peak_2740 (-543727)
Lcp2	peak_614 (-32886)
Lct	peak_258 (+23569)
Ldah	peak_723 (-84085)
Ldb2	peak_2739 (-615584)
Ldhal6b	peak_1546 (+30408)
Ldhd	peak_3449 (+34730)
Ldlrad4	peak_1764 (+262039)
Ldoc1	peak_3694 (-450849), peak_3695 (-443413), peak_3696 (+13815), peak_3697 (+260270)
Lef1	peak_2299 (-336302)
Lekr1	peak_2207 (+89576)
Lep	peak_2991 (+23524)
Lepr	peak_2576 (+86766)
Letm1	peak_2721 (+13337)
Lexm	peak_2587 (+10043)
Lgmn	peak_851 (+26596)
Lhcgr	peak_1683 (-361973)
Lhfpl2	peak_1044 (+167292)
Lhfpl3	peak_2710 (-20780)
Lhpp	peak_3268 (+45914)
Lhx1	peak_672 (-183080), peak_671 (-38537)
Lhx2	peak_1920 (+52480)
Lhx3	peak_1902 (+15276)
Lhx5	peak_2889 (-73634), peak_2890 (-37590)
Lhx9	peak_273 (+53378)
Lifr	peak_1251 (+125275), peak_1252 (+212425)
Lig1	peak_3167 (-44838), peak_3168 (-8031)
Lilra6	peak_3153 (-102650)
Lin28b	peak_415 (+23783)
Lin7a	peak_518 (+94777)
Lingo1	peak_3549 (+198442)
Lingo2	peak_2426 (-425763), peak_2425 (-22316), peak_2424 (+246914), peak_2423 (+302211)
Lipc	peak_3563 (+30867)
Lipg	peak_1773 (+146345)
Lipk	peak_1832 (+17251)
Lipn	peak_1832 (-41806)
Lipo2	peak_1831 (+38929)
Lipo3	peak_1831 (-139905)
Litaf	peak_1392 (-58648)
Lix1	peak_1564 (-187684)
Llph	peak_539 (+170212)
Lmbrd1	peak_62 (+441152), peak_63 (+848045), peak_64 (+912250)
Lmcd1	peak_3097 (-852031), peak_3098 (-810619), peak_3099 (-93846)
Lmf1	peak_1585 (+83416)
Lmntd1	peak_3146 (+131089)
Lmx1a	peak_325 (-16530)
Lmx1b	peak_1915 (+124986), peak_1914 (+151701)
Lnpep	peak_1565 (-62307)
Lnpk	peak_1978 (-13237), peak_1977 (+607606)
Lnx1	peak_2793 (-106829)
Lox	peak_1747 (-13112)
Lpar1	peak_2467 (+161295)
Lpar3	peak_2321 (+104277), peak_2322 (+135770)
Lpcat1	peak_1003 (-101423)
Lpin1	peak_733 (+174194)
Lpp	peak_1410 (+797683)
Lrba	peak_2243 (-64467)
Lrch1	peak_1182 (+164456)
Lrch3	peak_1418 (+120712)
Lrfn5	peak_799 (-369300), peak_800 (-154019), peak_801 (+104886), peak_802 (+181519), peak_803 (+239649), peak_804 (+652732)
Lrig3	peak_548 (-264796), peak_549 (+229430), peak_550 (+734552), peak_551 (+896271)
Lrit3	peak_2298 (+15130)
Lrmda	peak_1119 (+816445)
Lrmp	peak_3145 (-16503)
Lrp11	peak_356 (-97571)
Lrp1b	peak_1928 (+83938), peak_1927 (+569867)
Lrrc17	peak_2706 (+44295)
Lrrc18	peak_1128 (+214336)
Lrrc20	peak_441 (+104382)
Lrrc3b	peak_1104 (-671558), peak_1103 (-618583), peak_1102 (-412999), peak_1101 (-98464), peak_1100 (-71022)
Lrrc4	peak_2990 (+179551)
Lrrc40	peak_2333 (+411285)
Lrrc4c	peak_2001 (-903889), peak_2002 (-518703), peak_2003 (-383676), peak_2004 (+112950), peak_2005 (+717421)
Lrrc66	peak_2790 (+129329)
Lrrc69	peak_2372 (+116029), peak_2371 (+163221)
Lrrc7	peak_2334 (-426007), peak_2333 (+114274)
Lrrc72	peak_748 (-67107), peak_747 (+19137)
Lrrc8d	peak_2858 (+166108)
Lrriq1	peak_510 (+21979)
Lrriq3	peak_2328 (+58387), peak_2329 (+216621)
Lrrn1	peak_3088 (-426679), peak_3089 (-389484), peak_3090 (+421619), peak_3091 (+463817), peak_3092 (+518068)
Lrrtm1	peak_3053 (-514124)
Lrrtm3	peak_445 (-695342)
Lrrtm4	peak_3056 (-734474), peak_3057 (-711561), peak_3058 (+360280)
Lrtm1	peak_1127 (-397250)
Lsamp	peak_1433 (-866057), peak_1434 (-472223), peak_1435 (+328056)
Lsm8	peak_2966 (-67695)
Ltbp1	peak_1665 (+393671)
Ltbp2	peak_830 (+18074)
Lurap1l	peak_2520 (+162405), peak_2521 (+239094), peak_2522 (+257160), peak_2523 (+352484), peak_2524 (+489552)
Ly86	peak_938 (-81958)
Ly96	peak_38 (+265763)
Lyg1	peak_88 (+34654)
Lyg2	peak_88 (-6612)
Lyplal1	peak_345 (-481233)
Lyrm4	peak_937 (-546099)
Lyrm7	peak_638 (+53628), peak_637 (+64091)
Lyst	peak_901 (-129472), peak_902 (-60834), peak_903 (+131745)
Lzts1	peak_3391 (-9414)
Mab21l1	peak_2183 (+353842)
Mab21l2	peak_2244 (-315085)
Macc1	peak_879 (-46061), peak_880 (+128079)
Macf1	peak_2615 (-25213)
Macrod2	peak_2037 (+144997)
Magea10	peak_3711 (-191627)
Magea4	peak_3710 (-114775)
Mageb16	peak_3723 (-190377), peak_3722 (-148276), peak_3721 (-114783), peak_3720 (-73374), peak_3719 (-46695)
Mageb18	peak_3747 (-343913), peak_3746 (-112940)
Mageb4	peak_3736 (-828244), peak_3735 (-642572), peak_3734 (-118146)
Maged2	peak_3814 (-53607)
Magee2	peak_3758 (+135706)
Magi2	peak_2696 (-684193), peak_2697 (-471900), peak_2698 (-403126), peak_2699 (-374501), peak_2700 (-239742), peak_2701 (+114606), peak_2702 (+421859), peak_2703 (+735581), peak_2704 (+900370)
Magi3	peak_2268 (+199939)
Mak	peak_945 (+11986)
Mal	peak_2031 (-14641)
Mal2	peak_1329 (-120574), peak_1330 (+106094)
Mall	peak_2031 (+58596)
Malrd1	peak_1887 (+137498), peak_1888 (+582408), peak_1889 (+734775)
Mamdc2	peak_1818 (-59400)
Man1c1	peak_2631 (+61969), peak_2630 (+70149), peak_2629 (+75570)
Man2a1	peak_1651 (-176552)
Manea	peak_2410 (-22492), peak_2409 (+288669)
Manf	peak_3611 (-242656), peak_3610 (-197940), peak_3609 (-26746)
Map10	peak_3461 (-65154)
Map1b	peak_1051 (-41613)
Map1s	peak_3393 (+153422), peak_3394 (+166349)
Map2	peak_144 (-341862), peak_145 (-44061)
Map2k5	peak_3556 (+195423)
Map2k6	peak_700 (-44695), peak_701 (+350715), peak_702 (+396717)
Map3k13	peak_1406 (+16623), peak_1407 (+29982)
Map3k2	peak_1722 (-9759)
Map3k20	peak_1973 (-280793)
Map3k7	peak_2415 (-436463), peak_2416 (-81754), peak_2417 (+111390), peak_2418 (+263871)
Map3k7cl	peak_1527 (+63773)
Map4k1	peak_3191 (+31475)
Map7d2	peak_3826 (-16509)
Map7d3	peak_3685 (-58533)
Mapk10	peak_2852 (+67221), peak_2851 (+560137), peak_2850 (+605717)
Mapk4	peak_1771 (+101250)
Mapk6	peak_3568 (+33668)
Mapk8	peak_1129 (+118768)
Mapre2	peak_1709 (-8706), peak_1710 (+113510)
March1	peak_3378 (-936992), peak_3379 (-823906), peak_3380 (-798764), peak_3381 (-718112), peak_3382 (-667726), peak_3383 (-578792), peak_3384 (-530795), peak_3385 (-284923)
March11	peak_1280 (-131194), peak_1281 (-60445), peak_1282 (-28698), peak_1283 (+372850)
March4	peak_158 (-11322), peak_157 (+54508), peak_156 (+108146)
Marcks	peak_402 (-831790), peak_401 (-796719), peak_400 (-569596)
Marveld2	peak_1054 (+27823)
Mast4	peak_1062 (-247936), peak_1061 (-238358), peak_1060 (-66561), peak_1059 (+445358)
Mat2b	peak_621 (+31440), peak_620 (+443363)
Matn1	peak_2622 (+540564), peak_2623 (+733647)
Max	peak_820 (-216318)
Mb21d1	peak_3572 (+15473)
Mb21d2	peak_1415 (+9332)
Mbd3l1	peak_3494 (+29040)
Mbnl1	peak_2196 (-263283)
Mbnl2	peak_1238 (-213864)
Mboat1	peak_928 (-12728), peak_929 (+130131)
Mboat2	peak_737 (-54514)
Mc4r	peak_1760 (-79971), peak_1759 (+317837)
Mc5r	peak_1765 (-8446)
Mccc2	peak_1052 (+6630)
Mcf2	peak_3692 (-21828), peak_3691 (+133169)
Mcm5	peak_3401 (+36625)
Mcph1	peak_3297 (-561091), peak_3298 (-162443)
Mcrs1	peak_1384 (-24764)
Mctp1	peak_1008 (-233665)
Mctp2	peak_3207 (-726394), peak_3206 (-701095), peak_3205 (-221588)
Mdfic	peak_2961 (-202880), peak_2962 (+533046), peak_2963 (+639310), peak_2964 (+670452), peak_2965 (+881378)
Mdga2	peak_808 (-765564)
Me3	peak_3226 (-44094), peak_3227 (+126348)
Mecom	peak_2143 (+140254), peak_2142 (+293673), peak_2141 (+918523)
Med10	peak_997 (+585776)
Med12l	peak_2192 (-18650)
Med13	peak_674 (-110899)
Med13l	peak_2885 (-216394), peak_2886 (-27896), peak_2887 (+841931)
Med30	peak_1326 (-45941), peak_1327 (+161717)
Mef2c	peak_1025 (-995489), peak_1026 (-830077), peak_1027 (-703990), peak_1028 (-337469)
Megf9	peak_2497 (-899231), peak_2496 (-336646)
Mei1	peak_1364 (+18952)
Mei4	peak_3577 (+173704), peak_3578 (+270398), peak_3579 (+495692), peak_3580 (+612928), peak_3581 (+701640)
Meis1	peak_588 (-857081), peak_587 (-63624), peak_586 (+382671), peak_585 (+395532), peak_584 (+721600), peak_583 (+820434), peak_582 (+966553)
Meis2	peak_2020 (-529289)
Melk	peak_2441 (+92192)
Memo1	peak_1664 (+22118), peak_1663 (+184665)
Meox2	peak_750 (-623216), peak_751 (-156554), peak_752 (+52707)
Mettl11b	peak_315 (-46675), peak_314 (+14829)
Mettl13	peak_312 (+58765)
Mettl15	peak_2012 (+944811)
Mettl18	peak_316 (+24700)
Mettl21c	peak_97 (-14843)
Mettl21e	peak_101 (-262114), peak_100 (-200384), peak_99 (-129757), peak_98 (-26197)
Mettl25	peak_516 (-84141)
Mettl4	peak_1690 (+213368)
Mex3b	peak_3217 (+319349)
Mex3c	peak_1768 (-996070), peak_1769 (-223252), peak_1770 (+114614)
Mff	peak_175 (-21579)
Mfge8	peak_3214 (-78618)
Mfhas1	peak_3321 (-81811), peak_3322 (+136572)
Mfsd1	peak_2211 (-41128), peak_2212 (+170918), peak_2213 (+203437)
Mfsd4b1	peak_406 (+17525)
Mfsd4b5	peak_406 (-21104)
Mfsd7c	peak_832 (-48370)
Mgat1	peak_634 (+17492)
Mgat4c	peak_505 (-229754), peak_506 (-50642), peak_507 (+633971), peak_508 (+642689), peak_509 (+751970)
Mgat4e	peak_268 (+19371)
Mgme1	peak_2045 (-46268)
Mib1	peak_1696 (+123520)
Micu3	peak_3329 (+61171)
Mid1ip1	peak_3630 (-192346), peak_3631 (+247846)
Mier2	peak_475 (-24089)
Mill1	peak_3177 (+85013)
Mipep	peak_1167 (+90723)
Mkl2	peak_1396 (-73982)
Mkln1	peak_2993 (-360588), peak_2994 (-285202), peak_2995 (-272778)
Mks1	peak_675 (+15632)
Mlf1	peak_2210 (-211729)
Mllt3	peak_2543 (+352471), peak_2542 (+418789), peak_2541 (+529952)
Mmaa	peak_3411 (-37906)
Mmadhc	peak_1938 (-729419), peak_1937 (-473806), peak_1936 (-303964)
Mme	peak_2201 (-552995), peak_2202 (-23176)
Mmp16	peak_2377 (-718989), peak_2378 (-635994), peak_2379 (-571791), peak_2380 (-444462), peak_2381 (-402172), peak_2382 (-282381), peak_2383 (+168273), peak_2384 (+368334), peak_2385 (+574822), peak_2386 (+753444)
Mmp24	peak_2056 (+17437)
Mms22l	peak_2404 (-839422), peak_2405 (-553745), peak_2406 (-212031), peak_2407 (+296270)
Mn1	peak_2870 (+48575), peak_2871 (+221909)
Mndal	peak_329 (+86592)
Mob3b	peak_2422 (-45890), peak_2421 (-23049)
Mobp	peak_3620 (+18536), peak_3621 (+24590), peak_3622 (+40886)
Mon1b	peak_3451 (-984018), peak_3452 (-838096), peak_3453 (-802847)
Mon2	peak_547 (-8301)
Morc1	peak_1446 (+116324)
Morc3	peak_1537 (-77540)
Morn1	peak_2660 (+37094)
Morn2	peak_1672 (-9187)
Mospd2	peak_3827 (+411273)
Mpdz	peak_2530 (-941238), peak_2529 (-750930), peak_2528 (-598088), peak_2527 (-568080), peak_2526 (-465904), peak_2525 (-335839), peak_2524 (+42609), peak_2523 (+179677), peak_2522 (+275001), peak_2521 (+293067), peak_2520 (+369756)
Mphosph6	peak_3455 (-176382)
Mphosph9	peak_2900 (+105391)
Mpped1	peak_1370 (+194016)
