# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_1671	Qpct (+19951), Cdc42ep3 (+283234)
peak_1672	Morn2 (-9187), Gemin6 (+56584)
peak_1673	Gm11096 (-196364), Thumpd2 (-180314)
peak_1674	Gm6594 (-822910), Slc8a1 (-66741)
peak_1675	Slc8a1 (-520181), Gm6594 (-369470)
peak_1676	Eml4 (-119446), Pkdcc (+16193)
peak_1677	Eml4 (-66027), Pkdcc (+69612)
peak_1678	Zfp36l2 (-81550), Thada (+196699)
peak_1679	Six3 (-484449), Camkmt (+45659)
peak_1680	Socs5 (-44438), Cript (+37691)
peak_1681	Ston1 (-38440), Ppp1r21 (+57997)
peak_1682	Ston1 (-22578), Ppp1r21 (+73859)
peak_1683	Lhcgr (-361973), Fshr (+46663)
peak_1684	Fshr (-239897), Gm10184 (+469940)
peak_1685	Fshr (-615665), Gm10184 (+94172)
peak_1686	Gm6741 (+410588)
peak_1687	Gm6741 (+528420)
peak_1688	Adcyap1 (-497374)
peak_1689	Adcyap1 (+90083)
peak_1690	Mettl4 (+213368)
peak_1691	Jcad (-231037), Mtpap (+28300)
peak_1692	Zeb1 (-163151), Zfp438 (-94270)
peak_1693	Epc1 (+9021), Rpl27-ps3 (+149245)
peak_1694	Fzd8 (-996635), Wac (+347024)
peak_1695	Fzd8 (-10564)
peak_1696	Gata6 (-203442), Mib1 (+123520)
peak_1697	Cabyr (-9663), Ttc39c (+88348)
peak_1698	Zfp521 (+390416), Hrh4 (+575327)
peak_1699	Aqp4 (-85746), Chst9 (+228616)
peak_1700	Gm10036 (+456318), Cdh2 (+520134)
peak_1701	Cdh2 (-152503)
peak_1702	Cdh2 (-825699)
peak_1703	NONE
peak_1704	Dsc3 (+447664)
peak_1705	Dsc3 (+140001)
peak_1706	Garem1 (-116645), Klhl14 (+237935)
peak_1707	Asxl3 (-96958), Ccdc178 (-76735)
peak_1708	Asxl3 (+295865), Nol4 (+399390)
peak_1709	Mapre2 (-8706), Dtna (+379836)
peak_1710	Zfp397 (-37211), Mapre2 (+113510)
peak_1711	2700062C07Rik (-60435), Galnt1 (+204659)
peak_1712	2700062C07Rik (-27207), Galnt1 (+237887)
peak_1713	Celf4 (-942712)
peak_1714	NONE
peak_1715	NONE
peak_1716	NONE
peak_1717	NONE
peak_1718	NONE
peak_1719	Pik3c3 (+520716), Rit2 (+523670)
peak_1720	Rit2 (+36174)
peak_1721	Syt4 (-121573), B930094E09Rik (-40524)
peak_1722	Proc (-13760), Map3k2 (-9759)
peak_1723	Gm35060 (+27140), Bin1 (+58115)
peak_1724	Camk4 (+105191), Stard4 (+169630)
peak_1725	Stard4 (-181101), Nrep (+68671)
peak_1726	Gm10549 (+170992), Epb41l4a (+372051)
peak_1727	Cystm1 (+43761), Pfdn1 (+61960)
peak_1728	Arap3 (-70696), Pcdh1 (+141492)
peak_1729	Pcdh12 (+15350), 0610009O20Rik (+18758)
peak_1730	Arhgap26 (+75075), Nr3c1 (+422454)
peak_1731	Yipf5 (+54997), Pabpc2 (+390905)
peak_1732	Kctd16 (+357631)
peak_1733	Prelid2 (+486125)
peak_1734	Prelid2 (+441186)
peak_1735	Prelid2 (+76169)
peak_1736	Myot (-43967), Npy6r (+19980)
peak_1737	Kcnn2 (-61488), Ythdc2 (+379771)
peak_1738	Kcnn2 (+122549), Trim36 (+821053)
peak_1739	Ccdc112 (-44321), Fem1c (+169722)
peak_1740	Cdo1 (+35223), Eif1a (+95415)
peak_1741	Sema6a (+38113), Commd10 (+371855)
peak_1742	Eno1b (-507695), Sema6a (-168810)
peak_1743	Hsd17b4 (-45310), Tnfaip8 (+29609)
peak_1744	Prr16 (-335038), Pudp (-214161)
peak_1745	Pudp (-433170), Prr16 (-116029)
peak_1746	Srfbp1 (-17664), Ftmt (+116493)
peak_1747	Zfp474 (-73003), Lox (-13112)
peak_1748	Snx2 (-155553), Sncaip (+253102)
peak_1749	Gramd3 (-73954)
peak_1750	Slc12a2 (-86187), 1700011I03Rik (+258711)
peak_1751	Chsy3 (-252485), Adamts19 (+86152)
peak_1752	Chsy3 (-60021), Adamts19 (+278616)
peak_1753	Csnk1a1 (-10259), Arhgef37 (-8479)
peak_1754	Piezo2 (-62458), Txnl1 (+242718)
peak_1755	Piezo2 (-87943), Txnl1 (+217233)
peak_1756	Nars (-39801), Atp8b1 (+104642)
peak_1757	Atp8b1 (-214701), Nedd4l (-12055)
peak_1758	Ccbe1 (-123302), Pmaip1 (-43464)
peak_1759	Pmaip1 (+84031), Mc4r (+317837)
peak_1760	Gnal (-147893), Mc4r (-79971)
peak_1761	Cidea (-12302), Impa2 (+42009)
peak_1762	Tubb6 (-26158), Cidea (+20995)
peak_1763	Gm17669 (+349)
peak_1764	Fam210a (+105037), Ldlrad4 (+262039)
peak_1765	Mc5r (-8446), Rnmt (+28802)
peak_1766	Tcf4 (-218720), 4930546C10Rik (-175628)
peak_1767	Dcc (-155420)
peak_1768	Mex3c (-996070), Dcc (-225905)
peak_1769	Dcc (-998723), Mex3c (-223252)
peak_1770	Smad4 (+16122), Mex3c (+114614)
peak_1771	Mapk4 (+101250), Mro (+104292)
peak_1772	Myo5b (-14994), Cfap53 (+144453)
peak_1773	Acaa2 (+35721), Lipg (+146345)
peak_1774	Smad7 (+143797), Ctif (+186370)
peak_1775	Ctif (+133952), Smad7 (+196215)
peak_1776	Skor2 (-178307), Smad2 (+436518)
peak_1777	Skor2 (-69845), Smad2 (+544980)
peak_1778	Epg5 (-116461), Pstpip2 (+27461)
peak_1779	Gm6133 (+345928), Setbp1 (+413709)
peak_1780	Pard6g (-539742), Setbp1 (-397762)
peak_1781	Ctdp1 (-97707), Nfatc1 (+145669)
peak_1782	Nfatc1 (-173624), Atp9b (+47363)
peak_1783	Sall3 (-219287)
peak_1784	Galr1 (+279117)
peak_1785	Zadh2 (+87428), Zfp407 (+413918)
peak_1786	Cyb5a (-121118), Fam69c (+9978)
peak_1787	Timm21 (-50399)
peak_1788	Timm21 (-373839)
peak_1789	Timm21 (-875302), Neto1 (-568126)
peak_1790	Timm21 (-946213), Neto1 (-497215)
peak_1791	Neto1 (-186960)
peak_1792	Socs6 (+24125)
peak_1793	Socs6 (-51785), Rttn (-25683)
peak_1794	Cd226 (+172939), Dok6 (+399158)
peak_1795	Tmx3 (-592413), Dok6 (-148213)
peak_1796	Dok6 (-501371), Tmx3 (-239255)
peak_1797	Dok6 (-604416), Tmx3 (-136210)
peak_1798	Dok6 (-642894), Tmx3 (-97732)
peak_1799	Dok6 (-661268), Tmx3 (-79358)
peak_1800	Syvn1 (-16553), Capn1 (-14776)
peak_1801	Slc22a19 (+42770), Hrasls5 (+55985)
peak_1802	Slc22a19 (+30551), Hrasls5 (+68204)
peak_1803	Slc22a30 (-123445), Slc22a8 (-62698)
peak_1804	Pcna-ps2 (-123638), Asrgl1 (-23964)
peak_1805	Olfr1419 (-3476)
peak_1806	Olfr1458 (-13093), Olfr1459 (+29664)
peak_1807	Olfr1505 (+315284), Tle4 (+369169)
peak_1808	Tle4 (-44579)
peak_1809	Tle4 (-435994), Psat1 (+891082)
peak_1810	Tle4 (-710675), Psat1 (+616401)
peak_1811	Tle4 (-743030), Psat1 (+584046)
peak_1812	Pcsk5 (-104397), Ostf1 (+689760)
peak_1813	Pcsk5 (-608058), Ostf1 (+186099)
peak_1814	Rorb (-240361)
peak_1815	Anxa1 (-182725), Aldh1a1 (-28292)
peak_1816	Aldh1a7 (-27992), Tmc1 (+198648)
peak_1817	Trpm3 (-209101), Tmem2 (+151676)
peak_1818	Gm9493 (-112020), Mamdc2 (-59400)
peak_1819	Fam122a (-25202), Pip5k1b (+53314)
peak_1820	Kank1 (-49336), Dock8 (+188110)
peak_1821	Dmrt1 (-197832), Kank1 (+70811)
peak_1822	Smarca2 (-734592), Dmrt2 (+198040)
peak_1823	Pum3 (+27459), Kcnv2 (+79773)
peak_1824	Glis3 (-83953), Slc1a1 (-71044)
peak_1825	Glis3 (-126414), Slc1a1 (-28583)
peak_1826	Trpd52l3 (-6850), Il33 (+51150)
peak_1827	Cstf2t (-477506), Dkk1 (-55670)
peak_1828	Cstf2t (-421924), Dkk1 (-111252)
peak_1829	A1cf (+68007), Asah2 (+124698)
peak_1830	Rnls (+106499), Pten (+528269)
peak_1831	Lipo3 (-139905), Lipo2 (+38929)
peak_1832	Lipn (-41806), Lipk (+17251)
peak_1833	Kif20b (+311997), Htr7 (+823015)
peak_1834	Cyp2c29 (-129686), Cyp2c66 (+43490)
peak_1835	Cyp2c39 (+13025), Cyp2c67 (+125164)
peak_1836	Zfp518a (-52457), Ccnj (+10969)
peak_1837	AI606181 (+7489), Slit1 (+142813)
peak_1838	Golga7b (+70437), Crtac1 (+113772)
peak_1839	Hps1 (-224963), Hpse2 (+383372)
peak_1840	Entpd7 (+21753), Cox15 (+41575)
peak_1841	Dnmbp (+10225), Abcc2 (+147774)
peak_1842	Dnmbp (-40548), Cpn1 (+5817)
peak_1843	Tlx1 (+40888), Lbx1 (+44244)
peak_1844	Btrc (+87116), Poll (+109664)
peak_1845	Sfr1 (-26177), Col17a1 (-13485)
peak_1846	Sorcs3 (+25824)
peak_1847	Sorcs3 (+309466)
peak_1848	Sorcs3 (+726591)
peak_1849	Sorcs3 (+771246)
peak_1850	Sorcs3 (+864332), Rpl13a-ps1 (+960378)
peak_1851	Rpl13a-ps1 (+853819), Sorcs3 (+970891)
peak_1852	Rpl13a-ps1 (+690010)
peak_1853	Rpl13a-ps1 (+570547)
peak_1854	Rpl13a-ps1 (+507228)
peak_1855	Rpl13a-ps1 (-395370), Sorcs1 (+252541)
peak_1856	Rpl13a-ps1 (-520335), Sorcs1 (+127576)
peak_1857	Sorcs1 (-413773)
peak_1858	Sorcs1 (-436548)
peak_1859	Ins1 (-804032), Sorcs1 (-781645)
peak_1860	Ins1 (-364676)
peak_1861	Xpnpep1 (+199434), Ins1 (+576457)
peak_1862	Pdcd4 (-140477), Rbm20 (+74448)
peak_1863	Adra2a (+91369), Gpam (+962900)
peak_1864	Tcf7l2 (-152767), Vti1a (+272692)
peak_1865	Tcf7l2 (-102499), Vti1a (+322960)
peak_1866	Habp2 (-480232), Tcf7l2 (+65880)
peak_1867	Plekhs1 (-51581), Casp7 (+12930)
peak_1868	Trub1 (-34946), Fam160b1 (+56951)
peak_1869	Fam204a (-121334), Prlhr (+120273)
peak_1870	Nanos1 (-153238), Cacul1 (-21726)
peak_1871	Nanos1 (-111980), Cacul1 (-62984)
peak_1872	Frmd4a (-310468), Fam107b (+128946)
peak_1873	Proser2 (+11895), Upf2 (+166847)
peak_1874	NONE
peak_1875	NONE
peak_1876	NONE
peak_1877	Prkcq (-72357), Sfmbt2 (+727301)
peak_1878	Ankrd16 (+164974), Itga8 (+358457)
peak_1879	Ankrd16 (+199533), Itga8 (+323898)
peak_1880	Pter (+21568), C1ql3 (+66146)
peak_1881	Vim (+43573), St8sia6 (+176539)
peak_1882	Vim (+84349), St8sia6 (+135763)
peak_1883	St8sia6 (-156218), Hacd1 (+105738)
peak_1884	Tmem236 (-49070), Stam (+51355)
peak_1885	Slc39a12 (-99434), Mrc1 (+59573)
peak_1886	Cacnb2 (+122867), Nsun6 (+327711)
peak_1887	Plxdc2 (-692327), Malrd1 (+137498)
peak_1888	Plxdc2 (-247417), Malrd1 (+582408)
peak_1889	Plxdc2 (-95050), Malrd1 (+734775)
peak_1890	Nebl (+453043), Plxdc2 (+921696)
peak_1891	Commd3 (-195360), Dnajc1 (-84194)
peak_1892	Dnajc1 (-164221), Commd3 (-115333)
peak_1893	Armc3 (-122744), 4930426L09Rik (+78215)
peak_1894	Otud1 (-76234), 4921504E06Rik (-27604)
peak_1895	Etl4 (-142883), Otud1 (+489278)
peak_1896	Gpr158 (-120737), Enkur (-41440)
peak_1897	Myo3a (-734468), Gpr158 (+125493)
peak_1898	Myo3a (-641702), Gpr158 (+218259)
peak_1899	Myo3a (-602310), Gpr158 (+257651)
peak_1900	Gad2 (-283855), Myo3a (+110847)
peak_1901	Spopl (-366372), Hnmt (+110918)
peak_1902	Nacc2 (-99122), Lhx3 (+15276)
peak_1903	Col5a1 (-111947), Rxra (+97277)
peak_1904	Gm10134 (+169)
peak_1905	Barhl1 (-27344), Cfap77 (+111310)
peak_1906	Barhl1 (-57784), Cfap77 (+80870)
peak_1907	Barhl1 (-100306), Cfap77 (+38348)
peak_1908	Ptges (+22305), Prrx2 (+35933)
peak_1909	Nup214 (-13000), Aif1l (+11297)
peak_1910	Prrc2b (-40851), Plpp7 (+14769)
peak_1911	Slc25a25 (-43873), Fam102a (-40064)
peak_1912	Slc25a25 (-73464), Fam102a (-10473)
peak_1913	Rpl12 (-21520), Fam129b (+63925)
peak_1914	Zbtb43 (-26457), Lmx1b (+151701)
peak_1915	Zbtb43 (-53172), Lmx1b (+124986)
peak_1916	Mvb12b (-88713), Pbx3 (+395385)
peak_1917	Phf19 (+17323), Cutal (+22257)
peak_1918	Ggta1 (-142870), Dab2ip (-17718)
peak_1919	Dab2ip (+21513), Ttll11 (+336074)
peak_1920	Nek6 (-108404), Lhx2 (+52480)
peak_1921	Nek6 (+9253), Psmb7 (+123191)
peak_1922	Ppp6c (-418993)
peak_1923	Ppp6c (-465842)
peak_1924	NONE
peak_1925	NONE
peak_1926	NONE
peak_1927	Lrp1b (+569867)
peak_1928	Lrp1b (+83938)
peak_1929	Gtdc1 (+250098), Arhgap15 (+862654)
peak_1930	NONE
peak_1931	NONE
peak_1932	NONE
peak_1933	NONE
peak_1934	Acvr2a (-704580)
peak_1935	Acvr2a (-235431)
peak_1936	Mmadhc (-303964), Rnd3 (+548430)
peak_1937	Mmadhc (-473806), Rnd3 (+378588)
peak_1938	Mmadhc (-729419), Rnd3 (+122975)
peak_1939	Rnd3 (-334406), Tas2r134 (-143994)
peak_1940	Arl6ip6 (+138168), Rprm (+755296)
peak_1941	Arl6ip6 (+175264), Rprm (+718200)
peak_1942	Rprm (+159278), Arl6ip6 (+734186)
peak_1943	Rprm (+94204), Arl6ip6 (+799260)
peak_1944	Rprm (+45622), Arl6ip6 (+847842)
peak_1945	Rprm (+20609), Arl6ip6 (+872855)
peak_1946	Galnt13 (-177729), Rprm (-173106)
peak_1947	Rprm (-299822), Galnt13 (-51013)
peak_1948	Kcnj3 (-409155), Galnt13 (+590428)
peak_1949	Kcnj3 (+192887)
peak_1950	Kcnj3 (+393646)
peak_1951	Kcnj3 (+505372)
peak_1952	Nr4a2 (+168064)
peak_1953	Upp2 (-107211), Acvr1 (-80905)
peak_1954	Wdsub1 (-167591), Baz2b (+75522)
peak_1955	Wdsub1 (-206058), Baz2b (+37055)
peak_1956	Wdsub1 (-227480), Baz2b (+15633)
peak_1957	Slc4a10 (-193505), Tbr1 (+48687)
peak_1958	Slc4a10 (-6219), Tbr1 (+235973)
peak_1959	Slc4a10 (+129254), Dpp4 (+236332)
peak_1960	Gca (+162680), Kcnh7 (+357313)
peak_1961	Kcnh7 (-621430), Fign (+292304)
peak_1962	Csrnp3 (+26332), Galnt3 (+252895)
peak_1963	Ttc21b (-49859), Scn1a (+103588)
peak_1964	Scn1a (-19796), Scn9a (+205092)
peak_1965	Gm21830 (-407251), Scn7a (-221560)
peak_1966	B3galt1 (-178078), Xirp2 (+493633)
peak_1967	Cers6 (-163280), 4932414N04Rik (+40422)
peak_1968	Ccdc173 (+23258), Ppig (+43224)
peak_1969	Myo3b (-8697), Ubr3 (+133183)
peak_1970	Sp5 (-134511), Myo3b (+301286)
peak_1971	Dlx2 (-144456), Itga6 (-95730)
peak_1972	Pdk1 (-59813), Itga6 (+26471)
peak_1973	Map3k20 (-280793), Rapgef4 (+23604)
peak_1974	Gm11084 (-7453), Ola1 (+220278)
peak_1975	Gm11084 (-61144), Ola1 (+166587)
peak_1976	Cir1 (-44158), Gpr155 (+29713)
peak_1977	Atp5g3 (-60017), Lnpk (+607606)
peak_1978	Hoxd10 (-99739), Hoxd11 (-90138), Hoxd12 (-82828), Hoxd13 (-76125), Lnpk (-13237), Evx2 (+67234)
peak_1979	Sestd1 (-110104), Zfp385b (+343867)
peak_1980	Ube2e3 (-871264), Cwc22 (-51408)
peak_1981	Cwc22 (-670458), Ube2e3 (-252214)
peak_1982	Zfp804a (-895581), Nup35 (+518825)
peak_1983	Zfp804a (-741102), Nup35 (+673304)
peak_1984	Fsip2 (-447649), Zfp804a (+442763)
peak_1985	Fsip2 (-54976), Zfp804a (+835436)
peak_1986	Zc3h15 (-602844), Fsip2 (+97957)
peak_1987	Zswim2 (+10810), Fam171b (+117780)
peak_1988	Gm13691 (+96702), Calcrl (+338156)
peak_1989	Gm13691 (+204538), Calcrl (+230320)
peak_1990	Smtnl1 (+10744), Ube2l6 (+13080)
peak_1991	Olfr1090 (-2496)
peak_1992	Olfr1193 (-7312), ENSMUSG00000111590 (+21851)
peak_1993	Olfr1196 (-6987), Olfr1197 (+20909)
peak_1994	Olfr140 (-23809), Olfr1267-ps1 (+33864)
peak_1995	Olfr1271 (-1809)
peak_1996	Arfgap2 (+25955), 1110051M20Rik (+153394)
peak_1997	Dgkz (-44998), Creb3l1 (+29077)
peak_1998	Creb3l1 (-178287), Phf21a (-18773)
peak_1999	Accsl (-17299), Gm27027 (+109898)
peak_2000	Hsd17b12 (-146438), Ttc17 (+102287)
peak_2001	Api5 (-976144), Lrrc4c (-903889)
peak_2002	Lrrc4c (-518703)
peak_2003	Lrrc4c (-383676)
peak_2004	Lrrc4c (+112950)
peak_2005	Lrrc4c (+717421)
peak_2006	Gm10801 (-354701)
peak_2007	Gm10800 (-499988)
peak_2008	NONE
peak_2009	Rag2 (-721239)
peak_2010	Immp1l (+44149), Dnajc24 (+54762)
peak_2011	Kcna4 (+686166)
peak_2012	Mettl15 (+944811)
peak_2013	Bbox1 (+68566), Ccdc34 (+219358)
peak_2014	Bbox1 (-40476), Fibin (+16966)
peak_2015	Slc5a12 (-161251), Fibin (-72864)
peak_2016	Gm15130 (-27496), 4930430A15Rik (+49170)
peak_2017	Tmco5b (-151031), Ryr3 (-104370)
peak_2018	Arhgap11a (-9668), Gjd2 (+155295)
peak_2019	Dph6 (-507520), BC052040 (-419232)
peak_2020	Meis2 (-529289), Tmco5 (-284372)
peak_2021	Fam98b (-42723), Spred1 (+85642)
peak_2022	Ankrd63 (+13859), Pak6 (+26801)
peak_2023	Spint1 (+13688), Rhov (+20031)
peak_2024	Capn3 (+31161), Zfp106 (+69067)
peak_2025	Sord (-14708), Terb2 (+33769)
peak_2026	Duox1 (+21498), Shf (+31748)
peak_2027	Sema6d (-730222)
peak_2028	Sema6d (-354850)
peak_2029	Gm9913 (-92770), Dut (+165129)
peak_2030	Prom2 (-35666), Zfp661 (+9961)
peak_2031	Mal (-14641), Mall (+58596)
peak_2032	Pdyn (+11756), Sirpa (+95238)
peak_2033	Tgm3 (-64370), Stk35 (+147462)
peak_2034	Tgm6 (+21494), Snrpb (+34634)
peak_2035	Hao1 (+48195), Bmp2 (+954014)
peak_2036	Plcb4 (-229982), Plcb1 (+725689)
peak_2037	Flrt3 (+131116), Macrod2 (+144997)
peak_2038	Flrt3 (-431707)
peak_2039	Flrt3 (-869792)
peak_2040	Kif16b (+995855)
peak_2041	Snrpb2 (-116491), Kif16b (-45017)
peak_2042	Kif16b (-141369), Snrpb2 (-20139)
peak_2043	Pcsk2 (-112732), Otor (+354951)
peak_2044	Pcsk2 (+85426), Bfsp1 (+231361)
peak_2045	Mgme1 (-46268), Banf2 (+191573)
peak_2046	Pet117 (+47774), Dzank1 (+110644)
peak_2047	Nkx2-2 (-152304), Pax1 (-26286)
peak_2048	Pax1 (+105219), Foxa2 (+575735)
peak_2049	Cstl1 (+7007), Cst11 (+14132)
peak_2050	Cst10 (-220150), Gm10750 (-167862)
peak_2051	Entpd6 (-43899), Vsx1 (-15783)
peak_2052	Scrt2 (-24181), Slc52a3 (+60813)
peak_2053	Csnk2a1 (-29341), Tcf15 (+53937)
peak_2054	Bpifa3 (-42687), Bpifa2 (+79384)
peak_2055	1700003F12Rik (-81390), Cbfa2t2 (+31003)
peak_2056	Mmp24 (+17437), BC029722 (+26647)
peak_2057	Epb41l1 (-57733), Scand1 (-50472)
peak_2058	Vstm2l (-95631), Ctnnbl1 (+81621)
peak_2059	Vstm2l (-18390), Ctnnbl1 (+158862)
peak_2060	Slc32a1 (-71407), Arhgap40 (+26564)
peak_2061	Dhx35 (+551440), Gm826 (+981247)
peak_2062	Gm826 (+671323), Dhx35 (+861364)
peak_2063	Gm826 (+538702), Dhx35 (+993985)
peak_2064	Gm826 (+388536)
peak_2065	Ptprt (+515017)
peak_2066	Wfdc2 (-28348), Pigt (+36711)
peak_2067	1700025C18Rik (-105332), Cdh22 (+38771)
peak_2068	1700025C18Rik (-131431), Cdh22 (+12672)
peak_2069	Zmynd8 (+81439), Eya2 (+141700)
peak_2070	Sulf2 (-501492), Prex1 (+56677)
peak_2071	Ptpn1 (-101305), Cebpb (+142107)
peak_2072	Ptpn1 (-44194), Cebpb (+199218)
peak_2073	Ripor3 (-49209), Pard6b (-21177)
peak_2074	Pard6b (+56461), Adnp (+69647)
peak_2075	Zfp64 (-133979), Gm11011 (+498494)
peak_2076	Zfp217 (+201076), Tshz2 (+296468)
peak_2077	Zfp217 (+133273), Tshz2 (+364271)
peak_2078	Zfp217 (+60171), Tshz2 (+437373)
peak_2079	Zfp217 (+36374), Tshz2 (+461170)
peak_2080	Tfap2c (+84389), Bmp7 (+304941)
peak_2081	Tfap2c (+158730), Bmp7 (+230600)
peak_2082	Bmp7 (+168931), Tfap2c (+220399)
peak_2083	Ankrd60 (-55443), Rab22a (-25952)
peak_2084	Cdh4 (-668007), Cdh26 (+343817)
peak_2085	Cdh4 (-265041), Cdh26 (+746783)
peak_2086	Hnf4g (+427608)
peak_2087	Hnf4g (+663474)
peak_2088	Zfhx4 (-633638)
peak_2089	Pex2 (-78468), 1700008P02Rik (+965825)
peak_2090	Pex2 (-560841), 1700008P02Rik (+483452)
peak_2091	Pex2 (-846877), 1700008P02Rik (+197416)
peak_2092	Pkia (-516737), 1700008P02Rik (-229490)
peak_2093	1700008P02Rik (-462419), Pkia (-283808)
peak_2094	1700008P02Rik (-690599), Pkia (-55628)
peak_2095	Il7 (-515710), Stmn2 (-379923)
peak_2096	Il7 (-838672), Stmn2 (-56961)
peak_2097	Il7 (-848880), Stmn2 (-46753)
peak_2098	Pag1 (-161936), Fabp5 (-16933)
peak_2099	Snx16 (-350470)
peak_2100	Snx16 (-948040)
peak_2101	NONE
peak_2102	NONE
peak_2103	NONE
peak_2104	NONE
peak_2105	Ralyl (-562953)
peak_2106	Ralyl (-472415)
peak_2107	Ralyl (-246055)
peak_2108	Ralyl (-211542)
peak_2109	Ralyl (-92053)
peak_2110	Car2 (+100854), Gm9733 (+345020)
peak_2111	Sirpb1c (-80789), Gm5150 (+77120)
peak_2112	Ythdf3 (+235503)
peak_2113	Ythdf3 (+308323)
peak_2114	Cypt12 (-953675), Ythdf3 (+811499)
peak_2115	Cypt12 (-762729)
peak_2116	Cypt12 (-212954)
peak_2117	Cyp7b1 (-479852), Armc1 (+439875)
peak_2118	Cyp7b1 (-609692), Armc1 (+310035)
peak_2119	Cyp7b1 (-772486), Armc1 (+147241)
peak_2120	Dnajc5b (-195139), Pde7a (-24210)
peak_2121	Dnajc5b (-174927), Pde7a (-44422)
peak_2122	Pde7a (-151081), Dnajc5b (-68268)
peak_2123	Agtr1b (-256304)
peak_2124	Agtr1b (-373877)
peak_2125	Agtr1b (-466669)
peak_2126	Agtr1b (-565214)
peak_2127	Tbl1xr1 (+79912)
peak_2128	Tbl1xr1 (+200280)
peak_2129	Tbl1xr1 (+383832)
peak_2130	Tbl1xr1 (+436900)
peak_2131	Tbl1xr1 (+856152)
peak_2132	Naaladl2 (+544696)
peak_2133	Naaladl2 (-185641)
peak_2134	Naaladl2 (-250602)
peak_2135	Naaladl2 (-317312)
peak_2136	Naaladl2 (-466659)
peak_2137	Naaladl2 (-615231), Nlgn1 (+933607)
peak_2138	Spata16 (+146851), Ect2 (+369390)
peak_2139	Spata16 (+220658), Ect2 (+295583)
peak_2140	Gm1527 (-25905), Rpl22l1 (+61276)
peak_2141	Egfem1 (+11900), Mecom (+918523)
peak_2142	Mecom (+293673), Egfem1 (+636750)
peak_2143	Mecom (+140254), Egfem1 (+790169)
peak_2144	Kcnmb2 (-432685), Slc7a14 (-159640)
peak_2145	Kcnmb2 (-361275), Slc7a14 (-231050)
peak_2146	Zmat3 (+197523), Kcnmb2 (+265452)
peak_2147	Zmat3 (+51480), Kcnmb2 (+411495)
peak_2148	Actl6a (-49888), Gnb4 (-42034)
peak_2149	Ttc14 (-550294), Pex5l (-166897)
peak_2150	Pex5l (-516720), Ttc14 (-200471)
peak_2151	Atp11b (-958144), Sox2 (+145585)
peak_2152	Atp11b (-622730), Sox2 (+480999)
peak_2153	Qrfpr (-69312), Anxa5 (+184269)
peak_2154	Gm5148 (-401049), Ankrd50 (+359466)
peak_2155	Ankrd50 (-277846), Fat4 (-124250)
peak_2156	Intu (-683060), Fat4 (+970767)
peak_2157	Pgrmc2 (-260409), Jade1 (-219914)
peak_2158	D3Ertd751e (+27420)
peak_2159	D3Ertd751e (+373782)
peak_2160	D3Ertd751e (+582255)
peak_2161	NONE
peak_2162	NONE
peak_2163	NONE
peak_2164	NONE
peak_2165	Pcdh10 (-977319)
peak_2166	Pcdh10 (-755847)
peak_2167	Pcdh10 (-712710)
peak_2168	Pcdh10 (-520878)
peak_2169	Pcdh10 (-30338)
peak_2170	Pabpc4l (+249567), Pcdh10 (+820227)
peak_2171	Pabpc4l (-835026)
peak_2172	NONE
peak_2173	Pcdh18 (-45992), Slc7a11 (+640303)
peak_2174	Pcdh18 (-65383), Slc7a11 (+620912)
peak_2175	Slc7a11 (-520334), Noct (-260502)
peak_2176	Foxo1 (+123312), Cog6 (+625589)
peak_2177	Foxo1 (+168970), Cog6 (+579931)
peak_2178	Gm10985 (-122677), Frem2 (-65054)
peak_2179	Frem2 (-145387), Gm10985 (-42344)
peak_2180	Gm10985 (-2827)
peak_2181	Ufm1 (-265179), Trpc4 (-27048)
peak_2182	Rfxap (+21745), Smad9 (+30464)
peak_2183	Nbea (+47349), Mab21l1 (+353842)
peak_2184	Nbea (-25627)
peak_2185	Nbea (-187985), Tm4sf1 (+930250)
peak_2186	Nbea (-420598), Tm4sf1 (+697637)
peak_2187	Tm4sf4 (-97399), Tm4sf1 (-25979)
peak_2188	Pfn2 (-338483), Tsc22d2 (-228153)
peak_2189	Pfn2 (-430165), Tsc22d2 (-136471)
peak_2190	Siah2 (-70099), Clrn1 (+122713)
peak_2191	Siah2 (-160133), Clrn1 (+32679)
peak_2192	Clrn1 (-102625), Med12l (-18650)
peak_2193	P2ry12 (-58934), Igsf10 (+57741)
peak_2194	Gm5538 (-211031), Igsf10 (-174503)
peak_2195	Gm8298 (-77413), Gm5538 (+53848)
peak_2196	Mbnl1 (-263283), Sucnr1 (+156027)
peak_2197	Arhgef26 (-893849), B430305J03Rik (-78544)
peak_2198	Arhgef26 (-695553), B430305J03Rik (-276840)
peak_2199	B430305J03Rik (-839832), Arhgef26 (-132561)
peak_2200	Dhx36 (-66595), Gpr149 (+31541)
peak_2201	Mme (-552995), Gpr149 (-137737)
peak_2202	Gpr149 (-667556), Mme (-23176)
peak_2203	Gm34302 (-183482), Plch1 (+183630)
peak_2204	Gm34302 (-192681), Plch1 (+174431)
peak_2205	Tiparp (-98849), Ssr3 (-36938)
peak_2206	Tiparp (-72194), Ssr3 (-63593)
