# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_1720	Epha7 (-351825)
peak_1721	Epha7 (-66148)
peak_1722	Epha7 (+938676)
peak_1723	NONE
peak_1724	Map3k7 (-436463)
peak_1725	Ifnk (-109699), Cga (+148578)
peak_1726	Mob3b (-23049), 3110043O21Rik (+45347)
peak_1727	Mob3b (-45890), 3110043O21Rik (+22506)
peak_1728	3110043O21Rik (-317113), Lingo2 (+302211)
peak_1729	3110043O21Rik (-372410), Lingo2 (+246914)
peak_1730	Lingo2 (-425763)
peak_1731	NONE
peak_1732	NONE
peak_1733	NONE
peak_1734	1700009N14Rik (-900687)
peak_1735	1700009N14Rik (-183842)
peak_1736	Aco1 (-290693), 1700009N14Rik (+402093)
peak_1737	Olfr159 (-40986), Olfr156 (+11871)
peak_1738	Stx17 (+44091), Erp44 (+110541)
peak_1739	Plppr1 (-257230), Cavin4 (+138538)
peak_1740	Acnat2 (+142186), Plppr1 (+206683)
peak_1741	Cylc2 (-836467), Grin3a (-534662)
peak_1742	Cylc2 (-688575), Grin3a (-682554)
peak_1743	Grin3a (-785454), Cylc2 (-585675)
peak_1744	Grin3a (-854867), Cylc2 (-516262)
peak_1745	Cylc2 (-198100)
peak_1746	Cylc2 (+82616)
peak_1747	Smc2 (-784217), Cylc2 (+438348)
peak_1748	Smc2 (-607801), Cylc2 (+614764)
peak_1749	Smc2 (-204519)
peak_1750	Toporsl (-71327), Vma21-ps (-38635)
peak_1751	Zfp462 (-727209), Tmem38b (+394722)
peak_1752	Zfp462 (-704220), Tmem38b (+417711)
peak_1753	Zfp462 (-457214), Tmem38b (+664717)
peak_1754	Zfp462 (-314642), Tmem38b (+807289)
peak_1755	Zfp462 (-271283), Tmem38b (+850648)
peak_1756	Zfp462 (-126675), Tmem38b (+995256)
peak_1757	Actl7b (+12060)
peak_1758	Txndc8 (-9096), Svep1 (+188376)
peak_1759	Susd1 (+95753), Ugcg (+153623)
peak_1760	Mup6 (-32018), Mup4 (-10710)
peak_1761	Mup21 (-15366), Zfp37 (+42217)
peak_1762	Rgs3 (-25598), 4933430I17Rik (+68553)
peak_1763	Zfp618 (-246978), Rgs3 (+99076)
peak_1764	Tex48 (-29988), Gm11214 (+10506)
peak_1765	Pappa (-830403), Tnc (-246756)
peak_1766	Pappa (-697325), Tnc (-379834)
peak_1767	Tnc (-944246), Pappa (-132913)
peak_1768	Trim32 (+218321), Astn2 (+581304)
peak_1769	Trim32 (+385715), Astn2 (+413910)
peak_1770	Astn2 (+333650), Trim32 (+465975)
peak_1771	Astn2 (+326644), Trim32 (+472981)
peak_1772	Astn2 (-233526), Tlr4 (-189447)
peak_1773	Astn2 (-277485), Tlr4 (-145488)
peak_1774	Astn2 (-313625), Tlr4 (-109348)
peak_1775	Astn2 (-370506), Tlr4 (-52467)
peak_1776	Tlr4 (+405864)
peak_1777	NONE
peak_1778	NONE
peak_1779	Brinp1 (+286214)
peak_1780	Brinp1 (-209937)
peak_1781	Brinp1 (-262372)
peak_1782	Brinp1 (-474872), Cdk5rap2 (+981174)
peak_1783	Brinp1 (-832730), Cdk5rap2 (+623316)
peak_1784	Megf9 (-336646), Gm11232 (+886391)
peak_1785	Megf9 (-899231), Gm11232 (+323806)
peak_1786	Gm11232 (-151208), Tle1 (+291684)
peak_1787	Gm11232 (-322573), Tle1 (+120319)
peak_1788	Tle1 (-202564), Aldoart1 (+449213)
peak_1789	Tle1 (-342414), Aldoart1 (+309363)
peak_1790	Tle1 (-378661), Aldoart1 (+273116)
peak_1791	Tle1 (-512395), Aldoart1 (+139382)
peak_1792	Aldoart1 (-441779), Gm11487 (+110659)
peak_1793	Rasef (+39816), Gm428 (+67270)
peak_1794	Rasef (-44196), Gm11758 (+41468)
peak_1795	Kdm4c (-197935), Frmd3 (+40557)
peak_1796	Kdm4c (+254098), Tmem261 (+772271)
peak_1797	Tmem261 (-233050)
peak_1798	Tmem261 (-653371), Ptprd (+662623)
peak_1799	Ptprd (-134186)
peak_1800	Ptprd (-468579)
peak_1801	Ptprd (-994350)
peak_1802	NONE
peak_1803	NONE
peak_1804	NONE
peak_1805	NONE
peak_1806	NONE
peak_1807	Tyrp1 (-586934)
peak_1808	Lurap1l (+162405), Mpdz (+369756)
peak_1809	Lurap1l (+239094), Mpdz (+293067)
peak_1810	Lurap1l (+257160), Mpdz (+275001)
peak_1811	Mpdz (+179677), Lurap1l (+352484)
peak_1812	Mpdz (+42609), Lurap1l (+489552)
peak_1813	Mpdz (-335839), Nfib (+726662)
peak_1814	Mpdz (-465904), Nfib (+596597)
peak_1815	Mpdz (-568080), Nfib (+494421)
peak_1816	Mpdz (-598088), Nfib (+464413)
peak_1817	Mpdz (-750930), Nfib (+311571)
peak_1818	Mpdz (-941238), Nfib (+121263)
peak_1819	Nfib (-239003), Zdhhc21 (+115362)
peak_1820	Ccdc171 (+42010)
peak_1821	Ccdc171 (+433127), Bnc2 (+716414)
peak_1822	Sh3gl2 (-170096), Cntln (+150880)
peak_1823	Adamtsl1 (-640530), Sh3gl2 (+207944)
peak_1824	Adamtsl1 (-162203), Sh3gl2 (+686271)
peak_1825	Saxo1 (+89197), Adamtsl1 (+415191)
peak_1826	Slc24a2 (-275449), Mllt3 (+529952)
peak_1827	Slc24a2 (-386612), Mllt3 (+418789)
peak_1828	Slc24a2 (-452930), Mllt3 (+352471)
peak_1829	Hacd4 (+150779), Focad (+193517)
peak_1830	Hacd4 (+78006), Focad (+266290)
peak_1831	Ifna14 (-13272), Ifna9 (+7315)
peak_1832	Ifna13 (-23679), Ifna16 (+8786)
peak_1833	Cdkn2b (-307775), Dmrta1 (-69391)
peak_1834	Zfp352 (-425956), Dmrta1 (+104666)
peak_1835	Zfp352 (-342506), Dmrta1 (+188116)
peak_1836	Zfp352 (-186447), Dmrta1 (+344175)
peak_1837	Zfp352 (+341316), Elavl2 (+816327)
peak_1838	Zfp352 (+439283), Elavl2 (+718360)
peak_1839	Elavl2 (+397061), Zfp352 (+760582)
peak_1840	Elavl2 (+186480), Zfp352 (+971163)
peak_1841	Elavl2 (-264248), Izumo3 (+506510)
peak_1842	Elavl2 (-278488), Izumo3 (+492270)
peak_1843	Elavl2 (-524479), Izumo3 (+246279)
peak_1844	Gm12666 (-45306)
peak_1845	Gm12666 (-619319), Tusc1 (+524443)
peak_1846	Gm12666 (-794160), Tusc1 (+349602)
peak_1847	Gm10306 (-862997), Tusc1 (-358038)
peak_1848	Gm10306 (-853034), Tusc1 (-368001)
peak_1849	Tusc1 (-867393), Gm10306 (-353642)
peak_1850	Eqtn (+83154), Tek (+106340)
peak_1851	Foxd3 (-223107), Gm12689 (+137292)
peak_1852	Cachd1 (-120301), Ube2u (+177525)
peak_1853	Gm10577 (-33921), Raver2 (-14366)
peak_1854	B020004J07Rik (+39853), Lepr (+86766)
peak_1855	Gm12794 (-12598), Gm12800 (+18688)
peak_1856	Sgip1 (-54281), Pde4b (+451079)
peak_1857	Insl5 (+7659), Tctex1d1 (+30610)
peak_1858	Slc35d1 (-57762), 4921539E11Rik (+17937)
peak_1859	Dab1 (-987815), Oma1 (+65963)
peak_1860	Dab1 (-277949), Oma1 (+775829)
peak_1861	Prkaa2 (+46446), Fyb2 (+149988)
peak_1862	Gm12728 (-164138), Plpp3 (+468384)
peak_1863	Gm12728 (-54732), Plpp3 (+577790)
peak_1864	Usp24 (-139192), Gm12728 (+387173)
peak_1865	3110021N24Rik (-19084), Cc2d1b (+80625)
peak_1866	4930522H14Rik (-71290), Cdkn2c (+64602)
peak_1867	Dmrta2 (+125880), Elavl4 (+182956)
peak_1868	Agbl4 (-75645), Elavl4 (-35257)
peak_1869	Bend5 (-697028), Agbl4 (+320187)
peak_1870	Bend5 (-169927), Agbl4 (+847288)
peak_1871	Skint7 (-36786), Skint8 (+16586)
peak_1872	Skint2 (-99189), Skint9 (-80566)
peak_1873	Skint10 (-431702), Skint6 (+80446)
peak_1874	Trabd2b (-188204), Skint11 (+55136)
peak_1875	Cyp4x1 (-66916), Cyp4a29 (-41191)
peak_1876	Cyp4a12a (-43553), Cyp4a29 (+13409)
peak_1877	Cyp4a32 (-16947), Cyp4a31 (+20379)
peak_1878	Rlf (-80030), Gm12888 (+29803)
peak_1879	Ppt1 (-122092), 9530002B09Rik (+24875)
peak_1880	3100002H09Rik (+213915), Rragc (+479442)
peak_1881	Epha10 (+18875), Cdca8 (+37143)
peak_1882	Zbtb8a (-41996), Zbtb8b (+20706)
peak_1883	Selenon (-81975), Man1c1 (+70149)
peak_1884	Selenon (-90155), Man1c1 (+61969)
peak_1885	Srsf10 (-26679), Myom3 (+69353)
peak_1886	Ctrc (-20993), Efhd2 (+7568)
peak_1887	Gm13083 (-29823), Gm13057 (+33471)
peak_1888	Gm13124 (-35921), Aadacl4 (-12652)
peak_1889	Gm436 (+33477), Aadacl4 (+39184)
peak_1890	Dhrs3 (-76162), Gm438 (-30332)
peak_1891	Slc25a33 (-20490), Spsb1 (+160276)
peak_1892	H6pd (-58360), Gpr157 (-19982)
peak_1893	Cdk6 (-279084)
peak_1894	Fzd1 (-185930), Cdk14 (+436232)
peak_1895	Gtpbp10 (-71230), Cfap69 (+33471)
peak_1896	Steap1 (-473213)
peak_1897	Steap1 (-992869), Tex47 (-561937)
peak_1898	Tex47 (-218652)
peak_1899	Sri (+112428), Adam22 (+199027)
peak_1900	Adam22 (+109004), Sri (+202451)
peak_1901	Rundc3b (+71503), Slc25a40 (+128599)
peak_1902	Rundc3b (-30188), Abcb1a (-6937)
peak_1903	Tmem243 (-51734), Crot (-51689)
peak_1904	9330182L06Rik (+64256), Grm3 (+394782)
peak_1905	Gm5861 (-972227), Grm3 (-485675)
peak_1906	Grm3 (-846998), Gm5861 (-610904)
peak_1907	Gm5861 (-118527)
peak_1908	Gm6460 (-136376), Gm5861 (+275508)
peak_1909	Sema3d (-419772), 4933402N22Rik (+45570)
peak_1910	Sema3a (-660550), Sema3d (+355374)
peak_1911	Speer3 (-61356), Sema3a (+330954)
peak_1912	Sema3e (-153704), Speer3 (+79953)
peak_1913	Pclo (-334215), Sema3e (+155427)
peak_1914	Pclo (-218461), Sema3e (+271181)
peak_1915	Pclo (-112543), Sema3e (+377099)
peak_1916	Cacna2d1 (-127670), Speer4c (-92882)
peak_1917	Hgf (-480459), Cacna2d1 (+138303)
peak_1918	Hgf (-385045), Cacna2d1 (+233717)
peak_1919	ENSMUSG00000109903 (-35047), Hgf (+203213)
peak_1920	Speer4f2 (-469708), ENSMUSG00000109903 (+111662)
peak_1921	Speer4f2 (-333539), ENSMUSG00000109903 (+247831)
peak_1922	Cd36 (-59704), Gnat3 (-53053)
peak_1923	Gnai1 (+85276), Gnat3 (+312530)
peak_1924	Magi2 (-684193), Gnai1 (-182503)
peak_1925	Magi2 (-471900), Gnai1 (-394796)
peak_1926	Gnai1 (-492195), Magi2 (-374501)
peak_1927	Gnai1 (-626954), Magi2 (-239742)
peak_1928	Magi2 (+114606)
peak_1929	Magi2 (+421859)
peak_1930	Magi2 (+735581), Phtf2 (+919492)
peak_1931	Phtf2 (+754703), Magi2 (+900370)
peak_1932	Phtf2 (+511629)
peak_1933	Lrrc17 (+44295), Fbxl13 (+57747)
peak_1934	Reln (-20079), Orc5 (+185594)
peak_1935	Reln (-111405), Orc5 (+94268)
peak_1936	Dpp6 (-669456), Gm7361 (+122052)
peak_1937	Speer4b (+205548), Dpp6 (+246691)
peak_1938	Shh (+19898), Rbm33 (+130181)
peak_1939	Rnf32 (-710651), Shh (-18090)
peak_1940	Rnf32 (-591710), Shh (-137031)
peak_1941	Shh (-595207), Rnf32 (-133534)
peak_1942	Fosl2 (-147343), Babam2 (+290408)
peak_1943	Nat8l (+52697), Poln (+120767)
peak_1944	Evc2 (+161026), Stk32b (+217646)
peak_1945	Zfp518b (-153331), Clnk (+38655)
peak_1946	Clnk (-161527), Hs3st1 (+717136)
peak_1947	Clnk (-699922), Hs3st1 (+178741)
peak_1948	Clnk (-843674), Hs3st1 (+34989)
peak_1949	Hs3st1 (-167638)
peak_1950	Rab28 (+218767)
peak_1951	Bod1l (-168761), Gm16223 (-54884)
peak_1952	Gm16223 (+120630)
peak_1953	Cpeb2 (-226689), Gm16223 (+938521)
peak_1954	Cpeb2 (-162147)
peak_1955	C1qtnf7 (-17518), Cpeb2 (+264850)
peak_1956	Ldb2 (-615584), Qdpr (+35013)
peak_1957	Lcorl (-543727)
peak_1958	Slit2 (-819329)
peak_1959	Slit2 (-695560)
peak_1960	5730480H06Rik (+272034), Kcnip4 (+880544)
peak_1961	Kcnip4 (-19714), Adgra3 (+514385)
peak_1962	Kcnip4 (-142247), Adgra3 (+391852)
peak_1963	Adgra3 (-55344)
peak_1964	Adgra3 (-260570)
peak_1965	Adgra3 (-796172), Ppargc1a (+698744)
peak_1966	Ppargc1a (-419442), Dhx15 (+217150)
peak_1967	Stim2 (+137488)
peak_1968	Stim2 (+569308)
peak_1969	NONE
peak_1970	NONE
peak_1971	NONE
peak_1972	NONE
peak_1973	NONE
peak_1974	Pcdh7 (+282770)
peak_1975	Pcdh7 (+688270)
peak_1976	NONE
peak_1977	NONE
peak_1978	NONE
peak_1979	NONE
peak_1980	NONE
peak_1981	NONE
peak_1982	G6pd2 (-595848)
peak_1983	G6pd2 (-30825)
peak_1984	G6pd2 (+417900), Arap2 (+539404)
peak_1985	Arap2 (+338709), G6pd2 (+618595)
peak_1986	Nwd2 (-51361), Dthd1 (+783924)
peak_1987	Grxcr1 (-114859), Atp8a1 (-69542)
peak_1988	Grxcr1 (+73967)
peak_1989	Grxcr1 (+105843)
peak_1990	Gnpda2 (-838088), Gabrg1 (+412189)
peak_1991	Gabra2 (-223602), Cox7b2 (+228754)
peak_1992	Gabra2 (-293443), Cox7b2 (+158913)
peak_1993	Gabra2 (-429516), Cox7b2 (+22840)
peak_1994	Cox7b2 (-8067), Gabra4 (+102036)
peak_1995	Gabrb1 (+131721), Commd8 (+336536)
peak_1996	Corin (-38271), Nfxl1 (+17205)
peak_1997	Slain2 (+18886), Gm10135 (+41447)
peak_1998	Dcun1d4 (+22197), Lrrc66 (+129329)
peak_1999	Usp46 (+80666), Spata18 (+336386)
peak_2000	Nmu (-140527), Exoc1 (-25008)
peak_2001	Igfbp7 (-56867)
peak_2002	Igfbp7 (-215517)
peak_2003	Igfbp7 (-287697)
peak_2004	Igfbp7 (-587076)
peak_2005	NONE
peak_2006	NONE
peak_2007	NONE
peak_2008	Adgrl3 (-852141)
peak_2009	Adgrl3 (-832170)
peak_2010	Adgrl3 (-105194)
peak_2011	Adgrl3 (+398586)
peak_2012	Adgrl3 (+891085)
peak_2013	Adgrl3 (+997659)
peak_2014	Tecrl (+701154)
peak_2015	Tecrl (+448258)
peak_2016	Tecrl (+240194)
peak_2017	Tecrl (-428292), Epha5 (+633434)
peak_2018	Epha5 (+38543)
peak_2019	Epha5 (-336987)
peak_2020	Tmprss11c (-29149), Tmprss11d (+54963)
peak_2021	Tmprss11g (-75645), Tmprss11f (+38179)
peak_2022	Smr2 (-24904), Smr3a (+59099)
peak_2023	Gm11116 (-147835), Gm7714 (-9554)
peak_2024	Ambn (-46264), Amtn (+33619)
peak_2025	Slc4a4 (-11933), Dck (+110370)
peak_2026	Slc4a4 (+224882), Gc (+345717)
peak_2027	Gc (+129992), Slc4a4 (+440607)
peak_2028	Adamts3 (-70149), Cox18 (+270888)
peak_2029	Cxcl1 (-72238), Cxcl15 (+24469)
peak_2030	Mthfd2l (-21368), Cxcl2 (+6039)
peak_2031	Ereg (-13112), Epgn (+34046)
peak_2032	Parm1 (+169128), Rchy1 (+276325)
peak_2033	Ccng2 (+84707), Gm16427 (+133382)
peak_2034	Gm16427 (+103442), Ccng2 (+114647)
peak_2035	Gm16427 (-71818), C87414 (+114387)
peak_2036	Gm16427 (-158544), C87414 (+27661)
peak_2037	Gm7792 (-94860), C87414 (-77365)
peak_2038	Gm7971 (-78265), Gm7978 (+63033)
peak_2039	Cxcl13 (-29895), E330014E10Rik (+151066)
peak_2040	Cnot6l (+41908), Cxcl13 (+162896)
peak_2041	Prdm8 (-137674), Antxr2 (-12342)
peak_2042	Tmem150c (+29515), Enoph1 (+90308)
peak_2043	Nkx6-1 (+352552), Gpat3 (+466314)
peak_2044	Arhgap24 (-258538), Wdfy3 (-152932)
peak_2045	Wdfy3 (-339190), Arhgap24 (-72280)
peak_2046	Arhgap24 (+124226), Mapk10 (+605717)
peak_2047	Mapk10 (+67221), Arhgap24 (+662722)
peak_2048	Ibsp (-14247), Dmp1 (+82311)
peak_2049	Zfp951 (+85127), BC005561 (+266591)
peak_2050	Abcg3 (-39379), Gbp9 (+88179)
peak_2051	Abcg3 (-111039), Gbp9 (+16519)
peak_2052	Zfp326 (+146805), Barhl2 (+434793)
peak_2053	Pigg (-12181), Dr1 (+31531)
peak_2054	Vmn2r9 (-12677), Vmn2r10 (+141249)
peak_2055	Vmn2r9 (-28185), Vmn2r10 (+125741)
peak_2056	Vmn2r12 (-24787), Vmn2r13 (+69456)
peak_2057	Vmn2r12 (-62856), Vmn2r13 (+31387)
peak_2058	Vmn2r14 (-55110), Vmn2r15 (+17824)
peak_2059	Pitpnb (-43592), Ttc28 (+407412)
peak_2060	2900026A02Rik (-56185), Tmem211 (-32738)
peak_2061	Cmklr1 (+18723), Wscd2 (+141256)
peak_2062	Svop (+39385), Dao (+48482)
peak_2063	Foxn4 (+62423), Acacb (+64849)
peak_2064	Tbx3 (-268348), Med13l (+841931)
peak_2065	Vps37b (-18734), Abcb9 (+44794)
peak_2066	Tmem132c (-152485)
peak_2067	Tmem132c (+36102), Slc15a4 (+339506)
peak_2068	Fzd10 (-100586), Tmem132d (-67181)
peak_2069	A330070K13Rik (-665447), Wbscr17 (+258419)
peak_2070	Auts2 (-30763)
peak_2071	Auts2 (-649200)
peak_2072	NONE
peak_2073	Gatsl2 (-843003)
peak_2074	Gatsl2 (-630791)
peak_2075	Gatsl2 (-539659)
peak_2076	Zan (+43737), Ephb4 (+83155)
peak_2077	Cyp3a16 (-11889), Cyp3a41b (+103118)
peak_2078	Cyp3a41a (-13580), Cyp3a44 (+72158)
peak_2079	Slc46a3 (-35002), Mtus2 (-27503)
peak_2080	Slc7a1 (+96254), Mtus2 (+346330)
peak_2081	Stard13 (-163665), Vmn2r18 (+233047)
peak_2082	Samd9l (+119274)
peak_2083	Vps50 (+86876), Calcr (+179400)
peak_2084	Calcr (+117561), Vps50 (+148715)
peak_2085	Col1a2 (-223268), Bet1 (-195253)
peak_2086	Dync1i1 (-200264), Pdk4 (-29218)
peak_2087	Slc25a13 (+48001), Dync1i1 (+443381)
peak_2088	Slc25a13 (+33482), Dync1i1 (+457900)
peak_2089	Slc25a13 (-272731), Sem1 (+88754)
peak_2090	Tac1 (-564614), Sdhaf3 (+34261)
peak_2091	Tac1 (-160269), Sdhaf3 (+438606)
peak_2092	Tac1 (-67043), Sdhaf3 (+531832)
peak_2093	Tac1 (+58825), Asns (+79167)
peak_2094	C1galt1 (-145022), Asns (-6949)
peak_2095	C1galt1 (+80126), Col28a1 (+267649)
peak_2096	C1galt1 (+84190), Col28a1 (+263585)
peak_2097	C1galt1 (+138727), Col28a1 (+209048)
peak_2098	Nxph1 (+197115)
peak_2099	NONE
peak_2100	NONE
peak_2101	NONE
peak_2102	Ndufa4 (+745712)
peak_2103	Ndufa4 (+227510)
peak_2104	Ndufa4 (+158262)
peak_2105	Phf14 (+44354), Thsd7a (+779140)
peak_2106	Phf14 (+353169), Thsd7a (+470325)
peak_2107	Thsd7a (+128794), Phf14 (+694700)
peak_2108	Tmem106b (-200627), Thsd7a (-119802)
peak_2109	Vwde (-347291), Tmem168 (+35844)
peak_2110	2610001J05Rik (-675052), Ppp1r3a (+208704)
peak_2111	2610001J05Rik (-783048), Ppp1r3a (+100708)
peak_2112	Mdfic (-202880), Foxp2 (+616432)
peak_2113	Mdfic (+533046), Tfec (+644734)
peak_2114	Tfec (+507328), Mdfic (+670452)
peak_2115	Tfec (+296402), Mdfic (+881378)
peak_2116	Cttnbp2 (-266063), Lsm8 (-67695)
peak_2117	Ankrd7 (+33776)
peak_2118	Ankrd7 (+122850)
peak_2119	Kcnd2 (-664096)
peak_2120	Kcnd2 (-504768)
peak_2121	Kcnd2 (-422049)
peak_2122	Kcnd2 (-200971)
peak_2123	Kcnd2 (+178604), Tspan12 (+458408)
peak_2124	Fam3c (-396338), Ptprz1 (-122998)
peak_2125	Fezf1 (-116706), Rnf133 (+285237)
peak_2126	Fezf1 (-262537), Rnf133 (+139406)
peak_2127	Rnf148 (-20158), Cadps2 (+163931)
peak_2128	Cadps2 (-22750), Tas2r118 (+108085)
peak_2129	Tas2r118 (-99410), Slc13a1 (+98622)
peak_2130	Slc13a1 (-323827), Iqub (+23148)
peak_2131	Hyal6 (-59880), Wasl (-8356)
peak_2132	Tmem229a (-120671), Gpr37 (+613761)
peak_2133	Tmem229a (-155714), Gpr37 (+578718)
peak_2134	Pot1a (-179225)
peak_2135	Pot1a (-471266)
peak_2136	NONE
peak_2137	Grm8 (+580573)
peak_2138	Grm8 (-43617), Zfp800 (+83749)
peak_2139	Snd1 (+171848), Lrrc4 (+179551)
peak_2140	Mkln1 (-360588), Klf14 (-79069)
peak_2141	Mkln1 (-285202), Klf14 (-154455)
peak_2142	1700012A03Rik (+43105), Plxna4 (+494802)
peak_2143	Bpgm (-43985), Akr1b7 (+19888)
peak_2144	Fam180a (-69852), Mtpn (+143895)
peak_2145	Fam180a (-119939), Mtpn (+93808)
peak_2146	Chrm2 (-610059), Mtpn (-238137)
peak_2147	Mtpn (-549490), Chrm2 (-298706)
peak_2148	Chrm2 (+108990), Ptn (+313146)
peak_2149	Akr1d1 (-65394), Creb3l2 (-22633)
peak_2150	Tmem178b (-183462), Mrps33 (-115801)
peak_2151	Tas2r139 (-91414), Sva (+11128)
peak_2152	Nobox (-316462), Tpk1 (+40262)
peak_2153	Tpk1 (-77950)
peak_2154	Tpk1 (-754244), Cntnap2 (-639539)
peak_2155	Tpk1 (-893086), Cntnap2 (-500697)
peak_2156	Cntnap2 (-328668)
peak_2157	Cntnap2 (+426028)
peak_2158	NONE
peak_2159	NONE
peak_2160	Cul1 (-877145)
peak_2161	Krba1 (-167146), Zfp746 (-142127)
peak_2162	Gpnmb (-28043), Svs1 (+21711)
peak_2163	Npy (-288872), Stk31 (+138234)
peak_2164	Npy (-206809), Stk31 (+220297)
peak_2165	Jazf1 (-113561), Creb5 (-105078)
peak_2166	Ppp1r17 (+166394), Pde1c (+178501)
peak_2167	Pde1c (+62647), Ppp1r17 (+282248)
peak_2168	Vmn1r9 (-18141), Vmn1r8 (+16841)
peak_2169	Vmn1r15 (+29354), Vmn1r16 (+36154)
peak_2170	Vmn1r16 (+19166), Vmn1r15 (+46342)
peak_2171	Vmn1r17 (-13469), Vmn1r18 (+15766)
peak_2172	Vmn1r26 (-164609), Vmn1r27 (+42206)
peak_2173	Herc3 (-120986), Abcg2 (+116043)
peak_2174	Gprin3 (-833226), Snca (+569484)
peak_2175	Snca (+209297)
peak_2176	Grid2 (-546040)
peak_2177	Grid2 (-260921)
peak_2178	Grid2 (+411636)
peak_2179	Vmn1r38 (+11004), Vmn1r37 (+34783)
peak_2180	NONE
peak_2181	NONE
peak_2182	Rpia (+989023)
peak_2183	Rpia (+839754)
peak_2184	Rpia (+302550)
peak_2185	Rpia (+267824)
peak_2186	4931417E11Rik (+15318), Suclg1 (+205967)
peak_2187	Lrrtm1 (-514124), Gm9008 (-230789)
peak_2188	Reg3b (-343793), Ctnna2 (-47518)
peak_2189	Reg3g (-815531), Lrrtm4 (-734474)
peak_2190	Reg3g (-838444), Lrrtm4 (-711561)
peak_2191	Lrrtm4 (+360280)
peak_2192	Tacr1 (-301844), Eva1a (+59008)
peak_2193	Tacr1 (-189763), Eva1a (+171089)
peak_2194	Pole4 (+41657), Tacr1 (+208797)
peak_2195	Hk2 (-88459), Sema4f (+76856)
peak_2196	Vmn1r41 (+21827), Vmn1r42 (+83035)
peak_2197	Fam19a1 (-312399), Suclg2 (-81955)
peak_2198	Fam19a1 (-271855), Suclg2 (-122499)
peak_2199	1700123L14Rik (-130855), Fam19a4 (+763315)
peak_2200	1700123L14Rik (-456744), Fam19a4 (+437426)
peak_2201	1700123L14Rik (-755766), Fam19a4 (+138404)
peak_2202	1700123L14Rik (-803291), Fam19a4 (+90879)
peak_2203	Ppp4r2 (-75354), Gxylt2 (+53534)
peak_2204	Ppp4r2 (+174187), Pdzrn3 (+370088)
peak_2205	Pdzrn3 (-383691), Cntn3 (+811513)
peak_2206	Pdzrn3 (-663548), Cntn3 (+531656)
peak_2207	Cntn6 (-910671), Chl1 (+71183)
peak_2208	Cntn6 (-773422), Chl1 (+208432)
peak_2209	Cntn4 (-215288), Cntn6 (+969535)
peak_2210	Cntn4 (-14755)
peak_2211	Il5ra (+351444), Cntn4 (+719848)
peak_2212	Lrrn1 (-426679), Crbn (-303015)
peak_2213	Setmar (-113658), Lrrn1 (+421619)
peak_2214	Setmar (-71460), Lrrn1 (+463817)
peak_2215	Setmar (-17209), Lrrn1 (+518068)
peak_2216	Bhlhe40 (-387798), Itpr1 (+59735)
peak_2217	Edem1 (+125435)
peak_2218	Edem1 (+238534)
peak_2219	Lmcd1 (-852031), Grm7 (+776146)
peak_2220	Lmcd1 (-810619), Grm7 (+817558)
peak_2221	Lmcd1 (-93846)
peak_2222	Oxtr (-45417), Rad18 (+161310)
peak_2223	Alox5 (-19779), Olfr211 (-8134)
peak_2224	Cxcl12 (-284961), Tmem72 (-166703)
peak_2225	Cxcl12 (-242031), Tmem72 (-209633)
peak_2226	Tmem72 (-370174), Cxcl12 (-81490)
peak_2227	Zfp637 (-149566), Cxcl12 (+523138)
peak_2228	Zfp637 (-102048), Cxcl12 (+570656)
peak_2229	Klrg1 (+55056), Mug2 (+221065)
peak_2230	Clec4b1 (-7182), Clec4a4 (+52449)
peak_2231	Vmn2r19 (+51512), Vmn2r20 (+58216)
peak_2232	Vmn2r24 (-16298), Vmn2r23 (+59852)
peak_2233	Gm156 (-81408), Klra17 (+19413)
peak_2234	Klra1 (-297239), Klra2 (+563249)
peak_2235	Klra1 (-368974), Klra2 (+491514)
peak_2236	Tas2r114 (-166901), Prb1 (+353557)
peak_2237	Tas2r140 (-28953), Smim10l1 (-20487)
peak_2238	Kap (+108210), 5530400C23Rik (+453336)
peak_2239	Kap (+38011), 5530400C23Rik (+523535)
peak_2240	Bcl2l14 (-27726), Etv6 (+332892)
peak_2241	Gsg1 (-40014), Pbp2 (+22426)
peak_2242	Pde6h (+23217), Rerg (+191992)
peak_2243	Slc15a5 (+55510), Dera (+269848)
peak_2244	Pde3a (-414333), Gm11077 (+105652)
peak_2245	Pde3a (-379419), Gm11077 (+140566)
peak_2246	Pde3a (-38221), Gm11077 (+481764)
peak_2247	Slco1b2 (-45188), Slco1c1 (+59944)
peak_2248	Gm5724 (+19893), Slco1b2 (+124399)
peak_2249	Sult6b2 (-92727), St8sia1 (+67259)
peak_2250	Sox5 (+428037), Etnk1 (+614213)
peak_2251	Sox5 (-765444), Bcat1 (+73888)
peak_2252	Rassf8 (-104497), Tuba3b (+26494)
peak_2253	Bicd1 (-55267), 2810474O19Rik (+44289)
peak_2254	Lilra6 (-102650), Lair1 (+45039)
peak_2255	Vmn1r62 (+29393), Vmn1r63 (+101425)
peak_2256	Vmn1r62 (+48120), Vmn1r63 (+82698)
peak_2257	Vmn1r63 (-48425), Vmn1r64 (+30720)
peak_2258	Vmn1r63 (-54189), Vmn1r64 (+24956)
