# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
1110032F04Rik	peak_1566 (-115438)
Nyap2	peak_132 (-93344), peak_133 (+342726), peak_134 (+421316)
Obp1a	peak_2668 (+122223), peak_2667 (+133876)
Obscn	peak_490 (+11562)
Ofcc1	peak_659 (-338411), peak_658 (-299478), peak_657 (+743148)
Ola1	peak_1387 (+220278)
Olfm4	peak_824 (+184901), peak_825 (+355388)
Olfr1090	peak_1400 (-2496)
Olfr1193	peak_1401 (-7312)
Olfr1196	peak_1402 (-6987)
Olfr1197	peak_1402 (+20909)
Olfr124	peak_1125 (+11223)
Olfr125	peak_1125 (-21838)
Olfr1267-ps1	peak_1403 (+33864)
Olfr1271	peak_1404 (-1809)
Olfr1320	peak_2632 (-11608)
Olfr1322	peak_2633 (-106793)
Olfr1323	peak_2635 (-322505), peak_2634 (-63840), peak_2633 (+21083)
Olfr1324	peak_2637 (-123638), peak_2636 (-39952), peak_2635 (+84718), peak_2634 (+343383)
Olfr1325	peak_2664 (+38695)
Olfr1354	peak_367 (-18428), peak_368 (+27075)
Olfr1355	peak_367 (+19325)
Olfr1370	peak_640 (+214591)
Olfr140	peak_1403 (-23809)
Olfr1408	peak_264 (+166454)
Olfr1458	peak_1274 (-13093)
Olfr1459	peak_1274 (+29664)
Olfr1505	peak_1275 (+315284)
Olfr1507	peak_803 (-61003)
Olfr156	peak_1737 (+11871)
Olfr159	peak_1737 (-40986)
Olfr16	peak_264 (+20511)
Olfr175-ps1	peak_1021 (-35631)
Olfr177	peak_1021 (+12363)
Olfr181	peak_1022 (-48677)
Olfr183	peak_1022 (-17925)
Olfr196	peak_1023 (-7954)
Olfr198	peak_1023 (+25125)
Olfr2	peak_2322 (+20960)
Olfr211	peak_2223 (-8134)
Olfr266	peak_1606 (-96737)
Olfr290	peak_2296 (+41441)
Olfr297	peak_2299 (-16031)
Olfr298	peak_2299 (-11459)
Olfr380	peak_494 (-12378)
Olfr381	peak_494 (+21642)
Olfr39	peak_2516 (+7199)
Olfr46	peak_2335 (+4357)
Olfr470	peak_2323 (-6714)
Olfr472	peak_2323 (-43698)
Olfr477	peak_2324 (+27135)
Olfr478	peak_2324 (+20161)
Olfr498	peak_2325 (+34532)
Olfr502	peak_2325 (+25207)
Olfr561	peak_2314 (+23673)
Olfr564	peak_2314 (-8586), peak_2315 (+39771)
Olfr566	peak_2315 (+14020)
Olfr61	peak_2335 (-14452)
Olfr633	peak_2316 (+22746)
Olfr635	peak_2316 (-11993)
Olfr661	peak_2318 (+34771)
Olfr686	peak_2320 (-56436)
Olfr688	peak_2320 (-24729)
Olfr691	peak_2321 (-7879)
Olfr692	peak_2321 (-18081)
Olfr711	peak_2322 (-9645)
Olfr721-ps1	peak_762 (+21143), peak_763 (+213100)
Olfr722	peak_799 (+16983)
Olfr724	peak_800 (-45553)
Olfr725	peak_800 (+31548)
Olfr731	peak_801 (-7574)
Olfr732	peak_801 (+34766)
Olfr781	peak_422 (+12297)
Olfr782	peak_422 (-7699)
Olfr794	peak_423 (+26220)
Olfr796	peak_423 (+18695)
Olfr8	peak_368 (-10268)
Olfr837	peak_2514 (+23761)
Olfr839-ps1	peak_2514 (+17234)
Olfr855	peak_2515 (+12541)
Olfr873	peak_2516 (-10579)
Olfr924	peak_2531 (-3819)
Olfr930	peak_2532 (+35038)
Olfr933	peak_2532 (-7466)
Olfr952	peak_2533 (-16227)
Olfr954	peak_2533 (-18058)
Olfr957	peak_2534 (-15712)
Olfr958	peak_2534 (+22533)
Olfr981	peak_2535 (+19619), peak_2536 (+42585)
Olfr982	peak_2535 (-32746), peak_2536 (-9780)
Oma1	peak_1859 (+65963), peak_1860 (+775829)
Ophn1	peak_2697 (+307195)
Oprk1	peak_3 (-399276), peak_4 (-238004)
Orc5	peak_1935 (+94268), peak_1934 (+185594)
Osr1	peak_511 (+109152)
Ostf1	peak_1278 (+186099), peak_1277 (+689760)
Otor	peak_1436 (+354951)
Otud1	peak_1336 (-76234), peak_1337 (+489278)
Otx1	peak_449 (+94450)
Oxct1	peak_873 (+260135)
Oxgr1	peak_867 (-19370)
Oxr1	peak_915 (-568161), peak_916 (-203011)
Oxtr	peak_2222 (-45417)
P2ry12	peak_1548 (-58934)
P3h2	peak_987 (-22665)
Pabpc1	peak_914 (-70798)
Pabpc2	peak_1223 (+390905)
Pabpc4l	peak_1529 (-835026), peak_1528 (+249567)
Pabpc5	peak_2717 (-985038), peak_2718 (-417894)
Pag1	peak_1464 (-161936)
Palld	peak_2416 (+385763)
Palmd	peak_1614 (-60978)
Pam	peak_154 (-289628), peak_153 (-105690), peak_152 (+230061)
Papd7	peak_689 (+363082), peak_688 (+374730)
Pappa	peak_1765 (-830403), peak_1766 (-697325), peak_1767 (-132913)
Pappa2	peak_249 (-63742), peak_248 (+78697)
Pard3b	peak_103 (-124742), peak_104 (-69305), peak_105 (-51486), peak_106 (+656238)
Pard6b	peak_1450 (-21177), peak_1451 (+56461)
Pard6g	peak_1256 (-539742)
Park2	peak_1092 (+134320), peak_1093 (+458618), peak_1094 (+660191)
Parm1	peak_2032 (+169128)
Pawr	peak_401 (-67120)
Pax1	peak_1439 (+105219)
Pax3	peak_129 (-50351)
Pbp2	peak_2241 (+22426)
Pbx1	peak_263 (-288675), peak_262 (-197923)
Pcdh1	peak_1222 (+141492)
Pcdh10	peak_1523 (-977319), peak_1524 (-755847), peak_1525 (-712710), peak_1526 (-520878), peak_1527 (-30338), peak_1528 (+820227)
Pcdh15	peak_360 (-883826), peak_361 (-527024), peak_362 (-384111), peak_363 (+314243), peak_364 (+421842), peak_365 (+853222)
Pcdh18	peak_1531 (-65383), peak_1530 (-45992)
Pcdh19	peak_2734 (+343170), peak_2733 (+556225), peak_2732 (+943622)
Pcdh20	peak_835 (-142139)
Pcdh7	peak_1974 (+282770), peak_1975 (+688270)
Pcdh9	peak_841 (-951743)
Pclo	peak_1913 (-334215), peak_1914 (-218461), peak_1915 (-112543)
Pcmtd1	peak_7 (+198953), peak_8 (+388065), peak_9 (+754865)
Pcna-ps2	peak_1273 (-123638)
Pcnt	peak_366 (+67869)
Pcp4	peak_1089 (+512682)
Pcsk1	peak_696 (-253642), peak_697 (+82055)
Pcsk2	peak_1436 (-112732), peak_1437 (+85426)
Pcsk5	peak_1278 (-608058), peak_1277 (-104397)
Pctp	peak_495 (+92491)
Pdc	peak_242 (-86604), peak_243 (+18589)
Pdcd1	peak_147 (-342090), peak_146 (-208217), peak_145 (-175807), peak_144 (-97945)
Pde1c	peak_2167 (+62647), peak_2166 (+178501)
Pde3a	peak_2244 (-414333), peak_2245 (-379419), peak_2246 (-38221)
Pde4b	peak_1856 (+451079)
Pde4d	peak_746 (-144514), peak_747 (+142158), peak_748 (+755738)
Pde6h	peak_2242 (+23217)
Pde7a	peak_1485 (-151081), peak_1484 (-44422)
Pde7b	peak_293 (-101181)
Pdgfc	peak_1583 (-95137), peak_1584 (+222640), peak_1585 (+278516), peak_1586 (+331266), peak_1587 (+579885), peak_1588 (+675986), peak_1589 (+744664)
Pdgfd	peak_2497 (-803476)
Pdha2	peak_1641 (-166447), peak_1640 (+485727)
Pdk4	peak_2086 (-29218)
Pdzph1	peak_1159 (+666586), peak_1158 (+820287)
Pdzrn3	peak_2206 (-663548), peak_2205 (-383691), peak_2204 (+370088)
Pdzrn4	peak_971 (+772863)
Penk	peak_1658 (-130366), peak_1657 (-28542)
Pet2	peak_2687 (-78222), peak_2686 (+411502)
Pex2	peak_1458 (-846877), peak_1457 (-78468)
Pex3	peak_286 (-52074)
Pex5l	peak_1509 (-516720), peak_1508 (-166897)
Pfkp	peak_627 (-482258), peak_626 (-129704), peak_625 (-86943), peak_624 (-54383)
Pfn2	peak_1544 (-430165), peak_1543 (-338483)
Pgk2	peak_1131 (-9678), peak_1130 (+81437), peak_1129 (+216146)
Pglyrp3	peak_1592 (-887925), peak_1593 (-312628)
Pgrmc2	peak_1515 (-260409)
Phex	peak_2749 (+131912), peak_2748 (+753592)
Phf14	peak_2105 (+44354), peak_2106 (+353169), peak_2107 (+694700)
Phf2	peak_667 (+88086)
Phf3	peak_62 (+113146), peak_61 (+206305), peak_60 (+826261), peak_59 (+876890), peak_58 (+978462)
Phip	peak_2567 (-75486)
Phkb	peak_2455 (+107585), peak_2456 (+374806)
Phlpp1	peak_172 (-52108)
Phospho1	peak_499 (-14497)
Phtf2	peak_1932 (+511629), peak_1931 (+754703), peak_1930 (+919492)
Pi15	peak_27 (-211611), peak_28 (+83838), peak_29 (+103351)
Pick1	peak_965 (-36778)
Pid1	peak_140 (-167340), peak_139 (-95233), peak_138 (+162455), peak_137 (+821096)
Piezo2	peak_1242 (-87943), peak_1241 (-62458)
Pigg	peak_2053 (-12181)
Pign	peak_171 (+95499)
Pih1d3	peak_63 (+78392), peak_64 (+269435), peak_65 (+478891)
Pik3c3	peak_1217 (+520716)
Pik3r1	peak_735 (-723900), peak_734 (-653240), peak_733 (+718718), peak_732 (+840062)
Pik3r4	peak_2580 (-12931)
Pitpnb	peak_2059 (-43592)
Pitrm1	peak_623 (-112273)
Pitx2	peak_1625 (-767474), peak_1626 (-516320)
Pja2	peak_1169 (-92268)
Pkdcc	peak_1185 (+16193), peak_1186 (+69612)
Pkhd1	peak_42 (-87542), peak_41 (+333029), peak_40 (+618590), peak_39 (+818667)
Pkia	peak_1459 (-516737), peak_1460 (-283808), peak_1461 (-55628)
Pkib	peak_344 (+134263)
Plcb1	peak_1429 (+725689)
Plcb4	peak_1429 (-229982)
Plch1	peak_1556 (+174431)
Plcl1	peak_101 (+76865)
Plcxd3	peak_873 (-88986), peak_874 (+297234)
Pld5	peak_268 (-279168)
Plekhs1	peak_1312 (-51581)
Plk2	peak_750 (+679717)
Pln	peak_340 (-386344)
Plod2	peak_2574 (+743413)
Plpp3	peak_1862 (+468384), peak_1863 (+577790)
Plppr1	peak_1739 (-257230), peak_1740 (+206683)
Plppr4	peak_1614 (+330911)
Pls3	peak_2666 (-409727), peak_2665 (-124373)
Plxdc2	peak_1330 (-692327), peak_1331 (-247417), peak_1332 (+921696)
Plxna4	peak_2142 (+494802)
Pmaip1	peak_1244 (+84031)
Pmp22	peak_491 (+676355)
Pnpla8	peak_548 (-38033)
Pnpt1	peak_460 (-100095)
Poc1b	peak_385 (-32414)
Pof1b	peak_2710 (-141659)
Pogk	peak_258 (-65608)
Pole4	peak_2194 (+41657)
Poln	peak_1943 (+120767)
Pot1a	peak_2135 (-471266), peak_2134 (-179225)
Poteg	peak_2359 (+113451), peak_2360 (+145067), peak_2361 (+584727), peak_2362 (+945584)
Pou3f2	peak_1715 (-800016), peak_1714 (-625647), peak_1713 (-612920), peak_1712 (-419532), peak_1711 (-282433), peak_1710 (+24930)
Pou3f4	peak_2706 (-721220), peak_2707 (-375307)
Pou5f2	peak_703 (-225620), peak_704 (+114503)
Pou6f2	peak_637 (-306073)
Ppargc1a	peak_1966 (-419442), peak_1965 (+698744)
Ppfia2	peak_399 (-544827)
Ppip5k2	peak_152 (-95160)
Ppm1h	peak_419 (-46863)
Ppp1r12a	peak_401 (+102601)
Ppp1r17	peak_2166 (+166394), peak_2167 (+282248)
Ppp1r3a	peak_2111 (+100708), peak_2110 (+208704)
Ppp2r3a	peak_2578 (-175523)
Ppp3r1	peak_439 (-60083)
Ppp4r2	peak_2203 (-75354), peak_2204 (+174187)
Ppp6c	peak_1345 (-465842), peak_1344 (-418993)
Ppt1	peak_1879 (-122092)
Prb1	peak_2236 (+353557)
Prcp	peak_2308 (+41724)
Prdm1	peak_323 (-447028)
Prdm13	peak_1709 (+106642), peak_1708 (+479686), peak_1707 (+875706)
Prdm8	peak_2041 (-137674)
Prelid2	peak_1227 (+76169), peak_1226 (+441186), peak_1225 (+486125)
Prep	peak_323 (-161488)
Prim2	peak_71 (+262214), peak_70 (+412882), peak_69 (+623422), peak_68 (+649150)
Prkaa2	peak_1861 (+46446)
Prkd1	peak_561 (-519141), peak_560 (+947075)
Prl	peak_645 (-233765), peak_646 (-219687)
Prl2a1	peak_647 (+28836)
Prl2c1	peak_647 (-18912), peak_648 (+134253)
Prl4a1	peak_648 (-32557)
Prlhr	peak_1314 (+120273)
Prlr	peak_881 (-185665)
Prmt6	peak_1608 (-75075)
Prorsd1	peak_461 (+76358)
Pros1	peak_1030 (+585123), peak_1031 (+873789)
Prps1l1	peak_527 (-251125)
Prr16	peak_1232 (-335038), peak_1233 (-116029)
Prr30	peak_849 (+544433), peak_848 (+810632), peak_847 (+814980)
Prss23	peak_2304 (-71023)
Psat1	peak_1276 (+616401)
Psd3	peak_2434 (-246486), peak_2433 (+191585)
Psg18	peak_2272 (+24649)
Psg23	peak_2274 (+21104)
Psg26	peak_2273 (+30670)
Psg27	peak_2274 (-28092)
Psg28	peak_2273 (-21466)
Psg29	peak_2269 (+180225), peak_2270 (+491432)
Psmg1	peak_1088 (+84739)
Pstk	peak_2334 (+10274)
Ptbp2	peak_1618 (-321735), peak_1617 (-200657)
Ptch1	peak_682 (+128268)
Ptchd4	peak_1135 (-622873), peak_1136 (-401396), peak_1137 (-308674), peak_1138 (-243397)
Pten	peak_1289 (+528269)
Pter	peak_1323 (+21568)
Ptger4	peak_877 (-812586), peak_876 (-22488)
Ptgs2	peak_242 (+132782)
Pth2r	peak_109 (+106799), peak_110 (+215289)
Ptn	peak_2148 (+313146)
Ptpn22	peak_1603 (+25006)
Ptpn4	peak_203 (+93228)
Ptprc	peak_217 (+824954)
Ptprd	peak_1801 (-994350), peak_1800 (-468579), peak_1799 (-134186), peak_1798 (+662623)
Ptprk	peak_303 (-33806)
Ptprn2	peak_612 (+61944), peak_613 (+77777)
Ptprr	peak_411 (+5979)
Ptprt	peak_1449 (+515017)
Ptprz1	peak_2124 (-122998)
Pudp	peak_1233 (-433170), peak_1232 (-214161)
Pum3	peak_1285 (+27459)
Pwp1	peak_370 (-221421)
Pxdc1	peak_652 (+132317), peak_651 (+182594)
Qdpr	peak_1956 (+35013)
Qrfpr	peak_1511 (-69312)
Rab28	peak_1950 (+218767)
Rab2a	peak_1668 (-136775), peak_1669 (-92342)
Rab38	peak_2303 (+289179)
Rab3c	peak_749 (+511619), peak_748 (+870235)
Rab3gap2	peak_274 (+43591)
Rab7b	peak_215 (-8450)
Rabgap1l	peak_251 (+371586)
Rack1	peak_483 (-77638)
Rad18	peak_2222 (+161310)
Rad21	peak_936 (-36409)
Rad51ap2	peak_513 (+92542)
Raet1d	peak_294 (+260810)
Rag2	peak_1415 (-721239)
Ralgps2	peak_246 (+17289)
Ralyl	peak_1470 (-562953), peak_1471 (-472415), peak_1472 (-211542), peak_1473 (-92053)
Rap2a	peak_868 (+170743)
Rapgef2	peak_1578 (+649963)
Rapgef4	peak_1386 (+23604)
Rapgef5	peak_612 (-968702), peak_613 (-952869)
Rarb	peak_772 (-450082), peak_771 (-430671), peak_770 (-398568), peak_769 (-228079), peak_768 (-149058)
Rarres1	peak_1563 (-26090)
Rasa1	peak_720 (-646629), peak_719 (-557111)
Rasd2	peak_2444 (+125687)
Rasef	peak_1794 (-44196), peak_1793 (+39816)
Rasgrp3	peak_1177 (-36666)
Rassf8	peak_2252 (-104497)
Raver2	peak_1853 (-14366)
Rb1cc1	peak_5 (-221247), peak_6 (-63015)
Rbm11	peak_1060 (+134808), peak_1061 (+144116)
Rbm33	peak_1938 (+130181)
Rcan2	peak_1139 (+142938)
Rchy1	peak_2032 (+276325)
Rcor1	peak_609 (-11005)
Rd3l	peak_610 (-79653)
Rdh14	peak_512 (+640633)
Reep3	peak_354 (+514633), peak_353 (+628052), peak_352 (+675435), peak_351 (+830014)
Reg3b	peak_2188 (-343793)
Reg3g	peak_2190 (-838444), peak_2189 (-815531)
Reln	peak_1935 (-111405), peak_1934 (-20079)
Rerg	peak_2242 (+191992)
Retnla	peak_1008 (+13200)
Retnlg	peak_1008 (-16856), peak_1009 (+6003), peak_1010 (+90280)
Rfpl4b	peak_321 (-25071), peak_320 (+557169), peak_319 (+596965), peak_318 (+851069), peak_317 (+886140)
Rfwd2	peak_249 (-210217)
Rfx6	peak_335 (+66200), peak_336 (+313557), peak_337 (+321411)
Rfx8	peak_73 (-7286)
Rgma	peak_2287 (-847324), peak_2288 (-367817)
Rgmb	peak_1101 (-850286), peak_1100 (-584413), peak_1099 (-568399), peak_1098 (-304580)
Rgs1	peak_235 (-71863)
Rgs17	peak_279 (-40981)
Rgs18	peak_236 (-480062)
Rgs2	peak_234 (+32636), peak_233 (+142029)
Rgs20	peak_2 (-6675)
Rgs21	peak_235 (+230459)
Rgs22	peak_913 (+148822)
Rgs3	peak_1762 (-25598), peak_1763 (+99076)
Rgs6	peak_588 (+172636)
Rgs7	peak_267 (+146960), peak_266 (+549453)
Rhobtb1	peak_356 (+23288)
Rhoj	peak_586 (+71093)
Rhox10	peak_2616 (-157152)
Rhox3e	peak_2615 (-3406)
Rhox9	peak_2616 (-7553)
Rims1	peak_45 (-68348)
Rin3	peak_603 (+130169)
Ripk2	peak_1690 (-970822), peak_1689 (-647082), peak_1688 (-381406)
Ripor3	peak_1450 (-49209)
Rit2	peak_1218 (+36174), peak_1217 (+523670)
Rlf	peak_1878 (-80030)
Rnd3	peak_1361 (-334406), peak_1360 (+122975), peak_1359 (+378588), peak_1358 (+548430)
Rnf133	peak_2126 (+139406), peak_2125 (+285237)
Rnf141	peak_2326 (+34622)
Rnf144a	peak_522 (+667680)
Rnf144b	peak_665 (+617391)
Rnf146	peak_305 (-78906)
Rnf148	peak_2127 (-20158)
Rnf150	peak_2454 (-44352)
Rnf152	peak_171 (-211493), peak_170 (+387152)
Rnf2	peak_244 (-11384)
Rnf217	peak_307 (-64252)
Rnf32	peak_1939 (-710651), peak_1940 (-591710), peak_1941 (-133534)
Rnls	peak_1289 (+106499)
Rnmt	peak_1247 (+28802)
Rnpc3	peak_1613 (-216937), peak_1612 (-39587)
Robo1	peak_1055 (-66732), peak_1056 (-39458), peak_1057 (+691365)
Robo2	peak_1059 (+205148), peak_1058 (+673828)
Rora	peak_2552 (-501871)
Rorb	peak_1279 (-240361)
Rp1	peak_1 (+507556)
Rpe65	peak_1654 (+55105), peak_1655 (+76020)
Rpia	peak_2185 (+267824), peak_2184 (+302550), peak_2183 (+839754), peak_2182 (+989023)
Rpl10-ps3	peak_2540 (+60998)
Rpl13a-ps1	peak_1305 (-520335), peak_1304 (-395370), peak_1303 (+507228), peak_1302 (+570547), peak_1301 (+690010), peak_1300 (+853819), peak_1299 (+960378)
Rpl22l1	peak_1500 (+61276)
Rpl34	peak_1627 (-43832)
Rpl37a	peak_124 (+28148)
Rpl38	peak_503 (-40043)
Rprm	peak_1369 (-299822), peak_1368 (-173106), peak_1367 (+20609), peak_1366 (+45622), peak_1365 (+94204), peak_1364 (+159278), peak_1363 (+718200), peak_1362 (+755296)
Rps12	peak_300 (+155865), peak_299 (+286323), peak_298 (+306209), peak_297 (+311351)
Rps23	peak_728 (+243268)
Rps29	peak_583 (+717955), peak_582 (+752616)
Rps6ka3	peak_2752 (-654967), peak_2753 (-385962)
Rragc	peak_1880 (+479442)
Rsbn1	peak_1603 (-28868)
Rsl24d1	peak_2554 (+123101)
Rspo2	peak_918 (+29324)
Rspo3	peak_306 (-238000), peak_305 (+94519)
Rsrc1	peak_1562 (+176747)
Rttn	peak_1264 (-25683)
Rundc3b	peak_1902 (-30188), peak_1901 (+71503)
Runx1t1	peak_1680 (-791424), peak_1681 (-626117), peak_1682 (-318847), peak_1683 (+179153), peak_1684 (+831186)
Runx2	peak_1141 (-212238)
Ryr1	peak_2278 (+110848)
Ryr3	peak_1422 (-104370)
Sacm1l	peak_2588 (+90548)
Samd9l	peak_2082 (+119274)
Samsn1	peak_1063 (-88156), peak_1062 (+110213)
Satb1	peak_1144 (-710208), peak_1143 (-263329)
Satb2	peak_102 (-99075)
Saxo1	peak_1825 (+89197)
Sbk1	peak_2333 (-34449)
Sbspon	peak_25 (-42012)
Scaper	peak_2547 (+90770), peak_2546 (+281412)
Scel	peak_851 (-99302)
Scg2	peak_131 (+59089), peak_130 (+313649)
Scgb1b24	peak_2279 (+160463)
Scgb1b27	peak_2280 (+26515)
Scgb1b30	peak_2280 (-47433)
Scgb2b26	peak_2279 (+40778)
Scgn	peak_642 (-36887)
Scml4	peak_322 (+102190)
Scn1a	peak_1383 (-19796), peak_1382 (+103588)
Scn3b	peak_2537 (-15049)
Scn7a	peak_1384 (-221560)
Scn9a	peak_1383 (+205092)
Scrg1	peak_2404 (-58748)
Scube3	peak_1122 (+13360)
Sdc2	peak_908 (-524540)
Sdhaf3	peak_2090 (+34261), peak_2091 (+438606), peak_2092 (+531832)
Sdhaf4	peak_47 (-70348), peak_46 (+46533)
Sdk2	peak_503 (-562348)
Sdr16c5	peak_1656 (-29422)
Sdr16c6	peak_1656 (+28437)
Sec16b	peak_247 (+825015)
Sec23a	peak_569 (+242111), peak_568 (+512048)
Sec61g	peak_438 (+122700)
Selenof	peak_1644 (+83915)
Selenon	peak_1884 (-90155), peak_1883 (-81975)
Sem1	peak_2089 (+88754)
Sema3a	peak_1910 (-660550), peak_1911 (+330954)
Sema3d	peak_1909 (-419772), peak_1910 (+355374)
Sema3e	peak_1912 (-153704), peak_1913 (+155427), peak_1914 (+271181), peak_1915 (+377099)
Sema4d	peak_671 (+21824)
Sema4f	peak_2195 (+76856)
Sema5a	peak_908 (+151370)
Sema6d	peak_1425 (-730222), peak_1426 (-354850)
Sept7	peak_2523 (-18874), peak_2524 (+168043)
Serpina3c	peak_604 (-47960)
Serpina3f	peak_604 (-12714)
Serpinb3b	peak_173 (+40793)
Serpinb3d	peak_173 (-36815)
Serpinb6d	peak_650 (+22000)
Serpinb6e	peak_650 (+160003)
Serpinb8	peak_174 (+233219), peak_175 (+291732), peak_176 (+336546), peak_177 (+826593)
Serpini2	peak_1575 (-196526)
Sesn3	peak_2510 (-174433)
Sestd1	peak_1388 (-110104)
Setbp1	peak_1256 (-397762), peak_1255 (+413709)
Setmar	peak_2213 (-113658), peak_2214 (-71460), peak_2215 (-17209)
Sgcd	peak_482 (-414943), peak_481 (-88773), peak_480 (+468303)
Sgcz	peak_2376 (-157798)
Sgip1	peak_1856 (-54281)
Sgo2b	peak_2421 (+273598), peak_2420 (+876565)
Sgpp2	peak_129 (-63156)
Sh2d1a	peak_2626 (+258829)
Sh2d4a	peak_2434 (-55507), peak_2435 (+134787), peak_2436 (+222735)
Sh2d4b	peak_791 (+229360), peak_790 (+709502), peak_789 (+796089)
Sh3bgrl	peak_2704 (-42280)
Sh3bgrl2	peak_2568 (-87673)
Sh3gl2	peak_1822 (-170096), peak_1823 (+207944), peak_1824 (+686271)
Sh3glb1	peak_1644 (+65982)
Shh	peak_1941 (-595207), peak_1940 (-137031), peak_1939 (-18090), peak_1938 (+19898)
Shisa6	peak_492 (+65182)
Shisa9	peak_974 (+611859)
Shox2	peak_1561 (+145801), peak_1560 (+311786)
Siah2	peak_1546 (-160133), peak_1545 (-70099)
Sipa1l2	peak_2486 (-34856)
Sirpb1c	peak_1475 (-80789)
Sis	peak_1570 (+74209), peak_1569 (+810741)
Skint10	peak_1873 (-431702)
Skint11	peak_1874 (+55136)
Skint2	peak_1872 (-99189)
Skint6	peak_1873 (+80446)
Skint7	peak_1871 (-36786)
Skint8	peak_1871 (+16586)
Skint9	peak_1872 (-80566)
Skor2	peak_1254 (-69845)
Slain2	peak_1997 (+18886)
Slc10a2	peak_2340 (-908721), peak_2339 (-736218), peak_2338 (-136545)
Slc12a2	peak_1237 (-86187)
Slc12a8	peak_992 (-106054)
Slc13a1	peak_2130 (-323827), peak_2129 (+98622)
Slc15a4	peak_2067 (+339506)
Slc15a5	peak_2243 (+55510)
Slc16a1	peak_1604 (+76106)
Slc16a9	peak_357 (-22220)
Slc22a19	peak_1271 (+30551)
Slc22a22	peak_944 (+569160), peak_943 (+591666)
Slc22a23	peak_652 (-175987), peak_651 (-125710)
Slc22a30	peak_1272 (-123445)
Slc22a8	peak_1272 (-62698)
Slc24a2	peak_1828 (-452930), peak_1827 (-386612), peak_1826 (-275449)
Slc25a13	peak_2089 (-272731), peak_2088 (+33482), peak_2087 (+48001)
Slc25a15	peak_2355 (+102557)
Slc25a33	peak_1891 (-20490)
Slc25a36	peak_2576 (-219877)
Slc25a40	peak_1901 (+128599)
Slc26a7	peak_1685 (-58226), peak_1684 (+39322), peak_1683 (+691355)
Slc2a12	peak_294 (-23649)
Slc30a5	peak_733 (-216072), peak_732 (-94728)
Slc35b3	peak_657 (-583988), peak_656 (+70432)
Slc35d1	peak_1858 (-57762)
Slc35f1	peak_338 (-168956), peak_339 (-41483), peak_340 (+260816)
Slc39a10	peak_90 (-867227), peak_89 (-774592), peak_88 (-327715), peak_87 (-295450), peak_86 (-144493), peak_85 (+404018)
Slc39a12	peak_1328 (-99434)
Slc46a3	peak_2079 (-35002)
Slc4a10	peak_1376 (-193505), peak_1377 (-6219), peak_1378 (+129254)
Slc4a3	peak_126 (+765933), peak_127 (+805255), peak_128 (+913508)
Slc4a4	peak_2025 (-11933), peak_2026 (+224882), peak_2027 (+440607)
Slc4a7	peak_762 (-273912), peak_763 (-81955)
Slc5a12	peak_1420 (-161251)
Slc5a7	peak_1150 (-875009), peak_1149 (+248969)
Slc5a8	peak_375 (+159624)
Slc6a15	peak_395 (+317090), peak_396 (+386879), peak_397 (+625549)
Slc6a20b	peak_2588 (+12258)
Slc7a1	peak_2080 (+96254)
Slc7a11	peak_1532 (-520334), peak_1531 (+620912), peak_1530 (+640303)
Slc7a13	peak_1704 (-67957)
Slc7a14	peak_1505 (-231050), peak_1504 (-159640)
Slc8a1	peak_1184 (-520181), peak_1183 (-66741)
Slc9c1	peak_1000 (-16461), peak_1001 (+36014)
Slco1b2	peak_2247 (-45188), peak_2248 (+124399)
Slco1c1	peak_2247 (+59944)
Slco3a1	peak_2290 (-190754), peak_2289 (-164852)
Slco4c1	peak_150 (+631148)
Slco6c1	peak_151 (-295332)
Slco6d1	peak_153 (-219802), peak_154 (-35864), peak_155 (+230200), peak_156 (+468560)
Slit2	peak_1958 (-819329), peak_1959 (-695560)
Slitrk1	peak_854 (-431628)
Slitrk2	peak_2653 (-197367), peak_2654 (+364338), peak_2655 (+731134), peak_2656 (+822064)
Slitrk5	peak_855 (+757892)
Slx4	peak_973 (-21074)
Smad2	peak_1254 (+544980)
Smad4	peak_1251 (+16122)
Smad7	peak_1253 (+196215)
Smap1	peak_46 (-36806)
Smarca1	peak_2631 (+155982), peak_2630 (+914930)
Smarca2	peak_1284 (-734592)
Smarcal1	peak_123 (-34999)
Smc1b	peak_969 (+46556)
Smc2	peak_1747 (-784217), peak_1748 (-607801), peak_1749 (-204519)
Smim10l1	peak_2237 (-20487)
Smim15	peak_745 (-612244)
Smim23	peak_464 (-202414)
Smlr1	peak_301 (-406961)
Smoc2	peak_1096 (+307558)
Smpx	peak_2750 (+70691)
Smr2	peak_2022 (-24904)
Smr3a	peak_2022 (+59099)
Smtnl1	peak_1399 (+10744)
Smyd3	peak_272 (+380972)
Snai2	peak_976 (+109767)
Snapc1	peak_584 (-11055)
Snca	peak_2175 (+209297), peak_2174 (+569484)
Sncaip	peak_1236 (+253102)
Snd1	peak_2139 (+171848)
Snrpb2	peak_1434 (-116491), peak_1435 (-20139)
Sntb1	peak_942 (-613886)
Sntg1	peak_13 (+123804), peak_12 (+178319), peak_11 (+241075)
Sntn	peak_760 (-30858), peak_761 (+22768)
Snx16	peak_1465 (-948040)
Snx19	peak_2527 (+445584)
Snx2	peak_1236 (-155553)
Snx7	peak_1615 (-236070)
Sobp	peak_322 (+211970)
Socs6	peak_1264 (-51785)
