# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (+139545)
peak_2436	Hps1 (-224963)
peak_2437	Entpd7 (+21753)
peak_2438	Cox15 (+18922)
peak_2439	Dnmbp (+10225)
peak_2440	Cpn1 (+5817)
peak_2441	Sec31b (+13697)
peak_2442	Tlx1 (+40888)
peak_2443	Lbx1 (-13264)
peak_2444	Btrc (-52367)
peak_2445	Btrc (+87116)
peak_2446	Poll (+84107)
peak_2447	Fbxw4 (-35095)
peak_2448	Arl3 (+24564)
peak_2449	Arl3 (+9503)
peak_2450	Neurl1a (+107969)
peak_2451	Neurl1a (+126721)
peak_2452	Sh3pxd2a (+47394)
peak_2453	Stn1 (+25584)
peak_2454	Stn1 (+18164)
peak_2455	Col17a1 (+22718)
peak_2456	Col17a1 (+10428)
peak_2457	Col17a1 (-13485)
peak_2458	Sorcs3 (+25824)
peak_2459	Sorcs3 (+309466)
peak_2460	Sorcs3 (+726591)
peak_2461	Sorcs3 (+771246)
peak_2462	Sorcs3 (+864332)
peak_2463	Rpl13a-ps1 (+853819)
peak_2464	Rpl13a-ps1 (+690010)
peak_2465	Rpl13a-ps1 (+570547)
peak_2466	Rpl13a-ps1 (+507228)
peak_2467	Sorcs1 (+252541)
peak_2468	Sorcs1 (+127576)
peak_2469	Sorcs1 (-413773)
peak_2470	Sorcs1 (-436548)
peak_2471	Sorcs1 (-781645)
peak_2472	Ins1 (-364676)
peak_2473	Xpnpep1 (+199434)
peak_2474	Gm10197 (+20097)
peak_2475	Dusp5 (-52143)
peak_2476	Rbm20 (-23611)
peak_2477	Rbm20 (+74448)
peak_2478	Pdcd4 (-83697)
peak_2479	Adra2a (+91369)
peak_2480	Tcf7l2 (-152767)
peak_2481	Tcf7l2 (-102499)
peak_2482	Tcf7l2 (+43229)
peak_2483	Tcf7l2 (+65880)
peak_2484	Tcf7l2 (+189561)
peak_2485	Habp2 (+32630)
peak_2486	Casp7 (+12930)
peak_2487	Plekhs1 (+13339)
peak_2488	Adrb1 (-52987)
peak_2489	Vwa2 (+41483)
peak_2490	Ablim1 (-47945)
peak_2491	Trub1 (-34946)
peak_2492	Gfra1 (+390268)
peak_2493	Prlhr (+120273)
peak_2494	Cacul1 (-21726)
peak_2495	Cacul1 (-62984)
peak_2496	Fam107b (+128946)
peak_2497	Proser2 (+11895)
peak_2498	NONE
peak_2499	NONE
peak_2500	NONE
peak_2501	Prkcq (-72357)
peak_2502	Ankrd16 (+164974)
peak_2503	Ankrd16 (+199533)
peak_2504	Pter (+21568)
peak_2505	Vim (+43573)
peak_2506	Vim (+84349)
peak_2507	Hacd1 (+105738)
peak_2508	Tmem236 (-49070)
peak_2509	Mrc1 (+59573)
peak_2510	Cacnb2 (+122867)
peak_2511	Malrd1 (+137498)
peak_2512	Plxdc2 (-247417)
peak_2513	Plxdc2 (-95050)
peak_2514	Nebl (+633615)
peak_2515	Nebl (+453043)
peak_2516	Dnajc1 (-84194)
peak_2517	Commd3 (-115333)
peak_2518	4930426L09Rik (+78215)
peak_2519	4921504E06Rik (-27604)
peak_2520	Etl4 (-142883)
peak_2521	Enkur (-41440)
peak_2522	Gpr158 (+125493)
peak_2523	Gpr158 (+218259)
peak_2524	Gpr158 (+257651)
peak_2525	Myo3a (-309166)
peak_2526	Myo3a (+110847)
peak_2527	Hnmt (+110918)
peak_2528	Pax8 (-131975)
peak_2529	Rnf208 (+6009)
peak_2530	Abca2 (+12537)
peak_2531	Lhx3 (+15276)
peak_2532	Abo (-6354)
peak_2533	Rxra (+97277)
peak_2534	Olfm1 (+36856)
peak_2535	Gm10134 (+169)
peak_2536	Barhl1 (-27344)
peak_2537	Barhl1 (-57784)
peak_2538	Cfap77 (+38348)
peak_2539	Rapgef1 (-92077)
peak_2540	Endog (-11656)
peak_2541	Prrx2 (+7925)
peak_2542	Ptges (+22305)
peak_2543	Usp20 (+46324)
peak_2544	Fnbp1 (+22226)
peak_2545	Hmcn2 (+15444)
peak_2546	Ass1 (-44617)
peak_2547	Fubp3 (-43238)
peak_2548	Qrfp (+9630)
peak_2549	Aif1l (+11297)
peak_2550	Plpp7 (+14769)
peak_2551	Fam102a (-40064)
peak_2552	Fam102a (-10473)
peak_2553	Ak1 (+8464)
peak_2554	Rpl12 (-42501)
peak_2555	Rpl12 (-21520)
peak_2556	Zbtb43 (-26457)
peak_2557	Zbtb43 (-53172)
peak_2558	Lmx1b (-77418)
peak_2559	Mvb12b (-88713)
peak_2560	Phf19 (+17323)
peak_2561	Hc (-5524)
peak_2562	Dab2ip (-17718)
peak_2563	Dab2ip (+21513)
peak_2564	Dab2ip (+98343)
peak_2565	Crb2 (-17736)
peak_2566	Lhx2 (+52480)
peak_2567	Nek6 (+9253)
peak_2568	Wdr38 (-21484)
peak_2569	Ppp6c (-194542)
peak_2570	Ppp6c (-418993)
peak_2571	Ppp6c (-465842)
peak_2572	NONE
peak_2573	NONE
peak_2574	NONE
peak_2575	Lrp1b (+569867)
peak_2576	Lrp1b (+83938)
peak_2577	Gtdc1 (+250098)
peak_2578	NONE
peak_2579	NONE
peak_2580	NONE
peak_2581	NONE
peak_2582	Acvr2a (-704580)
peak_2583	Acvr2a (-235431)
peak_2584	Mmadhc (-303964)
peak_2585	Rnd3 (+378588)
peak_2586	Rnd3 (+122975)
peak_2587	Tas2r134 (-143994)
peak_2588	Arl6ip6 (+138168)
peak_2589	Arl6ip6 (+175264)
peak_2590	Rprm (+159278)
peak_2591	Rprm (+94204)
peak_2592	Rprm (+45622)
peak_2593	Rprm (+20609)
peak_2594	Rprm (-173106)
peak_2595	Galnt13 (-51013)
peak_2596	Kcnj3 (-409155)
peak_2597	Kcnj3 (+192887)
peak_2598	Kcnj3 (+393646)
peak_2599	Kcnj3 (+505372)
peak_2600	Nr4a2 (+168064)
peak_2601	Acvr1 (-30435)
peak_2602	Acvr1 (-80905)
peak_2603	Upp2 (-54457)
peak_2604	Dapl1 (-76290)
peak_2605	Tanc1 (+45557)
peak_2606	Wdsub1 (+39683)
peak_2607	Baz2b (+75522)
peak_2608	Baz2b (+37055)
peak_2609	Baz2b (+15633)
peak_2610	Itgb6 (-20538)
peak_2611	Rbms1 (+72385)
peak_2612	Tbr1 (+48687)
peak_2613	Slc4a10 (-6219)
peak_2614	Slc4a10 (+129254)
peak_2615	Gca (+162680)
peak_2616	Fign (+292304)
peak_2617	Csrnp3 (+26332)
peak_2618	Ttc21b (-49859)
peak_2619	Scn1a (-19796)
peak_2620	Scn7a (-221560)
peak_2621	B3galt1 (-178078)
peak_2622	4932414N04Rik (+40422)
peak_2623	Ccdc173 (+23258)
peak_2624	Myo3b (-8697)
peak_2625	Sp5 (-134511)
peak_2626	Itga6 (-95730)
peak_2627	Itga6 (+26471)
peak_2628	Pdk1 (+40897)
peak_2629	Rapgef4 (+23604)
peak_2630	Sp3 (+239165)
peak_2631	Gm11084 (-7453)
peak_2632	Gm11084 (-61144)
peak_2633	Gpr155 (+29713)
peak_2634	Atp5g3 (-60017), Lnpk (+607606)
peak_2635	Hoxd10 (-99739), Hoxd11 (-90138), Hoxd12 (-82828), Hoxd13 (-76125), Lnpk (-13237), Evx2 (+67234)
peak_2636	Ttc30a1 (-47794)
peak_2637	Ccdc141 (-5751)
peak_2638	Sestd1 (-110104)
peak_2639	Cwc22 (-51408)
peak_2640	Ube2e3 (-252214)
peak_2641	Nup35 (+518825)
peak_2642	Nup35 (+673304)
peak_2643	Zfp804a (+442763)
peak_2644	Fsip2 (-54976)
peak_2645	Fsip2 (+97957)
peak_2646	Itgav (-31388)
peak_2647	Itgav (+35155)
peak_2648	Zswim2 (+10810)
peak_2649	Gm13691 (+96702)
peak_2650	Gm13691 (+204538)
peak_2651	Smtnl1 (+10744)
peak_2652	Olfr1090 (-2496)
peak_2653	Olfr1193 (-7312)
peak_2654	Olfr1196 (-6987)
peak_2655	Olfr140 (-23809)
peak_2656	Olfr1271 (-1809)
peak_2657	Mybpc3 (+24979)
peak_2658	Arfgap2 (+25955)
peak_2659	Lrp4 (+20199)
peak_2660	Creb3l1 (+29077)
peak_2661	Creb3l1 (-17544)
peak_2662	Phf21a (-57333)
peak_2663	Phf21a (-18773)
peak_2664	Large2 (+10605)
peak_2665	Syt13 (+58608)
peak_2666	Accsl (-17299)
peak_2667	Ttc17 (+102287)
peak_2668	Lrrc4c (-903889)
peak_2669	Lrrc4c (-518703)
peak_2670	Lrrc4c (-383676)
peak_2671	Lrrc4c (+112950)
peak_2672	Lrrc4c (+717421)
peak_2673	Gm10801 (-354701)
peak_2674	Gm10800 (-499988)
peak_2675	NONE
peak_2676	Rag2 (-721239)
peak_2677	Traf6 (+39020)
peak_2678	Wt1 (+45537)
peak_2679	Immp1l (+44149)
peak_2680	Kcna4 (+686166)
peak_2681	Mettl15 (+944811)
peak_2682	Bbox1 (+68566)
peak_2683	Fibin (+16966)
peak_2684	Fibin (-72864)
peak_2685	Gm15130 (-27496)
peak_2686	Ryr3 (-104370)
peak_2687	Grem1 (+8811)
peak_2688	Arhgap11a (-9668)
peak_2689	BC052040 (-419232)
peak_2690	Tmco5 (-284372)
peak_2691	Tmco5 (-28369)
peak_2692	Fam98b (-42723)
peak_2693	Ankrd63 (+13859)
peak_2694	Spint1 (+13688)
peak_2695	Capn3 (+31161)
peak_2696	Sord (-14708)
peak_2697	Duox1 (+21498)
peak_2698	Sema6d (-730222)
peak_2699	Sema6d (-354850)
peak_2700	Sema6d (+109686)
peak_2701	Slc24a5 (-36238)
peak_2702	Gm9913 (-92770)
peak_2703	Hdc (+23721)
peak_2704	Zfp661 (+9961)
peak_2705	Mal (-14641)
peak_2706	Spdye4c (-179419)
peak_2707	Fbln7 (+9460)
peak_2708	Pdyn (+11756)
peak_2709	Stk35 (-26430)
peak_2710	Tgm3 (-64370)
peak_2711	Tgm6 (+21494)
peak_2712	Slc4a11 (+11743)
peak_2713	Smox (+29098)
peak_2714	Hao1 (+48195)
peak_2715	Plcb4 (-229982)
peak_2716	Plcb4 (-38329)
peak_2717	Flrt3 (+131116)
peak_2718	Flrt3 (-431707)
peak_2719	Flrt3 (-869792)
peak_2720	Kif16b (+995855)
peak_2721	Kif16b (-45017)
peak_2722	Snrpb2 (-20139)
peak_2723	Pcsk2 (-112732)
peak_2724	Pcsk2 (+85426)
peak_2725	Banf2 (+109900)
peak_2726	Mgme1 (-46268)
peak_2727	Pet117 (+47774)
peak_2728	Crnkl1 (-110777)
peak_2729	Pax1 (-26286)
peak_2730	Pax1 (+105219)
peak_2731	Cstl1 (+7007)
peak_2732	Gm10750 (-167862)
peak_2733	Vsx1 (-15783)
peak_2734	Sdcbp2 (+21606)
peak_2735	Sdcbp2 (+28054)
peak_2736	Scrt2 (-24181)
peak_2737	Csnk2a1 (-29341)
peak_2738	Nol4l (-31036)
peak_2739	Sun5 (+45087)
peak_2740	Bpifa3 (-42687)
peak_2741	Cbfa2t2 (+31003)
peak_2742	Mmp24 (+17437)
peak_2743	Scand1 (-50472)
peak_2744	Aar2 (-56540)
peak_2745	Myl9 (-12421)
peak_2746	Ctnnbl1 (+81621)
peak_2747	Vstm2l (-18390)
peak_2748	Vstm2l (-13160)
peak_2749	Arhgap40 (+26564)
peak_2750	Ppp1r16b (+30593)
peak_2751	Dhx35 (+551440)
peak_2752	Gm826 (+671323)
peak_2753	Gm826 (+538702)
peak_2754	Gm826 (+388536)
peak_2755	Ptprt (+515017)
peak_2756	Gtsf1l (-31806)
peak_2757	Jph2 (+77585)
peak_2758	Rims4 (+18734)
peak_2759	Wfdc2 (-28348)
peak_2760	Cdh22 (+38771)
peak_2761	Cdh22 (+12672)
peak_2762	Zmynd8 (+81439)
peak_2763	Prex1 (+225380)
peak_2764	Prex1 (+114298)
peak_2765	Prex1 (+56677)
peak_2766	Ptpn1 (-101305)
peak_2767	Ptpn1 (-44194)
peak_2768	Pard6b (-21177)
peak_2769	Pard6b (+56461)
peak_2770	Nfatc2 (+149017)
peak_2771	Sall4 (-64643)
peak_2772	Zfp64 (+77093)
peak_2773	Zfp64 (-74066)
peak_2774	Zfp64 (-78930)
peak_2775	Zfp64 (-133979)
peak_2776	Zfp217 (+201076)
peak_2777	Zfp217 (+133273)
peak_2778	Zfp217 (+60171)
peak_2779	Zfp217 (+36374)
peak_2780	Pfdn4 (+17054)
peak_2781	Cbln4 (+73704)
peak_2782	Mc3r (+33917)
peak_2783	Tfap2c (+68868)
peak_2784	Tfap2c (+84389)
peak_2785	Tfap2c (+158730)
peak_2786	Bmp7 (+168931)
peak_2787	Bmp7 (+26190)
peak_2788	Zbp1 (-26817)
peak_2789	Rab22a (-25952)
peak_2790	Vapb (+33721)
peak_2791	Gm14444 (-91874)
peak_2792	Zfp972 (+37319)
peak_2793	Zfp971 (-8374)
peak_2794	Cdh26 (+343817)
peak_2795	Cdh4 (-265041)
peak_2796	Kcnq2 (+46528)
peak_2797	Helz2 (+8118)
peak_2798	Hnf4g (+427608)
peak_2799	Hnf4g (+663474)
peak_2800	Zfhx4 (-633638)
peak_2801	Pex2 (-78468)
peak_2802	1700008P02Rik (+483452)
peak_2803	1700008P02Rik (+197416)
peak_2804	1700008P02Rik (-229490)
peak_2805	Pkia (-283808)
peak_2806	Pkia (-55628)
peak_2807	Stmn2 (-379923)
peak_2808	Stmn2 (-56961)
peak_2809	Stmn2 (-46753)
peak_2810	Hey1 (-118476)
peak_2811	Tpd52 (-29487)
peak_2812	Zfp704 (-52661)
peak_2813	Fabp5 (-16933)
peak_2814	Fabp12 (+8881)
peak_2815	Snx16 (-350470)
peak_2816	Snx16 (-948040)
peak_2817	NONE
peak_2818	NONE
peak_2819	NONE
peak_2820	NONE
peak_2821	Ralyl (-562953)
peak_2822	Ralyl (-472415)
peak_2823	Ralyl (-246055)
peak_2824	Ralyl (-211542)
peak_2825	Ralyl (-92053)
peak_2826	Car2 (+100854)
peak_2827	Gm5150 (+77120)
peak_2828	Ythdf3 (+235503)
peak_2829	Ythdf3 (+308323)
peak_2830	Ythdf3 (+811499)
peak_2831	Cypt12 (-762729)
peak_2832	Cypt12 (-212954)
peak_2833	Armc1 (+439875)
peak_2834	Armc1 (+310035)
peak_2835	Armc1 (+147241)
peak_2836	Pde7a (-24210)
peak_2837	Pde7a (-44422)
peak_2838	Dnajc5b (-68268)
peak_2839	Agtr1b (-256304)
peak_2840	Agtr1b (-373877)
peak_2841	Agtr1b (-466669)
peak_2842	Agtr1b (-565214)
peak_2843	Tbl1xr1 (+79912)
peak_2844	Tbl1xr1 (+200280)
peak_2845	Tbl1xr1 (+383832)
peak_2846	Tbl1xr1 (+436900)
peak_2847	Tbl1xr1 (+856152)
peak_2848	Naaladl2 (+544696)
peak_2849	Naaladl2 (-185641)
peak_2850	Naaladl2 (-250602)
peak_2851	Naaladl2 (-317312)
peak_2852	Naaladl2 (-466659)
peak_2853	Naaladl2 (-615231)
peak_2854	Spata16 (+146851)
peak_2855	Spata16 (+220658)
peak_2856	Fndc3b (+121374)
peak_2857	Fndc3b (-72517)
peak_2858	Slc2a2 (-120457)
peak_2859	Gm1527 (-25905)
peak_2860	Egfem1 (+11900)
peak_2861	Mecom (+293673)
peak_2862	Mecom (+140254)
peak_2863	Mecom (-291933)
peak_2864	Cldn11 (+13099)
peak_2865	Slc7a14 (-159640)
peak_2866	Slc7a14 (-231050)
peak_2867	Zmat3 (+197523)
peak_2868	Zmat3 (+51480)
peak_2869	Gnb4 (-42034)
peak_2870	Pex5l (-166897)
peak_2871	Ttc14 (-200471)
peak_2872	Sox2 (+59485)
peak_2873	Sox2 (+114649)
peak_2874	Sox2 (+145585)
peak_2875	Sox2 (+244225)
peak_2876	Sox2 (+480999)
peak_2877	Qrfpr (-69312)
peak_2878	Spry1 (-69825)
peak_2879	Ankrd50 (+359466)
peak_2880	Fat4 (-124250)
peak_2881	Intu (-683060)
peak_2882	Jade1 (-219914)
peak_2883	D3Ertd751e (+27420)
peak_2884	D3Ertd751e (+373782)
peak_2885	D3Ertd751e (+582255)
peak_2886	NONE
peak_2887	NONE
peak_2888	NONE
peak_2889	NONE
peak_2890	Pcdh10 (-977319)
peak_2891	Pcdh10 (-755847)
peak_2892	Pcdh10 (-712710)
peak_2893	Pcdh10 (-520878)
peak_2894	Pcdh10 (-30338)
peak_2895	Pabpc4l (+249567)
peak_2896	Pabpc4l (-835026)
peak_2897	NONE
peak_2898	Pcdh18 (-45992)
peak_2899	Pcdh18 (-65383)
peak_2900	Noct (-260502)
peak_2901	Noct (-88584)
peak_2902	Foxo1 (+123312)
peak_2903	Foxo1 (+168970)
peak_2904	Lhfp (+77053)
peak_2905	Nhlrc3 (+5450)
peak_2906	Frem2 (-65054)
peak_2907	Gm10985 (-42344)
peak_2908	Gm10985 (-2827)
peak_2909	Trpc4 (-27048)
peak_2910	Rfxap (+25444)
peak_2911	Rfxap (+21745)
peak_2912	Nbea (+47349)
peak_2913	Nbea (-25627)
peak_2914	Nbea (-187985)
peak_2915	Nbea (-420598)
peak_2916	Tm4sf1 (-25979)
peak_2917	Tsc22d2 (-228153)
peak_2918	Tsc22d2 (-136471)
peak_2919	Siah2 (-70099)
peak_2920	Clrn1 (+32679)
peak_2921	Med12l (-18650)
peak_2922	Igsf10 (+57741)
peak_2923	Igsf10 (-174503)
peak_2924	Gm5538 (+53848)
peak_2925	Sucnr1 (+156027)
peak_2926	B430305J03Rik (-78544)
peak_2927	B430305J03Rik (-276840)
peak_2928	Arhgef26 (-132561)
peak_2929	Gpr149 (+31541)
peak_2930	Gpr149 (-137737)
peak_2931	Mme (-23176)
peak_2932	Gm34302 (-183482)
peak_2933	Plch1 (+174431)
peak_2934	Ssr3 (-36938)
peak_2935	Ssr3 (-63593)
peak_2936	Lekr1 (+89576)
peak_2937	Shox2 (+311786)
peak_2938	Shox2 (+145801)
peak_2939	Rsrc1 (+176747)
peak_2940	Rarres1 (-26090)
peak_2941	Iqcj (-138561)
peak_2942	Iqcj (-106042)
peak_2943	Schip1 (-8174)
peak_2944	Il12a (-82806)
peak_2945	Il12a (+62724)
peak_2946	B3galnt1 (+78521)
peak_2947	NONE
peak_2948	NONE
peak_2949	Sis (+810741)
peak_2950	Sis (+74209)
peak_2951	Bche (-148423)
peak_2952	Bche (-155624)
peak_2953	Zbbx (+685527)
peak_2954	Zbbx (+673029)
peak_2955	Wdr49 (+15136)
peak_2956	NONE
peak_2957	NONE
peak_2958	Rapgef2 (+649963)
peak_2959	Rapgef2 (+178610)
peak_2960	Fnip2 (+18600)
peak_2961	Fam198b (+134660)
peak_2962	Fam198b (+353443)
peak_2963	Gria2 (+447025)
peak_2964	Gria2 (+60345)
peak_2965	Glrb (-27619)
peak_2966	Pdgfc (+222640)
peak_2967	Pdgfc (+278516)
peak_2968	Pdgfc (+331266)
peak_2969	Ctso (-316300)
peak_2970	Ctso (-220199)
peak_2971	Ctso (-151521)
peak_2972	Ctso (-96634)
peak_2973	Dchs2 (+142781)
peak_2974	Sfrp2 (+6664)
peak_2975	Tmem154 (+29962)
peak_2976	Fbxw7 (+371187)
peak_2977	Rps3a1 (-17511)
peak_2978	Dclk2 (+57484)
peak_2979	Kirrel (+79658)
peak_2980	Etv3 (+10613)
peak_2981	Arhgef11 (+13532)
peak_2982	Ntrk1 (+11671)
peak_2983	Dcst2 (-5689)
peak_2984	Atp8b2 (+22343)
peak_2985	Gm5849 (-82987)
peak_2986	9130204L05Rik (+120989)
peak_2987	9130204L05Rik (-35855)
peak_2988	Pglyrp3 (-312628)
peak_2989	Tchh (-8923)
peak_2990	Gm5773 (-12342)
peak_2991	Gm4778 (+2788)
peak_2992	Gm4778 (+10149)
peak_2993	Them4 (-20761)
peak_2994	Cgn (+7226)
peak_2995	4930558C23Rik (-8244)
peak_2996	Ankrd35 (-6833)
peak_2997	Olfr1402 (-67327)
peak_2998	Prkab2 (+93371)
peak_2999	Prkab2 (+98941)
peak_3000	Tbx15 (+110871)
peak_3001	Cd2 (-12748)
peak_3002	Igsf3 (-13552)
peak_3003	Igsf3 (+10912)
peak_3004	Atp1a1 (+52998)
peak_3005	Slc22a15 (+17386)
peak_3006	Vangl1 (+9813)
peak_3007	Ngf (-33449)
peak_3008	Sycp1 (+69791)
peak_3009	Sycp1 (+49071)
peak_3010	Ptpn22 (+25006)
peak_3011	Phtf1 (+51906)
peak_3012	Fam19a3 (+62773)
peak_3013	Fam19a3 (+23940)
peak_3014	Wnt2b (-42847)
peak_3015	Chil6 (-8162)
peak_3016	Olfr266 (-96737)
peak_3017	Rbm15 (-9516)
peak_3018	Csf1 (-52073)
peak_3019	Eps8l3 (-8721)
peak_3020	Sars (-27101)
peak_3021	Ntng1 (+78245)
peak_3022	Prmt6 (-75075)
peak_3023	NONE
peak_3024	NONE
peak_3025	NONE
peak_3026	Rnpc3 (-39587)
peak_3027	Col11a1 (-183454)
peak_3028	S1pr1 (+272649)
peak_3029	Frrs1 (-33624)
peak_3030	Palmd (-60978)
peak_3031	Snx7 (-236070)
peak_3032	Dpyd (+151552)
peak_3033	Ptbp2 (-200657)
peak_3034	Ptbp2 (-321735)
peak_3035	Alg14 (-11840)
peak_3036	Alg14 (+57946)
peak_3037	Synpo2 (+41467)
peak_3038	Tram1l1 (-280750)
peak_3039	Ndst4 (-327965)
peak_3040	Ndst4 (-188460)
peak_3041	Ugt8a (-49842)
peak_3042	Ank2 (+268039)
peak_3043	5730508B09Rik (-43369)
peak_3044	5730508B09Rik (-241698)
peak_3045	5730508B09Rik (-550174)
peak_3046	Pitx2 (-516320)
peak_3047	Lrit3 (+15130)
peak_3048	Rpl34 (-43832)
peak_3049	Lef1 (-90566)
peak_3050	Lef1 (-14930)
peak_3051	Lef1 (+68421)
peak_3052	Hadh (+52328)
peak_3053	Gimd1 (-216891)
peak_3054	Npnt (+121458)
peak_3055	Tet2 (-35361)
peak_3056	Tet2 (-316286)
peak_3057	Cxxc4 (+212787)
peak_3058	Cxxc4 (+261719)
peak_3059	Tacr3 (-13896)
peak_3060	Slc9b2 (+10925)
peak_3061	Emcn (+101165)
peak_3062	Ddit4l (-23378)
peak_3063	Ddit4l (+35280)
peak_3064	H2afz (-16327)
peak_3065	Adh4 (-19473)
peak_3066	Eif4e (+75821)
peak_3067	Tspan5 (+117579)
peak_3068	Tspan5 (+155084)
peak_3069	Stpg2 (+325468)
peak_3070	Stpg2 (+358698)
peak_3071	Stpg2 (+951178)
peak_3072	Pdha2 (+485727)
peak_3073	Unc5c (-86772)
peak_3074	Bmpr1b (+215573)
peak_3075	Gbp7 (-11730)
peak_3076	Sh3glb1 (+65982)
peak_3077	Sh3glb1 (+40017)
peak_3078	Ssx2ip (-79402)
peak_3079	Ssx2ip (-47909)
peak_3080	Ssx2ip (+11423)
peak_3081	Ttll7 (+72491)
peak_3082	Ttll7 (+453756)
peak_3083	Adgrl2 (-236543)
peak_3084	NONE
peak_3085	Zzz3 (+90695)
peak_3086	St6galnac5 (-103174)
peak_3087	St6galnac5 (-367690)
peak_3088	St6galnac3 (+62090)
peak_3089	Lrriq3 (+58387)
peak_3090	Lrriq3 (+216621)
peak_3091	Negr1 (-117490)
peak_3092	Negr1 (+405373)
peak_3093	Negr1 (+445127)
peak_3094	Lrrc7 (+114274)
peak_3095	Lrrc7 (-426007)
peak_3096	Rpe65 (+55105)
peak_3097	Rpe65 (+76020)
peak_3098	Rps20 (+21803)
peak_3099	Sdr16c6 (+28437)
peak_3100	Penk (-28542)
peak_3101	Penk (-130366)
peak_3102	Impad1 (-252158)
peak_3103	Impad1 (-303331)
peak_3104	Fam110b (+175856)
peak_3105	Nsmaf (-155326)
peak_3106	Nsmaf (-195195)
peak_3107	Tox (-288699)
peak_3108	Tox (-364520)
peak_3109	Car8 (+610649)
peak_3110	Car8 (+505002)
peak_3111	Car8 (+103271)
peak_3112	Car8 (+47177)
peak_3113	Rab2a (-136775)
peak_3114	Rab2a (-92342)
peak_3115	Chd7 (+185272)
peak_3116	Asph (-54790)
peak_3117	Gdf6 (+321095)
peak_3118	2610301B20Rik (-382654)
peak_3119	2610301B20Rik (-195857)
peak_3120	2610301B20Rik (-139917)
peak_3121	2610301B20Rik (-25767)
peak_3122	2610301B20Rik (+13424)
peak_3123	2610301B20Rik (+30793)
peak_3124	Fam92a (-153896)
peak_3125	Fam92a (-231235)
peak_3126	Fam92a (-259103)
peak_3127	Fam92a (-295498)
peak_3128	Triqk (-193530)
peak_3129	Triqk (+53015)
peak_3130	Triqk (+218322)
peak_3131	Runx1t1 (-318847)
peak_3132	Runx1t1 (+179153)
peak_3133	Runx1t1 (+297164)
peak_3134	Slc26a7 (+39322)
peak_3135	Slc26a7 (-11034)
peak_3136	Slc26a7 (-58226)
peak_3137	Necab1 (+128768)
peak_3138	Necab1 (+94394)
peak_3139	Ripk2 (-381406)
peak_3140	Ripk2 (-647082)
peak_3141	Mmp16 (-718989)
peak_3142	Mmp16 (-635994)
peak_3143	Mmp16 (-571791)
peak_3144	Mmp16 (-444462)
peak_3145	Mmp16 (-402172)
peak_3146	Mmp16 (-282381)
peak_3147	Mmp16 (+168273)
peak_3148	Mmp16 (+368334)
peak_3149	Mmp16 (+574822)
peak_3150	Cnbd1 (+515624)
peak_3151	Cnbd1 (+175679)
peak_3152	Cnbd1 (-27009)
peak_3153	Cnbd1 (-67617)
peak_3154	Wwp1 (+38419)
peak_3155	Wwp1 (-41775)
peak_3156	Ggh (+253650)
peak_3157	Ggh (+318710)
peak_3158	Nkain3 (-31690)
peak_3159	Nkain3 (-427710)
peak_3160	Prdm13 (+106642)
peak_3161	Pnisr (-23303)
peak_3162	Pou3f2 (+24930)
peak_3163	Pou3f2 (-282433)
peak_3164	Pou3f2 (-419532)
peak_3165	Pou3f2 (-612920)
peak_3166	Pou3f2 (-625647)
peak_3167	Pou3f2 (-800016)
peak_3168	Mms22l (-839422)
peak_3169	Mms22l (-553745)
peak_3170	Mms22l (-212031)
peak_3171	Klhl32 (+58403)
peak_3172	Gpr63 (+134481)
peak_3173	Fut9 (-258076)
peak_3174	Manea (-22492)
peak_3175	Epha7 (-351825)
peak_3176	Epha7 (-66148)
peak_3177	Epha7 (+938676)
peak_3178	NONE
peak_3179	Map3k7 (-436463)
peak_3180	Map3k7 (-81754)
peak_3181	Map3k7 (+111390)
peak_3182	Bach2 (-10836)
peak_3183	Gja10 (+40178)
peak_3184	Lyrm2 (+34011)
peak_3185	Gabrr1 (-14431)
peak_3186	Cfap206 (+8744)
peak_3187	Ifnk (-109699)
peak_3188	Mob3b (-23049)
peak_3189	3110043O21Rik (+22506)
peak_3190	Lingo2 (+302211)
peak_3191	Lingo2 (+246914)
peak_3192	Lingo2 (-22316)
peak_3193	Lingo2 (-425763)
peak_3194	NONE
peak_3195	NONE
peak_3196	NONE
peak_3197	1700009N14Rik (-900687)
peak_3198	1700009N14Rik (-183842)
peak_3199	Aco1 (-290693)
peak_3200	Aco1 (+14521)
peak_3201	Ddx58 (+34103)
peak_3202	Aptx (+25971)
peak_3203	B4galt1 (+25095)
peak_3204	B4galt1 (-23027)
peak_3205	Ube2r2 (+15110)
peak_3206	4930578G10Rik (-1059)
peak_3207	Ccl21a (+6720)
peak_3208	Dnajb5 (-11948)
peak_3209	Rusc2 (+10501)
peak_3210	Olfr156 (+11871)
peak_3211	Glipr2 (-14571)
peak_3212	Ccin (+9909)
peak_3213	Melk (+92192)
peak_3214	Pax5 (+181595)
peak_3215	Polr1e (+10977)
peak_3216	Fbxo10 (+12855)
peak_3217	Aldh1b1 (+11967)
peak_3218	Xpa (-30711)
peak_3219	Gabbr2 (+145661)
peak_3220	Col15a1 (+36888)
peak_3221	Stx17 (+44091)
peak_3222	Cavin4 (+138538)
peak_3223	Acnat2 (+142186)
peak_3224	Grin3a (-534662)
