# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Mouse Phenotype	MP:0000079	abnormal basioccipital bone morphology	136	9.304143e-3	1.000000e+0	6.469800e-1	1.848932e+0	1.027620e+1	19	2.035698e-3	3.763867e-3	1982	3.614946e-2	1.000000e+0	1.724851e-1	1.835126e+0	5.449217e+0	10	34	2.916302e-3	2.941176e-1	peak_1008,peak_1009,peak_1010,peak_1011,peak_1432,peak_1433,peak_1434,peak_1435,peak_1436,peak_1664,peak_2452,peak_2786,peak_2787,peak_281,peak_3000,peak_3592,peak_412,peak_413,peak_4818	Ank,Bmp7,Ctnnb1,Foxg1,Gli2,Hhat,Nkx3-2,Rarb,Sh3pxd2a,Tbx15
Mouse Phenotype	MP:0008251	abnormal phagocyte morphology	137	9.338618e-3	1.000000e+0	6.446373e-1	1.171798e+0	1.937194e+2	227	3.837548e-2	4.496830e-2	676	1.079360e-3	1.000000e+0	1.509986e-2	1.246411e+0	1.355893e+2	169	846	4.928551e-2	1.997636e-1	peak_10,peak_1025,peak_103,peak_1065,peak_1083,peak_1097,peak_1098,peak_1099,peak_1103,peak_1104,peak_1113,peak_1186,peak_1290,peak_1317,peak_1318,peak_1338,peak_1339,peak_134,peak_1340,peak_1404,peak_1405,peak_1464,peak_1465,peak_1487,peak_1534,peak_1550,peak_1620,peak_1664,peak_1718,peak_1725,peak_1730,peak_1759,peak_1764,peak_1765,peak_1796,peak_1797,peak_1837,peak_1838,peak_1905,peak_1909,peak_1954,peak_1955,peak_1956,peak_1957,peak_1971,peak_207,peak_2094,peak_2096,peak_210,peak_2103,peak_2128,peak_2131,peak_2135,peak_2145,peak_2152,peak_2174,peak_2202,peak_2210,peak_2211,peak_2272,peak_2295,peak_2296,peak_2316,peak_2317,peak_2321,peak_2333,peak_2334,peak_2336,peak_2349,peak_2353,peak_2423,peak_2436,peak_2442,peak_2455,peak_2456,peak_2457,peak_2533,peak_2610,peak_2676,peak_2677,peak_2763,peak_2764,peak_2765,peak_2786,peak_2787,peak_2861,peak_2862,peak_2863,peak_294,peak_299,peak_3017,peak_3018,peak_3055,peak_3056,peak_3124,peak_3125,peak_3126,peak_3127,peak_3182,peak_3189,peak_3203,peak_3204,peak_3214,peak_3218,peak_3243,peak_3268,peak_3269,peak_3270,peak_3271,peak_3272,peak_3332,peak_3388,peak_341,peak_342,peak_3451,peak_3464,peak_3483,peak_3506,peak_3507,peak_3563,peak_3564,peak_357,peak_3577,peak_3578,peak_358,peak_3696,peak_3727,peak_3758,peak_3759,peak_3760,peak_3761,peak_379,peak_3807,peak_3852,peak_3861,peak_3871,peak_3878,peak_3880,peak_3882,peak_3883,peak_3885,peak_3887,peak_3889,peak_3946,peak_397,peak_4,peak_4039,peak_4040,peak_406,peak_407,peak_4093,peak_4104,peak_4137,peak_4145,peak_4236,peak_4265,peak_4281,peak_4290,peak_4297,peak_4298,peak_4310,peak_4311,peak_4330,peak_4337,peak_4392,peak_4416,peak_4479,peak_448,peak_4500,peak_4532,peak_4533,peak_4575,peak_4576,peak_4586,peak_4641,peak_4659,peak_4681,peak_4712,peak_4713,peak_4714,peak_4723,peak_4728,peak_4805,peak_481,peak_4818,peak_482,peak_4916,peak_4928,peak_4929,peak_4930,peak_4956,peak_4957,peak_4958,peak_5,peak_525,peak_529,peak_58,peak_59,peak_590,peak_591,peak_596,peak_6,peak_623,peak_63,peak_660,peak_7,peak_737,peak_792,peak_793,peak_816,peak_838,peak_863,peak_864,peak_874,peak_876,peak_889,peak_894,peak_919,peak_920,peak_951,peak_952,peak_953,peak_976,peak_979,peak_980,peak_982,peak_983	3110043O21Rik,Abcg1,Acer1,Adipoq,Agap1,Ahr,Ank,App,Ar,Arhgap22,Arhgap25,Arsg,Atp2a2,Atp6v1h,B4galt1,Bach2,Bag3,Bmp1,Bmp7,C4b,Calcr,Camk4,Cast,Cbs,Ccr4,Cd209a,Cdh5,Cdkn2c,Cmklr1,Col17a1,Col1a1,Csf1,Ctnnb1,Cxcl12,Cxcl15,Cxcr4,Dapk2,Dcbld2,Dcc,Dennd4c,Dicer1,Dmd,Eif3h,Emx1,Ep300,Esr2,F11,Fam161a,Fam92a,Fancc,Fasl,Fastk,Fgfr2,Fli1,Flt1,Fosl2,Fzd9,Gab2,Galc,Gnmt,Gpr68,Hmgb1,Hps1,Hsd17b4,Ibsp,Ifi204,Igf2,Il17a,Il1r1,Il6st,Ilk,Inpp4b,Inpp5d,Irf8,Itgb3,Itgb6,Jdp2,Kitl,Kl,Klf2,Klf4,Kmt2a,Kras,Ldlr,Lep,Lgals9,Lyst,Mapkapk2,Mc4r,Mdm2,Mecom,Medag,Mef2c,Meox2,Mfap2,Mfge8,Mtor,Myb,Myh9,Nedd4l,Nfatc1,Nfkbia,Ngfr,Nlrp12,Nos3,Nov,Pax5,Pcsk1,Pdgfb,Pdk4,Pex5,Pik3r6,Pls3,Prdm16,Prex1,Prf1,Prkag1,Prox1,Psap,Pstpip2,Pten,Ptger2,Ptger4,Pwp1,Rag2,Rb1cc1,Rbm15,Riox2,Rnf2,Rnf216,Runx2,Runx3,Rxfp2,Rxra,Samd9l,Smad3,Smad4,Smap1,Socs3,Sostdc1,Sox9,Spic,Stat1,Stat5a,Sult1c1,Tcf7,Tet2,Timp3,Tlr4,Tlr5,Tlx1,Tmem178,Tnfaip8,Tnfsf11,Traf3ip2,Traf6,Trem1,Trib1,Trib2,Twsg1,Uaca,Usp25,Usp47,Vdr,Wrn,Xpa,Xylt1,Zfp36l2,Zfpm1
Mouse Phenotype	MP:0009027	abnormal subarachnoid space morphology	138	9.449970e-3	1.000000e+0	6.475969e-1	3.401907e+0	1.763717e+0	6	3.493892e-4	1.188590e-3	1427	1.532635e-2	1.000000e+0	1.015706e-1	3.565388e+0	1.121898e+0	4	7	1.166521e-3	5.714286e-1	peak_1127,peak_1128,peak_1822,peak_2729,peak_2730,peak_393	Dnm1l,Enah,Evl,Pax1
Mouse Phenotype	MP:0000228	abnormal thrombopoiesis	139	9.662790e-3	1.000000e+0	6.574173e-1	2.768833e+0	2.889304e+0	8	5.723662e-4	1.584786e-3	3120	1.229665e-1	1.000000e+0	3.727225e-1	1.835126e+0	2.724609e+0	5	17	1.458151e-3	2.941176e-1	peak_1404,peak_1405,peak_1759,peak_3898,peak_3899,peak_3900,peak_448,peak_4659	C1galt1,Fli1,Il6st,Myb,Myh9
Mouse Phenotype	MP:0008545	absent sperm flagellum	140	9.715845e-3	1.000000e+0	6.563053e-1	2.577212e+0	3.492146e+0	9	6.917881e-4	1.782884e-3	2873	8.747620e-2	1.000000e+0	2.879438e-1	1.871829e+0	3.205422e+0	6	20	1.749781e-3	3.000000e-1	peak_1772,peak_1854,peak_1910,peak_1911,peak_1912,peak_1913,peak_579,peak_605,peak_910	Arl6,Cfap54,Foxj1,Iqcg,Theg,Ttll1
Mouse Phenotype	MP:0001859	kidney inflammation	141	9.728751e-3	1.000000e+0	6.525163e-1	1.354848e+0	4.945205e+1	67	9.796365e-3	1.327258e-2	3400	1.388744e-1	1.000000e+0	3.862751e-1	1.191449e+0	3.189395e+1	38	199	1.108195e-2	1.909548e-1	peak_1216,peak_1378,peak_1379,peak_1380,peak_1407,peak_1765,peak_1803,peak_1806,peak_1841,peak_198,peak_199,peak_2103,peak_217,peak_218,peak_219,peak_2192,peak_2193,peak_2194,peak_2195,peak_2196,peak_220,peak_221,peak_2423,peak_2533,peak_2678,peak_2826,peak_2839,peak_2840,peak_2841,peak_2842,peak_300,peak_3010,peak_329,peak_3549,peak_3550,peak_3551,peak_3552,peak_3553,peak_3554,peak_3563,peak_357,peak_358,peak_3661,peak_3898,peak_3899,peak_3900,peak_4066,peak_4281,peak_4560,peak_4723,peak_4784,peak_481,peak_482,peak_491,peak_494,peak_495,peak_496,peak_525,peak_547,peak_58,peak_59,peak_705,peak_706,peak_707,peak_794,peak_979,peak_980	Agtr1a,Agtr1b,Arid5b,C1galt1,C4b,Car2,Cd180,Crim1,Ddc,Dnase1,Ep300,Fasl,Foxo3,Il17a,Il5ra,Ilk,Irf1,Itga1,Kit,Maf,Magi2,Nos3,Nphp3,Pdcd1,Prdm1,Psap,Pten,Ptpn22,Rassf5,Rxra,Slc19a3,Smad3,Sostdc1,Tns2,Traf3ip2,Trove2,Trp63,Wt1
Mouse Phenotype	MP:0005033	abnormal trophoblast giant cell morphology	142	9.787655e-3	1.000000e+0	6.518440e-1	1.563326e+0	2.110884e+1	33	4.181624e-3	6.537242e-3	1890	3.184532e-2	1.000000e+0	1.593445e-1	1.492037e+0	1.474494e+1	22	92	6.415865e-3	2.391304e-1	peak_1213,peak_1810,peak_1822,peak_1836,peak_192,peak_2006,peak_2694,peak_2771,peak_2783,peak_2784,peak_2785,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_3483,peak_3865,peak_4054,peak_4055,peak_4056,peak_4110,peak_4224,peak_4311,peak_4331,peak_4832,peak_4842,peak_494,peak_495,peak_496,peak_876,peak_919,peak_920	Cdkn1c,Cul3,Ddx3x,Dnm1l,Ets2,Fgfr2,Itgb3,Kdm6a,Mtor,Nr2f2,Pmm2,Prdm1,Prl4a1,Rybp,Sall4,Senp2,Socs3,Sox2,Spint1,Tead4,Tfap2c,Trrap
Mouse Phenotype	MP:0010701	fusion of atlas and odontoid process	143	9.801527e-3	1.000000e+0	6.482031e-1	2.311068e+0	4.759703e+0	11	9.428889e-4	2.179081e-3	4537	2.529117e-1	1.000000e+0	5.271735e-1	1.701662e+0	1.762982e+0	3	11	8.748906e-4	2.727273e-1	peak_1432,peak_1433,peak_1434,peak_1435,peak_1436,peak_2729,peak_2730,peak_3568,peak_3569,peak_3570,peak_3571	Pax1,Rarb,Shh
Mouse Phenotype	MP:0004605	abnormal vertebral lamina morphology	144	9.812760e-3	1.000000e+0	6.444394e-1	3.373787e+0	1.778417e+0	6	3.523013e-4	1.188590e-3	2296	5.625743e-2	1.000000e+0	2.317189e-1	3.119714e+0	9.616265e-1	3	6	8.748906e-4	5.000000e-1	peak_2174,peak_2729,peak_2730,peak_904,peak_905,peak_906	Pax1,Rpl38,Twsg1
Mouse Phenotype	MP:0000920	abnormal myelination	145	9.893567e-3	1.000000e+0	6.452653e-1	1.312007e+0	6.249966e+1	82	1.238107e-2	1.624406e-2	643	8.743396e-4	1.000000e+0	1.285946e-2	1.544413e+0	3.237476e+1	50	202	1.458151e-2	2.475248e-1	peak_1000,peak_1008,peak_1009,peak_1010,peak_1011,peak_1097,peak_1098,peak_1099,peak_1283,peak_1371,peak_1384,peak_1404,peak_1405,peak_1516,peak_166,peak_167,peak_168,peak_169,peak_170,peak_1742,peak_1762,peak_1801,peak_1971,peak_1986,peak_1987,peak_1988,peak_2029,peak_2176,peak_2177,peak_2178,peak_2179,peak_2296,peak_2423,peak_2626,peak_2627,peak_2646,peak_2647,peak_2676,peak_2705,peak_3018,peak_3028,peak_3041,peak_311,peak_3162,peak_3163,peak_3164,peak_3165,peak_3166,peak_3167,peak_3483,peak_3520,peak_3521,peak_357,peak_358,peak_3612,peak_3613,peak_3777,peak_3929,peak_4007,peak_4008,peak_4009,peak_4010,peak_4039,peak_4104,peak_4261,peak_4262,peak_4263,peak_4360,peak_4482,peak_459,peak_4707,peak_4744,peak_4794,peak_4814,peak_4815,peak_4816,peak_525,peak_529,peak_733,peak_863,peak_912,peak_954	Adam22,App,Atp8a2,Cacna2d2,Cln8,Col1a1,Csf1,Emx1,Epb41l3,Erbb4,Erbin,Fasl,Foxg1,Galc,Grid2,Hsd17b4,Il6st,Itga6,Itgav,Kif14,Lama2,Large1,Lingo1,Lpin1,Mal,Map1b,Mgat5b,Mobp,Mtor,Ndrg1,Nrcam,Ntrk2,Olig1,Pex5,Pou3f2,Prf1,Prkab1,Psap,Pten,Ptprz1,Qk,Rag2,S1pr1,Scn8a,Slc17a5,Sox10,Stim2,Tenm4,Ugt8a,Vps54
Mouse Phenotype	MP:0020201	abnormal granulocyte number	146	9.914281e-3	1.000000e+0	6.421874e-1	1.219430e+0	1.205481e+2	147	2.388037e-2	2.912044e-2	1274	1.100006e-2	1.000000e+0	8.165429e-2	1.231916e+0	8.766829e+1	108	547	3.149606e-2	1.974406e-1	peak_10,peak_1025,peak_103,peak_1065,peak_1186,peak_1290,peak_1338,peak_1339,peak_1340,peak_1404,peak_1405,peak_1418,peak_1446,peak_1464,peak_1465,peak_1486,peak_166,peak_167,peak_168,peak_169,peak_170,peak_1718,peak_1730,peak_1765,peak_1796,peak_1810,peak_1909,peak_1954,peak_1955,peak_1956,peak_1957,peak_207,peak_2094,peak_2103,peak_2128,peak_2131,peak_2135,peak_2152,peak_2174,peak_2210,peak_2211,peak_2295,peak_2316,peak_2317,peak_2333,peak_2334,peak_2419,peak_2423,peak_2442,peak_2455,peak_2456,peak_2457,peak_2475,peak_2509,peak_2676,peak_2703,peak_2763,peak_2764,peak_2765,peak_3017,peak_3018,peak_3055,peak_3056,peak_3091,peak_3092,peak_3093,peak_3124,peak_3125,peak_3126,peak_3127,peak_3182,peak_3189,peak_3201,peak_3203,peak_3204,peak_3332,peak_3464,peak_3483,peak_3523,peak_3564,peak_357,peak_358,peak_3661,peak_367,peak_368,peak_3696,peak_3758,peak_3759,peak_3760,peak_3761,peak_379,peak_3852,peak_3880,peak_3885,peak_397,peak_4040,peak_4066,peak_4072,peak_4073,peak_4093,peak_4137,peak_4145,peak_4146,peak_4265,peak_4290,peak_4310,peak_4311,peak_4416,peak_448,peak_4532,peak_4533,peak_4561,peak_4575,peak_4576,peak_4586,peak_4641,peak_4659,peak_4681,peak_4723,peak_4805,peak_481,peak_4818,peak_482,peak_4928,peak_4929,peak_4930,peak_4962,peak_4969,peak_5015,peak_5016,peak_511,peak_529,peak_58,peak_59,peak_590,peak_591,peak_623,peak_63,peak_660,peak_816,peak_838,peak_853,peak_863,peak_874,peak_894,peak_919,peak_920	3110043O21Rik,Abcb1a,Abcg1,Acer1,Alg13,Arhgap22,Arhgap25,B4galt1,Bach2,Bag3,C4b,Ccr4,Cdh5,Cmklr1,Col17a1,Col1a1,Csf1,Ctnnb1,Cxcl12,Cxcl15,Dcc,Ddx58,Dennd4c,Dlg3,Dmd,Dusp5,Dynlrb2,Eif3h,Ep300,Epx,Erbb4,Esr2,F11,Fam92a,Fancc,Fasl,Fastk,Fgfr2,Fhit,Fli1,Fzd9,Gab2,Gnmt,Hdc,Hmgn5,Ifi204,Il17a,Il1r1,Il5ra,Il6st,Inpp5d,Irf8,Itpr1,Kit,Kitl,Kmt2a,Kras,Lair1,Ldlr,Lgals9,Lyst,Mdm2,Medag,Mef2c,Mfap2,Mpzl1,Mrc1,Mtor,Myb,Ndst2,Nedd4l,Negr1,Nfkbia,Nlrp12,Pik3r6,Pmm2,Prex1,Prf1,Pten,Ptgdr,Pwp1,Rag2,Rb1cc1,Rbm15,Rfx6,Riox2,Runx2,Samd9l,Smad3,Smap1,Socs3,Sox9,Stat5a,Tet2,Timp3,Tlr5,Tlx1,Tnfaip8,Traf3ip2,Trem1,Trib1,Twsg1,Uhrf2,Usp25,Usp47,Vdr,Zfp36l2,Zfpm1
Mouse Phenotype	MP:0006302	abnormal ectomesenchyme morphology	147	9.915571e-3	1.000000e+0	6.379017e-1	3.916278e+0	1.276723e+0	5	2.529165e-4	9.904913e-4	4003	1.839894e-1	1.000000e+0	4.346709e-1	2.495771e+0	8.013555e-1	2	5	5.832604e-4	4.000000e-1	peak_3049,peak_3050,peak_3051,peak_792,peak_793	Lef1,Tcf7
Mouse Phenotype	MP:0011454	abnormal glomerular endothelium fenestra morphology	148	1.004895e-2	1.000000e+0	6.421143e-1	2.128852e+0	6.106576e+0	13	1.209702e-3	2.575277e-3	2764	8.494546e-2	1.000000e+0	2.906401e-1	2.268883e+0	1.762982e+0	4	11	1.166521e-3	3.636364e-1	peak_2130,peak_2192,peak_2193,peak_2194,peak_2195,peak_2196,peak_2558,peak_3549,peak_3550,peak_3551,peak_3552,peak_3553,peak_3554	Crim1,Lmx1b,Magi2,Vegfa
Mouse Phenotype	MP:0009584	decreased keratinocyte proliferation	149	1.005487e-2	1.000000e+0	6.381806e-1	2.061486e+0	6.791216e+0	14	1.345328e-3	2.773376e-3	2669	7.683373e-2	1.000000e+0	2.722430e-1	1.819833e+0	3.846506e+0	7	24	2.041411e-3	2.916667e-1	peak_1841,peak_2480,peak_2481,peak_2482,peak_2483,peak_2484,peak_3360,peak_3568,peak_3569,peak_3570,peak_3571,peak_4281,peak_582,peak_876	Ilk,Itgb3,Jun,Shh,Tcf3,Tcf7l2,Trp63
Mouse Phenotype	MP:0009226	small uterine cervix	150	1.005891e-2	1.000000e+0	6.341807e-1	6.863896e+0	4.370695e-1	3	8.658271e-5	5.942948e-4	2514	6.881393e-2	1.000000e+0	2.588597e-1	4.159619e+0	4.808133e-1	2	3	5.832604e-4	6.666667e-1	peak_3992,peak_744,peak_745	Fancl,Hoxa13
Mouse Phenotype	MP:0003030	acidemia	151	1.025963e-2	1.000000e+0	6.425518e-1	2.987682e+0	2.342954e+0	7	4.641350e-4	1.386688e-3	2296	5.625743e-2	1.000000e+0	2.317189e-1	3.119714e+0	9.616265e-1	3	6	8.748906e-4	5.000000e-1	peak_3134,peak_3135,peak_3136,peak_3413,peak_3414,peak_3690,peak_3691	Edn2,Slc26a7,Slc4a4
Mouse Phenotype	MP:0009046	muscle twitch	152	1.031808e-2	1.000000e+0	6.419611e-1	1.459348e+0	3.015046e+1	44	5.972753e-3	8.716323e-3	385	9.924437e-5	9.385540e-1	2.437803e-3	2.106820e+0	1.234087e+1	26	77	7.582386e-3	3.376623e-1	peak_1097,peak_1098,peak_1099,peak_1133,peak_1134,peak_1207,peak_1270,peak_152,peak_153,peak_154,peak_155,peak_1702,peak_1703,peak_1801,peak_2965,peak_3558,peak_3609,peak_3774,peak_3775,peak_3776,peak_3859,peak_4007,peak_4008,peak_4009,peak_4010,peak_4072,peak_4073,peak_4097,peak_429,peak_430,peak_431,peak_4549,peak_459,peak_4794,peak_4797,peak_4948,peak_52,peak_53,peak_54,peak_55,peak_646,peak_647,peak_797,peak_864	Aldh5a1,Arx,Bid,Bsn,Cacna2d2,Cit,Drd1,Dync1h1,Epm2a,Galc,Glra1,Glrb,Grid2,Grm1,Hydin,Itpr1,Kcnc2,Kcnv1,Lama2,Mafk,Ngfr,Nrp2,Ppargc1a,Reln,Scn8a,Tfap2b
Mouse Phenotype	MP:0004538	abnormal maxillary shelf morphology	153	1.041762e-2	1.000000e+0	6.439179e-1	1.593811e+0	1.882281e+1	30	3.728765e-3	5.942948e-3	352	6.579498e-5	6.222231e-1	1.767679e-3	2.836104e+0	5.288946e+0	15	33	4.374453e-3	4.545455e-1	peak_1008,peak_1009,peak_1010,peak_1011,peak_1148,peak_1698,peak_2308,peak_2309,peak_2541,peak_2786,peak_2787,peak_281,peak_3326,peak_3568,peak_3569,peak_3570,peak_3571,peak_36,peak_37,peak_3750,peak_3751,peak_3752,peak_3753,peak_376,peak_377,peak_400,peak_4431,peak_4432,peak_4433,peak_4818	Bmp7,Bnc2,Ctnnb1,Eya1,Foxg1,Gli2,Hand2,Jag2,Mn1,Ndst1,Pbx1,Prrx2,Rspo2,Shh,Tgfb2
Mouse Phenotype	MP:0012057	abnormal mural trophectoderm morphology	154	1.045715e-2	1.000000e+0	6.421641e-1	1.555550e+0	2.121435e+1	33	4.202527e-3	6.537242e-3	1981	3.560322e-2	1.000000e+0	1.699645e-1	1.475994e+0	1.490521e+1	22	93	6.415865e-3	2.365591e-1	peak_1213,peak_1810,peak_1822,peak_1836,peak_192,peak_2006,peak_2694,peak_2771,peak_2783,peak_2784,peak_2785,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_3483,peak_3865,peak_4054,peak_4055,peak_4056,peak_4110,peak_4224,peak_4311,peak_4331,peak_4832,peak_4842,peak_494,peak_495,peak_496,peak_876,peak_919,peak_920	Cdkn1c,Cul3,Ddx3x,Dnm1l,Ets2,Fgfr2,Itgb3,Kdm6a,Mtor,Nr2f2,Pmm2,Prdm1,Prl4a1,Rybp,Sall4,Senp2,Socs3,Sox2,Spint1,Tead4,Tfap2c,Trrap
Mouse Phenotype	MP:0010799	stomach mucosa hyperplasia	155	1.053287e-2	1.000000e+0	6.426410e-1	2.972101e+0	2.355236e+0	7	4.665682e-4	1.386688e-3	3938	1.748879e-1	1.000000e+0	4.199885e-1	1.782694e+0	2.243795e+0	4	14	1.166521e-3	2.857143e-1	peak_1271,peak_1404,peak_1405,peak_3451,peak_4577,peak_4578,peak_4579	Foxl1,Hrh2,Il6st,Runx3
Mouse Phenotype	MP:0010976	small lung lobe	156	1.061635e-2	1.000000e+0	6.435822e-1	1.990473e+0	7.535896e+0	15	1.492848e-3	2.971474e-3	563	4.890621e-4	1.000000e+0	8.215027e-3	3.970545e+0	1.762982e+0	7	11	2.041411e-3	6.363636e-1	peak_1113,peak_1410,peak_1684,peak_1685,peak_1686,peak_3568,peak_3569,peak_3570,peak_3571,peak_439,peak_440,peak_441,peak_451,peak_452,peak_762	Cited2,Dicer1,Fgf10,Fgf18,Grhl2,Shh,Tcf21
Mouse Phenotype	MP:0008121	increased myeloid dendritic cell number	157	1.067784e-2	1.000000e+0	6.431868e-1	4.763710e+0	8.396816e-1	4	1.663395e-4	7.923930e-4	2296	5.625743e-2	1.000000e+0	2.317189e-1	3.119714e+0	9.616265e-1	3	6	8.748906e-4	5.000000e-1	peak_3464,peak_481,peak_482,peak_863	Col1a1,Mfap2,Traf3ip2
Mouse Phenotype	MP:0001178	pulmonary hypoplasia	158	1.070929e-2	1.000000e+0	6.409985e-1	1.477601e+0	2.774768e+1	41	5.496766e-3	8.122029e-3	269	1.939955e-5	1.834615e-1	6.820132e-4	2.376925e+0	1.009708e+1	24	63	6.999125e-3	3.809524e-1	peak_1192,peak_1410,peak_1432,peak_1433,peak_1434,peak_1435,peak_1436,peak_1462,peak_1627,peak_1628,peak_1692,peak_1698,peak_2300,peak_2395,peak_2626,peak_2627,peak_2678,peak_281,peak_3314,peak_3315,peak_3316,peak_3317,peak_3318,peak_3466,peak_3506,peak_3507,peak_3568,peak_3569,peak_3570,peak_3571,peak_376,peak_377,peak_4281,peak_4311,peak_451,peak_452,peak_570,peak_948,peak_968,peak_982,peak_983	2410089E03Rik,Fgf10,Fgfr2,Gli2,Gli3,Ilk,Itga6,Lox,Meox2,Mycn,Nfib,Pbx1,Pcnt,Pcsk5,Prdm16,Rarb,Rsg1,Rspo2,Shh,Sox11,Tcf21,Wnt5a,Wt1,Zfpm2
Mouse Phenotype	MP:0013285	abnormal renal filtration	159	1.087551e-2	1.000000e+0	6.468534e-1	1.617379e+0	1.731196e+1	28	3.429470e-3	5.546751e-3	1120	7.070831e-3	1.000000e+0	5.970433e-2	1.811447e+0	9.936808e+0	18	62	5.249344e-3	2.903226e-1	peak_107,peak_1107,peak_1108,peak_1113,peak_1216,peak_1407,peak_1442,peak_2082,peak_2130,peak_2192,peak_2193,peak_2194,peak_2195,peak_2196,peak_2528,peak_3549,peak_3550,peak_3551,peak_3552,peak_3553,peak_3554,peak_3563,peak_3770,peak_390,peak_4281,peak_4288,peak_429,peak_449	Adm,Agtr1a,Crim1,Dicer1,Grm1,Hnf1a,Ilk,Itga1,Kcnk5,Lgmn,Magi2,Nck2,Nos3,Parp1,Pax8,Scube3,Sgk1,Vegfa
Mouse Phenotype	MP:0011762	renal/urinary system inflammation	160	1.125966e-2	1.000000e+0	6.655163e-1	1.338593e+0	5.154667e+1	69	1.021131e-2	1.366878e-2	3114	1.221732e-1	1.000000e+0	3.710315e-1	1.199890e+0	3.333639e+1	40	208	1.166521e-2	1.923077e-1	peak_1065,peak_1216,peak_1378,peak_1379,peak_1380,peak_1407,peak_1765,peak_1803,peak_1806,peak_1841,peak_198,peak_199,peak_2103,peak_217,peak_218,peak_219,peak_2192,peak_2193,peak_2194,peak_2195,peak_2196,peak_220,peak_221,peak_2423,peak_2533,peak_2678,peak_2826,peak_2839,peak_2840,peak_2841,peak_2842,peak_300,peak_3010,peak_329,peak_3549,peak_3550,peak_3551,peak_3552,peak_3553,peak_3554,peak_3563,peak_357,peak_358,peak_3661,peak_3898,peak_3899,peak_3900,peak_4066,peak_4281,peak_4560,peak_4723,peak_4784,peak_481,peak_482,peak_491,peak_494,peak_495,peak_496,peak_525,peak_547,peak_58,peak_59,peak_705,peak_706,peak_707,peak_794,peak_976,peak_979,peak_980	Agtr1a,Agtr1b,Ahr,Arid5b,C1galt1,C4b,Car2,Cd180,Crim1,Ddc,Dnase1,Ep300,Esr2,Fasl,Foxo3,Il17a,Il5ra,Ilk,Irf1,Itga1,Kit,Maf,Magi2,Nos3,Nphp3,Pdcd1,Prdm1,Psap,Pten,Ptpn22,Rassf5,Rxra,Slc19a3,Smad3,Sostdc1,Tns2,Traf3ip2,Trove2,Trp63,Wt1
Mouse Phenotype	MP:0011054	absent respiratory motile cilia	161	1.128741e-2	1.000000e+0	6.630126e-1	2.931329e+0	2.387995e+0	7	4.730577e-4	1.386688e-3	958	4.113831e-3	1.000000e+0	4.061013e-2	6.239428e+0	4.808133e-1	3	3	8.748906e-4	1.000000e+0	peak_1843,peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_910	Foxj1,Gmnc,Sox2
Mouse Phenotype	MP:0004493	dilated cochlea	162	1.145714e-2	1.000000e+0	6.688282e-1	3.259818e+0	1.840594e+0	6	3.646184e-4	1.188590e-3	2514	6.881393e-2	1.000000e+0	2.588597e-1	4.159619e+0	4.808133e-1	2	3	5.832604e-4	6.666667e-1	peak_2872,peak_2873,peak_2874,peak_2875,peak_2876,peak_970	Slc26a4,Sox2
Mouse Phenotype	MP:0004229	abnormal embryonic erythropoiesis	163	1.148711e-2	1.000000e+0	6.664638e-1	1.880395e+0	9.040655e+0	17	1.790938e-3	3.367670e-3	795	1.987762e-3	1.000000e+0	2.364562e-2	2.415263e+0	4.968404e+0	12	31	3.499563e-3	3.870968e-1	peak_1070,peak_1136,peak_1736,peak_1737,peak_2005,peak_4137,peak_448,peak_4586,peak_574,peak_580,peak_904,peak_905,peak_906,peak_919,peak_920,peak_982,peak_983	Arid3a,Erg,Kras,Meox2,Myb,Myc,Pofut2,Rcor1,Rpl38,Socs3,Zfp36l1,Zfpm1
Mouse Phenotype	MP:0000743	muscle spasm	164	1.153420e-2	1.000000e+0	6.651154e-1	1.470251e+0	2.788639e+1	41	5.524245e-3	8.122029e-3	412	1.327495e-4	1.000000e+0	3.047117e-3	2.107915e+0	1.186006e+1	25	74	7.290755e-3	3.378378e-1	peak_1133,peak_1134,peak_1207,peak_1270,peak_152,peak_153,peak_154,peak_155,peak_1702,peak_1703,peak_1801,peak_2965,peak_3558,peak_3609,peak_3774,peak_3775,peak_3776,peak_3859,peak_4007,peak_4008,peak_4009,peak_4010,peak_4072,peak_4073,peak_4097,peak_429,peak_430,peak_431,peak_4549,peak_459,peak_4794,peak_4797,peak_4948,peak_52,peak_53,peak_54,peak_55,peak_646,peak_647,peak_797,peak_864	Aldh5a1,Arx,Bid,Bsn,Cacna2d2,Cit,Drd1,Dync1h1,Epm2a,Glra1,Glrb,Grid2,Grm1,Hydin,Itpr1,Kcnc2,Kcnv1,Lama2,Mafk,Ngfr,Nrp2,Ppargc1a,Reln,Scn8a,Tfap2b
