# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610030E20Rik	unnamed (-872)
Pom121l2	unnamed (-5284), unnamed (+25233)
Pomc	unnamed (+82921)
Pon2	unnamed (+176)
Pon3	unnamed (+344)
Pop7	unnamed (+17221)
Popdc3	unnamed (+413)
Pou2f2	unnamed (-770)
Pou2f3	unnamed (-241)
Pou3f2	unnamed (-4507)
Pou3f3	unnamed (+601)
Ppara	unnamed (+45)
Pparg	unnamed (-60895), unnamed (+117593)
Ppih	unnamed (-39107)
Ppm1e	unnamed (+531)
Ppm1k	unnamed (+406)
Ppm1l	unnamed (+280869)
Ppp1r12c	unnamed (+30310)
Ppp1r13l	unnamed (+15553)
Ppp1r14c	unnamed (+678)
Ppp1r16b	unnamed (+3004)
Ppp1r36	unnamed (+337)
Ppp1r37	unnamed (+42853)
Ppp1r3b	unnamed (+562)
Ppp1r3c	unnamed (-477)
Ppp1r3g	unnamed (+9935)
Ppp1r42	unnamed (+166)
Ppp1r8	unnamed (+41363)
Ppp2r2b	unnamed (+160626)
Ppp2r2c	unnamed (+418)
Prc1	unnamed (+25461)
Prdm13	unnamed (-1562), unnamed (+6968)
Prdm6	unnamed (+3481)
Prdm8	unnamed (+4854)
Prdx2	unnamed (-16789)
Prelid2	unnamed (+1089)
Prex2	unnamed (+146)
Prickle1	unnamed (-76674), unnamed (-119)
Prickle2	unnamed (+292), unnamed (+225271)
Prima1	unnamed (-8)
Prkag2	unnamed (+733)
Prkag3	unnamed (-60)
Prkar1b	unnamed (-198)
Prkar2b	unnamed (+584)
Prkca	unnamed (+186)
Prkcb	unnamed (+67)
Prkch	unnamed (-788)
Prkcq	unnamed (+333)
Prkcsh	unnamed (+47250)
Prkg1	unnamed (-99559), unnamed (-313)
Prkg2	unnamed (+269)
Prlr	unnamed (+886)
Prmt2	unnamed (-72)
Prmt5	unnamed (+39015)
Prmt6	unnamed (+107660)
Prmt8	unnamed (+1065)
Proc	unnamed (+5807)
Proca1	unnamed (+1465)
Prok2	unnamed (-156)
Prokr2	unnamed (+420)
Prom1	unnamed (+988)
Prom2	unnamed (+762)
Proser2	unnamed (-921)
Prox1	unnamed (-1243)
Prpf18	unnamed (+250047)
Prpf4b	unnamed (+41456)
Prps1	unnamed (+142703)
Prps1l3	unnamed (-33349)
Prps2	unnamed (-740718)
Prr15	unnamed (-286145), unnamed (+1108)
Prr15l	unnamed (+193)
Prr16	unnamed (+232)
Prr18	unnamed (+869)
Prr23a1	unnamed (+401)
Prr23a2	unnamed (+742)
Prr36	unnamed (+1797)
Prr5	unnamed (+33944)
Prr5l	unnamed (+416)
Prrg3	unnamed (-315)
Prrx1	unnamed (+268)
Prrxl1	unnamed (-312)
Prss12	unnamed (-540)
Prss16	unnamed (-13810), unnamed (+2988)
Prss23	unnamed (-71)
Prss35	unnamed (-112)
Prss36	unnamed (+1525)
Prss44	unnamed (+345)
Prss45	unnamed (+832)
Prss50	unnamed (+533), unnamed (+15984)
Prss56	unnamed (+2286)
Prss8	unnamed (-15096)
Prtn3	unnamed (-3498)
Prune2	unnamed (-118)
Psd2	unnamed (+163)
Psd4	unnamed (+252)
Psen2	unnamed (+2717)
Psmb7	unnamed (-66340)
Psmb8	unnamed (+146)
Psmd8	unnamed (-31154)
Pstpip1	unnamed (+331)
Ptchd1	unnamed (-287)
Ptchd3	unnamed (+105)
Ptchd4	unnamed (+588)
Ptgdr	unnamed (+713)
Ptgdr2	unnamed (+3878)
Ptger1	unnamed (+2900)
Ptger4	unnamed (+1075)
Ptgfr	unnamed (+347)
Ptgir	unnamed (+1066)
Ptgs1	unnamed (+791)
Ptgs2	unnamed (-318)
Pth1r	unnamed (-727)
Pth2	unnamed (-4540)
Pth2r	unnamed (+80)
Pthlh	unnamed (+533)
Ptpdc1	unnamed (+232)
Ptpn18	unnamed (-376)
Ptpn5	unnamed (+213)
Ptprcap	unnamed (+2038)
Ptpre	unnamed (+1030)
Ptprm	unnamed (+458)
Ptprn2	unnamed (+111)
Ptpro	unnamed (+175)
Ptprr	unnamed (+435)
Ptpru	unnamed (+964)
Ptprz1	unnamed (+309)
Pttg1	unnamed (-418)
Ptx3	unnamed (+1245)
Pus7l	unnamed (-412)
Pvalb	unnamed (-233)
Pvr	unnamed (-28595)
Pwp1	unnamed (-273218)
Pxdc1	unnamed (+877)
Pxdn	unnamed (-403352), unnamed (+514)
Pygl	unnamed (-118610), unnamed (+869)
Pygo1	unnamed (-31)
Pyroxd2	unnamed (+257)
Qpct	unnamed (+300)
Qrfpr	unnamed (+135)
Rab11fip2	unnamed (+483568)
Rab14	unnamed (-55976), unnamed (+68602)
Rab18	unnamed (+237788)
Rab20	unnamed (+131)
Rab27b	unnamed (+88147)
Rab32	unnamed (+401)
Rab33a	unnamed (+72)
Rab37	unnamed (-344)
Rab38	unnamed (+88)
Rab39	unnamed (+1072)
Rab3b	unnamed (+830)
Rab3c	unnamed (-332)
Rab3il1	unnamed (+301)
Rab9b	unnamed (+322)
Rabl6	unnamed (-7970)
Rad21l	unnamed (-1743)
Rad50	unnamed (+341)
Rad51ap2	unnamed (-10)
Rai2	unnamed (+331)
Ralyl	unnamed (+752)
Ramp1	unnamed (+217)
Ramp2	unnamed (+607)
Ramp3	unnamed (+1273)
Rap1gap	unnamed (-231)
Rap1gap2	unnamed (+178), unnamed (+66738)
Rapgef4	unnamed (+813)
Rapgefl1	unnamed (+565)
Rarb	unnamed (+193)
Rarres1	unnamed (+118)
Rasal3	unnamed (-12391)
Rasd1	unnamed (+645)
Rasd2	unnamed (+261)
Rasef	unnamed (-210)
Rasgef1a	unnamed (-54689), unnamed (+81)
Rasgef1c	unnamed (-549)
Rasgrf1	unnamed (-481)
Rasgrf2	unnamed (-653)
Rasgrp1	unnamed (+166)
Rasl10b	unnamed (+18347)
Rasl12	unnamed (+215)
Rasl2-9	unnamed (-190)
Rassf4	unnamed (-18)
Rassf5	unnamed (+707)
Rassf6	unnamed (-70)
Rax	unnamed (+1299), unnamed (+65255)
Rbbp4	unnamed (+42199)
Rbfox3	unnamed (+1135)
Rbm11	unnamed (+538)
Rbm17	unnamed (+49639)
Rbm20	unnamed (-107)
Rbm24	unnamed (+171)
Rbm33	unnamed (+144717)
Rbm43	unnamed (-472)
Rbm46	unnamed (+237)
Rbms1	unnamed (-81104)
Rbp1	unnamed (+2312)
Rbp2	unnamed (-60842)
Rbp3	unnamed (+2026)
Rbp4	unnamed (+1242)
Rbp7	unnamed (-1182)
Rcan2	unnamed (-139)
Rccd1	unnamed (+4513)
Rcsd1	unnamed (-769)
Reep4	unnamed (-12637)
Rel	unnamed (-316)
Reln	unnamed (-457)
Rem1	unnamed (+524)
Rem2	unnamed (+2410)
Ren1	unnamed (-21901)
Repin1	unnamed (+2418)
Reps2	unnamed (+450)
Ret	unnamed (+504)
Rflnb	unnamed (+844)
Rftn1	unnamed (+416)
Rftn2	unnamed (+558)
Rfx6	unnamed (+392)
Rfx8	unnamed (+765)
Rgag4	unnamed (+167)
Rgcc	unnamed (+1114)
Rgl1	unnamed (-13)
Rgl3	unnamed (-489)
Rgma	unnamed (-350)
Rgs10	unnamed (-639), unnamed (+147811)
Rgs16	unnamed (+147)
Rgs17	unnamed (-25)
Rgs20	unnamed (+48786)
Rgs6	unnamed (+350)
Rgs7	unnamed (-248)
Rgs7bp	unnamed (+939)
Rgs8	unnamed (-142)
Rgs9	unnamed (+153)
Rhbdl2	unnamed (+21779)
Rhbdl3	unnamed (+645)
Rhbg	unnamed (+285)
Rhebl1	unnamed (-14634)
Rhobtb1	unnamed (-487)
Rhobtb3	unnamed (+296)
Rhoj	unnamed (+351)
Rhov	unnamed (+966)
Rhox13	unnamed (+391)
Rhpn1	unnamed (-53)
Ribc2	unnamed (+22)
Ric3	unnamed (+144)
Rimbp2	unnamed (-133212)
Rimkla	unnamed (-9)
Rims1	unnamed (-362)
Rims4	unnamed (+60243)
Rin2	unnamed (+113)
Rin3	unnamed (-191)
Ripk3	unnamed (+357)
Ripor2	unnamed (+856)
Ripply2	unnamed (+526)
Ripply3	unnamed (+293)
Rln1	unnamed (+216)
Rmdn1	unnamed (-125)
Rnase12	unnamed (-7499)
Rnf144b	unnamed (+1021), unnamed (+71111)
Rnf146	unnamed (-172354)
Rnf150	unnamed (+1125)
Rnf152	unnamed (+611)
Rnf180	unnamed (-1212)
Rnf182	unnamed (+64)
Rnf213	unnamed (-2420)
Rnf215	unnamed (-4243)
Rnf217	unnamed (+595)
Rnf225	unnamed (+1353)
Rnf43	unnamed (+631)
Rnpepl1	unnamed (-1582)
Robo1	unnamed (+431)
Robo2	unnamed (-671)
Ropn1l	unnamed (+760)
Ror1	unnamed (+1054)
Rorb	unnamed (-109668)
Rorc	unnamed (-9064), unnamed (+526)
Ros1	unnamed (+169971)
Rp1	unnamed (-134105)
Rpap2	unnamed (+126197)
Rpgrip1	unnamed (+7538)
Rpl27a	unnamed (+93718)
Rpl31	unnamed (-5717)
Rpp38	unnamed (-3555)
Rprm	unnamed (+865)
Rprml	unnamed (+462)
Rps27rt	unnamed (+4223)
Rps4x	unnamed (-61452)
Rps6kb2	unnamed (+6710)
Rrad	unnamed (-54)
Rs1	unnamed (-1910)
Rsl24d1	unnamed (-9281)
Rsph1	unnamed (-18)
Rsph3a	unnamed (+389)
Rsph9	unnamed (+218)
Rspo2	unnamed (+524)
Rspo3	unnamed (+1071)
Rspo4	unnamed (-53)
Rsu1	unnamed (+15)
Rtbdn	unnamed (-1325), unnamed (+5807)
Rtn1	unnamed (+983), unnamed (+172902)
Rtn4	unnamed (+131496)
Rtn4rl2	unnamed (+568)
Rubcnl	unnamed (+488)
Rufy4	unnamed (-917)
Runx1	unnamed (+128287)
Runx1t1	unnamed (-7448), unnamed (+114)
Rwdd3	unnamed (-90406)
Rxfp3	unnamed (+1147)
Ryr3	unnamed (-186680)
S100a1	unnamed (+401)
S100a13	unnamed (-444)
S1pr1	unnamed (+917)
S1pr3	unnamed (+86)
Sacs	unnamed (+506)
Sall2	unnamed (+14453)
Samd13	unnamed (-239)
Samd4	unnamed (+1276)
Samd5	unnamed (-169)
Sarm1	unnamed (+268)
Sat2	unnamed (+654)
Satb1	unnamed (-18), unnamed (+21215)
Sbp	unnamed (-16620)
Sbspon	unnamed (+234)
Scara3	unnamed (+679)
Scarf2	unnamed (+36014)
Scg3	unnamed (+368)
Schip1	unnamed (+509771)
Scin	unnamed (+801)
Scml2	unnamed (+26)
Scml4	unnamed (+3802)
Scn3b	unnamed (-141)
Scn4b	unnamed (+260)
Scn5a	unnamed (-104)
Scn8a	unnamed (+179773)
Scnn1b	unnamed (+229)
Scnn1g	unnamed (+287)
Scp2d1	unnamed (+343451)
Scrg1	unnamed (-133751)
Scrn3	unnamed (-36477)
Scrt2	unnamed (+828)
Sct	unnamed (+846)
Sctr	unnamed (+322)
Scube2	unnamed (+623)
Sdc3	unnamed (-126)
Sdcbp2	unnamed (+2990)
Sdf2	unnamed (-50889)
Sdk2	unnamed (-355)
Sdsl	unnamed (+37411)
Sec14l5	unnamed (-26)
Sec61g	unnamed (+249210)
Sel1l3	unnamed (+60)
Selenoi	unnamed (+121)
Sema3a	unnamed (-32)
Sema3b	unnamed (-3678)
Sema3c	unnamed (+727)
Sema3d	unnamed (+407)
Sema4f	unnamed (+128)
Sema5a	unnamed (+765)
Sema6a	unnamed (+1339)
Sema6b	unnamed (-652)
Sema6d	unnamed (-520269), unnamed (+425)
Sept4	unnamed (-2783)
Serac1	unnamed (+74395)
Serf1	unnamed (+324)
Serinc2	unnamed (+493)
Serpine2	unnamed (+111)
Sertm1	unnamed (+387)
Sesn1	unnamed (+75788)
Setbp1	unnamed (-931957), unnamed (+317)
Setmar	unnamed (+199)
Sez6l	unnamed (-110)
Sez6l2	unnamed (-1049)
Sfrp2	unnamed (-188)
Sfrp5	unnamed (+193)
Sfxn5	unnamed (+144917)
Sgcd	unnamed (+245)
Sgcz	unnamed (+872)
Sgip1	unnamed (-545)
Sgk1	unnamed (+1104)
Sgk3	unnamed (-35), unnamed (+50499)
Sgms1	unnamed (+241184)
Sgms2	unnamed (-145371)
Sgo2b	unnamed (-32)
Sgpp2	unnamed (-93240), unnamed (+20)
Sh2d4a	unnamed (+492)
Sh2d5	unnamed (+254)
Sh3bgr	unnamed (+161)
Sh3bp5	unnamed (+189)
Sh3gl3	unnamed (+362)
Sh3kbp1	unnamed (+767)
Sh3rf3	unnamed (-117)
Shank2	unnamed (+109285)
Shbg	unnamed (-4773)
Shc3	unnamed (-1286)
Shc4	unnamed (-626)
Shd	unnamed (-355)
Shh	unnamed (+5362)
Shisa3	unnamed (-275)
Shisa6	unnamed (-224)
Shisa7	unnamed (+1043)
Shisa9	unnamed (-72)
Shroom1	unnamed (+328)
Shtn1	unnamed (+670)
Sidt1	unnamed (+372)
Sim1	unnamed (-1278), unnamed (+7230)
Sim2	unnamed (-652)
Sin3b	unnamed (+33367)
Sirt1	unnamed (-140)
Sit1	unnamed (+4776)
Six1	unnamed (+101699)
Six3	unnamed (-4072)
Six5	unnamed (-7406)
Six6	unnamed (+5588)
Skap1	unnamed (-57)
Skor1	unnamed (+6287)
Slc10a4	unnamed (+102), unnamed (+6343)
Slc11a1	unnamed (-6634)
Slc12a5	unnamed (-18677)
Slc13a5	unnamed (+126)
Slc16a10	unnamed (+740)
Slc16a11	unnamed (+1400)
Slc16a12	unnamed (+14)
Slc16a13	unnamed (+6842)
Slc16a14	unnamed (+360)
Slc16a2	unnamed (+252)
Slc16a8	unnamed (-5308)
Slc16a9	unnamed (-391)
Slc17a7	unnamed (+517)
Slc17a9	unnamed (+50535)
Slc18a2	unnamed (+486)
Slc18b1	unnamed (+450)
Slc19a3	unnamed (+41)
Slc1a1	unnamed (+951)
Slc1a2	unnamed (+440)
Slc22a15	unnamed (+107)
Slc22a21	unnamed (+412)
Slc22a3	unnamed (+65)
Slc22a4	unnamed (+43)
Slc22a5	unnamed (-374)
Slc23a3	unnamed (+9102)
Slc24a2	unnamed (-1549)
Slc24a3	unnamed (-77865)
Slc24a4	unnamed (+244)
Slc25a2	unnamed (+118331)
Slc25a21	unnamed (-36420), unnamed (+465639)
Slc25a24	unnamed (-372)
Slc25a31	unnamed (-174)
Slc26a1	unnamed (-2916)
Slc26a4	unnamed (+438)
Slc26a6	unnamed (-5826)
Slc2a10	unnamed (+92212)
Slc2a12	unnamed (-372)
Slc2a13	unnamed (+689)
Slc2a5	unnamed (+507)
Slc2a6	unnamed (-387)
Slc30a10	unnamed (+921)
Slc30a5	unnamed (-861322)
Slc32a1	unnamed (+2079)
Slc34a2	unnamed (-312)
Slc35d2	unnamed (+329)
Slc35d3	unnamed (+796)
Slc35f1	unnamed (+562)
Slc35f3	unnamed (-158973), unnamed (+634)
Slc35f4	unnamed (+300)
Slc35g2	unnamed (-74)
Slc36a4	unnamed (+39)
Slc38a11	unnamed (-21)
Slc38a3	unnamed (-17742)
Slc38a4	unnamed (-4045), unnamed (+3362)
Slc39a11	unnamed (+782496)
Slc39a13	unnamed (-7814)
Slc39a3	unnamed (+6103)
Slc39a8	unnamed (-9)
Slc41a2	unnamed (+276)
Slc41a3	unnamed (+337)
Slc44a1	unnamed (-274575)
Slc44a3	unnamed (+597)
Slc44a5	unnamed (+378)
Slc45a2	unnamed (+36123)
Slc47a2	unnamed (+102)
Slc4a10	unnamed (-233711)
Slc5a1	unnamed (+285)
Slc5a2	unnamed (-13123), unnamed (+4686)
Slc5a7	unnamed (+91)
Slc5a8	unnamed (+13)
Slc6a11	unnamed (-89074)
Slc6a17	unnamed (+106)
Slc6a2	unnamed (-445)
Slc6a20a	unnamed (-159)
Slc6a3	unnamed (-510)
Slc6a4	unnamed (-919)
Slc7a1	unnamed (+135056)
Slc7a10	unnamed (-310)
Slc7a14	unnamed (+335)
Slc7a2	unnamed (-12357)
Slc7a4	unnamed (+573)
Slc7a8	unnamed (+240)
Slc8a3	unnamed (+846)
Slc9a2	unnamed (+748)
Slc9a3	unnamed (-163)
Slc9a7	unnamed (+231225)
Slco1c1	unnamed (-273479)
Slco2a1	unnamed (-49)
Slco3a1	unnamed (+98)
Slco4c1	unnamed (-528)
Slco5a1	unnamed (-712)
Slit1	unnamed (-210)
Slit2	unnamed (+1036)
Slit3	unnamed (+1195)
Slitrk4	unnamed (+779)
Slitrk5	unnamed (+1274)
Smarca1	unnamed (+357)
Smarca2	unnamed (+1614)
Smarca5	unnamed (-140003)
Smarcd3	unnamed (+9838)
Smc1b	unnamed (-164)
Smg9	unnamed (+33576)
Smim10l2a	unnamed (+100)
Smim13	unnamed (+109386)
Smoc1	unnamed (-207)
Smoc2	unnamed (+302)
Smpd1	unnamed (-223)
Smug1	unnamed (+117435)
Snai2	unnamed (-129)
Snap25	unnamed (-139)
Snap91	unnamed (+135)
Snca	unnamed (+129)
Sncaip	unnamed (+6)
Sncb	unnamed (+335)
Sned1	unnamed (+662)
Snph	unnamed (-226), unnamed (+56955)
Snrpd2	unnamed (+10863)
Snrpf	unnamed (-4644)
Sntb1	unnamed (-786566), unnamed (+573)
Sntg1	unnamed (-145)
Sntg2	unnamed (+503)
Snx22	unnamed (+298)
Snx3	unnamed (+79918)
Snx31	unnamed (+91)
Snx32	unnamed (-46467)
Snx33	unnamed (+829)
Snx7	unnamed (+708)
Sobp	unnamed (+310358)
Sod3	unnamed (+4630)
Sohlh1	unnamed (-16826)
Sohlh2	unnamed (+191)
Sorbs2	unnamed (+120176)
Sorbs3	unnamed (+1997), unnamed (+15746)
Sorcs1	unnamed (+286)
Sorcs2	unnamed (+154)
Sorcs3	unnamed (-11)
Sost	unnamed (+2837)
Sostdc1	unnamed (+3097)
Sowahb	unnamed (+31)
Sowahd	unnamed (-61)
Sox10	unnamed (-207)
Sox17	unnamed (+1994)
Sox18	unnamed (+343)
Sox30	unnamed (+157)
Sox6	unnamed (-39238)
Sox9	unnamed (+1039)
Sp1	unnamed (-34918)
Sp5	unnamed (+56)
Sp7	unnamed (-5137)
Sp8	unnamed (+872)
Sp9	unnamed (+4199)
Spaca1	unnamed (+674)
Spaca4	unnamed (-16653)
Spaca6	unnamed (+18400)
Spaca9	unnamed (-889)
Spag1	unnamed (+61)
Spag17	unnamed (-629769)
Spag4	unnamed (+1760)
Spag6	unnamed (-6900)
Spag7	unnamed (-11837)
Spata13	unnamed (-255674)
Spata3	unnamed (-4204)
Spata32	unnamed (+244)
Spats2l	unnamed (-29)
Spdef	unnamed (+43446)
Spdya	unnamed (-81)
Specc1	unnamed (-77767), unnamed (-71711)
Speer4b	unnamed (+239951)
Speg	unnamed (-4945), unnamed (+490)
Spg20	unnamed (+538)
Sphk1	unnamed (-1033)
Sphkap	unnamed (+287)
Spi1	unnamed (-17999)
Spin2c	unnamed (+129)
Spink2	unnamed (-36)
Spocd1	unnamed (+56216)
Spock1	unnamed (-377)
Spock2	unnamed (+683)
Spock3	unnamed (+478)
Spon1	unnamed (+373)
Sprn	unnamed (+914)
Spsb4	unnamed (+874)
Sptb	unnamed (+940)
Sptssb	unnamed (-755)
Spx	unnamed (+899)
Sqor	unnamed (-16629)
Srd5a2	unnamed (-495)
Srrm4	unnamed (-512)
Srsf10	unnamed (-93988)
Srsf12	unnamed (+451)
Ssh2	unnamed (+537)
Sstr1	unnamed (+1326)
Sstr2	unnamed (-360)
Sstr4	unnamed (+731)
Sstr5	unnamed (+829)
St3gal1	unnamed (-62398)
St3gal6	unnamed (+1786)
St5	unnamed (+3888)
St6gal2	unnamed (+712)
St6galnac5	unnamed (+1286)
St7	unnamed (+215)
St8sia1	unnamed (+522)
St8sia2	unnamed (+454)
St8sia4	unnamed (+443)
St8sia5	unnamed (+15)
St8sia6	unnamed (+1218)
Stab1	unnamed (-6734)
Stac	unnamed (+525)
Stac2	unnamed (+750)
Stag1	unnamed (+389814)
Stard13	unnamed (+131)
Stard8	unnamed (+730)
Stat1	unnamed (-5424)
Stat4	unnamed (+105957)
Stat5a	unnamed (-93)
Stat6	unnamed (+343)
Stau2	unnamed (+606)
Stbd1	unnamed (+202)
Stc1	unnamed (+524)
Stk10	unnamed (+103)
Stk26	unnamed (+677)
Stk32a	unnamed (+464)
Stk32c	unnamed (+352)
Stk39	unnamed (+712)
Stk4	unnamed (+95352)
Stox1	unnamed (+1261)
Stox2	unnamed (+1024)
Stpg2	unnamed (-151)
Stpg4	unnamed (-270)
Stra6l	unnamed (-3860)
Stum	unnamed (-1069)
Stx11	unnamed (-253)
Stx17	unnamed (+199)
Stx2	unnamed (+55340)
Stxbp5l	unnamed (+41)
Stxbp6	unnamed (+637)
Sult2b1	unnamed (+17146)
Supt16	unnamed (+78997)
Supt3	unnamed (-41221)
Susd1	unnamed (+354)
Susd3	unnamed (+435)
Susd4	unnamed (-863)
Susd5	unnamed (+482)
Sv2b	unnamed (+629)
Sv2c	unnamed (+573)
Svep1	unnamed (+333)
Sybu	unnamed (+39597)
Sycn	unnamed (+4985)
Sycp1	unnamed (+232)
Sycp2l	unnamed (-114)
Syn2	unnamed (+378)
Sync	unnamed (-150), unnamed (+5554)
Syndig1	unnamed (+602)
Syndig1l	unnamed (+535)
Syne1	unnamed (+685)
Syne2	unnamed (+1617)
Synj2	unnamed (+405), unnamed (+64066)
Synm	unnamed (+475)
Synpo	unnamed (-446)
Synpo2	unnamed (-317)
Syt1	unnamed (-513)
Syt10	unnamed (-410)
Syt12	unnamed (+826)
Syt13	unnamed (-314096), unnamed (+22)
Syt15	unnamed (-19)
Syt16	unnamed (+529)
Syt17	unnamed (-3501)
Syt2	unnamed (-62292), unnamed (-347)
Syt3	unnamed (-17)
Syt5	unnamed (-585)
Syt6	unnamed (+786)
Sytl2	unnamed (-46251)
T	unnamed (-521), unnamed (+90936)
Tac1	unnamed (+538)
Tac4	unnamed (-2178)
Tacr1	unnamed (+72)
Tacr2	unnamed (+295)
Tacr3	unnamed (-590871), unnamed (+267)
Taf7l	unnamed (+922)
Taf9b	unnamed (+1336)
Tagap	unnamed (-98755)
Tagln3	unnamed (-230)
Tal2	unnamed (-46)
Tamm41	unnamed (+68852)
Tank	unnamed (-616044)
Tap2	unnamed (+1966)
Tarsl2	unnamed (+21)
Tas1r2	unnamed (+178456)
Tbc1d1	unnamed (+283)
Tbc1d30	unnamed (-40046), unnamed (+1145)
Tbc1d32	unnamed (+127)
Tbc1d4	unnamed (+694)
Tbc1d5	unnamed (-632289)
Tbc1d8b	unnamed (+25)
Tbc1d9	unnamed (-301379)
Tbcel	unnamed (-471064)
Tbl2	unnamed (-41682)
Tbr1	unnamed (+8481)
Tbx15	unnamed (+1888)
Tbx18	unnamed (-158)
Tbx2	unnamed (+4367)
Tbx21	unnamed (-650)
Tbx3	unnamed (+1248)
Tbx4	unnamed (+2863)
Tbx5	unnamed (-162397)
Tc2n	unnamed (+274)
Tcaf1	unnamed (+380), unnamed (+17340)
Tcaf2	unnamed (-47494), unnamed (+373)
Tcea1	unnamed (+163461)
Tceal1	unnamed (+529)
Tcf20	unnamed (-5340), unnamed (+782)
Tcf24	unnamed (-65)
Tcf4	unnamed (+1695)
Tcp11	unnamed (+4844)
Tdrd5	unnamed (+999)
Tdrd6	unnamed (+969)
Tdrd7	unnamed (+8444)
Tdrkh	unnamed (-251)
Tead2	unnamed (-3910)
Tead3	unnamed (-11833)
Tectb	unnamed (+38232)
Tekt5	unnamed (+287)
Terb1	unnamed (+355)
Tes	unnamed (+722)
Tescl	unnamed (+426)
Tex101	unnamed (+33422)
Tex22	unnamed (+216)
Tex26	unnamed (+565)
Tex45	unnamed (+4902)
Tfpi2	unnamed (+229)
Tfr2	unnamed (+5022)
Tgfa	unnamed (+119)
Tgfb1i1	unnamed (+5575)
Tgfb2	unnamed (+1093)
Tgfbr2	unnamed (+147)
Tgfbr3	unnamed (+467)
Tgif1	unnamed (+335436)
Tgm2	unnamed (+538)
Tha1	unnamed (+42)
Thbd	unnamed (+753)
Thbs4	unnamed (+367)
Thegl	unnamed (+78658)
Them4	unnamed (-113)
Them7	unnamed (-455)
Themis2	unnamed (-5419), unnamed (+422)
Thnsl2	unnamed (+511)
Thrb	unnamed (-320944)
Thsd1	unnamed (+340)
Thsd7a	unnamed (+427)
Thumpd1	unnamed (-23828)
Thy1	unnamed (+915)
Tiam2	unnamed (+543)
Ticam2	unnamed (-271)
Tie1	unnamed (+3552)
Tifa	unnamed (-745)
Timm22	unnamed (+30112)
Timp2	unnamed (+495)
Timp3	unnamed (+550)
Timp4	unnamed (-108966)
Tinagl1	unnamed (+612)
Tk2	unnamed (+73)
Tlr12	unnamed (+2071)
Tlr2	unnamed (-58)
Tlr3	unnamed (-34)
Tlr9	unnamed (+4083)
Tlx1	unnamed (+2893), unnamed (+83800)
Tlx2	unnamed (+184)
Tm4sf5	unnamed (+4960)
Tm6sf1	unnamed (+365)
Tmc5	unnamed (-1130)
Tmcc3	unnamed (-202539), unnamed (+2421)
Tmco5b	unnamed (-68721)
Tmed3	unnamed (+124)
Tmeff2	unnamed (-171)
Tmem100	unnamed (+757)
Tmem106c	unnamed (+37698)
Tmem108	unnamed (-68066)
Tmem114	unnamed (+335)
Tmem115	unnamed (-6189)
Tmem130	unnamed (+43)
Tmem131	unnamed (+169651)
Tmem132e	unnamed (-166)
Tmem143	unnamed (+22431)
Tmem144	unnamed (-58)
Tmem145	unnamed (-237)
Tmem147	unnamed (+12133)
Tmem14a	unnamed (+195)
Tmem150c	unnamed (+591)
Tmem151a	unnamed (+13302)
Tmem154	unnamed (-3234)
Tmem159	unnamed (+571)
Tmem160	unnamed (+21862)
Tmem163	unnamed (+1678)
Tmem171	unnamed (-113)
Tmem178	unnamed (-354)
Tmem178b	unnamed (-238003)
Tmem196	unnamed (-269)
Tmem200a	unnamed (+553)
Tmem200c	unnamed (+2385), unnamed (+239250)
Tmem215	unnamed (+1245)
Tmem229a	unnamed (+838)
Tmem246	unnamed (+516)
Tmem253	unnamed (-29621)
Tmem259	unnamed (+4192)
Tmem26	unnamed (+344)
Tmem29	unnamed (+17565)
Tmem30b	unnamed (+646)
Tmem35a	unnamed (+998)
Tmem39a	unnamed (+149354)
Tmem41a	unnamed (+637)
Tmem44	unnamed (-100)
Tmem45a	unnamed (-260)
Tmem45b	unnamed (+663)
Tmem52	unnamed (+1017)
Tmem53	unnamed (-196)
Tmem54	unnamed (+96)
Tmem55a	unnamed (+66397)
Tmem56	unnamed (+1214)
Tmem63a	unnamed (+798)
Tmem63b	unnamed (+21154)
Tmem74	unnamed (+246)
Tmem74b	unnamed (+320)
Tmem88b	unnamed (+1928)
Tmem98	unnamed (+301)
Tmie	unnamed (+6162)
Tmod1	unnamed (-65157), unnamed (+856)
Tmprss12	unnamed (-660)
Tmprss2	unnamed (+422)
Tmprss7	unnamed (+39616)
Tmtc2	unnamed (+370)
Tmx4	unnamed (+118)
Tnf	unnamed (+6109)
Tnfaip3	unnamed (+623)
Tnfaip8	unnamed (+113)
Tnfaip8l3	unnamed (+155)
Tnfrsf11a	unnamed (+860)
Tnfrsf19	unnamed (+765)
Tnfrsf1a	unnamed (+29518)
Tnfrsf21	unnamed (+248691)
Tnfrsf23	unnamed (+169)
Tnfrsf25	unnamed (+1477)
Tnfrsf8	unnamed (+335)
Tnfsf11	unnamed (+303)
Tnfsf12	unnamed (+454)
Tnfsf13b	unnamed (+937)
Tnfsfm13	unnamed (+703)
Tnik	unnamed (-160)
Tnk2	unnamed (+35043)
Tnni1	unnamed (-5557)
Tnr	unnamed (+520815)
Tnrc6b	unnamed (-5101)
Tns1	unnamed (-215)
Tns2	unnamed (-1172)
Tnxb	unnamed (+1834)
Tomm20l	unnamed (+80)
Tomm5	unnamed (-76681)
Tor1aip1	unnamed (-167403)
