# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	unnamed (-33333), unnamed (-9992)
Nr2f2	unnamed (-264346), unnamed (+10951), unnamed (+22942), unnamed (+29423), unnamed (+34855), unnamed (+79324)
Nr4a1	unnamed (-27673)
Nr4a2	unnamed (-67463), unnamed (+348928)
Nr5a1	unnamed (+23141), unnamed (+42897)
Nr5a2	unnamed (+178180)
Nrarp	unnamed (-12117)
Nrd1	unnamed (+155669)
Nrde2	unnamed (-32245)
Nrf1	unnamed (-62444)
Nrg1	unnamed (-965934), unnamed (-375055)
Nrg2	unnamed (+128308)
Nrg4	unnamed (+41950)
Nrp2	unnamed (+80122), unnamed (+92314)
Nrros	unnamed (+35924), unnamed (+40674)
Nrsn2	unnamed (+7783)
Nrtn	unnamed (+16295)
Nrxn2	unnamed (+80810)
Nsf	unnamed (+143174), unnamed (+158460)
Nsun7	unnamed (-69970), unnamed (+216177)
Nt5e	unnamed (-587944)
Ntan1	unnamed (+48960)
Ntng1	unnamed (+352735)
Ntrk1	unnamed (+16609)
Nuak2	unnamed (+65416)
Nub1	unnamed (-61379)
Nucb2	unnamed (+288240)
Nudc	unnamed (+17435)
Nudt10	unnamed (+80757)
Nudt17	unnamed (-10956)
Nudt4	unnamed (-53036), unnamed (-41249)
Nufip1	unnamed (+54225)
Numb	unnamed (+60829), unnamed (+69940)
Nup153	unnamed (-30425), unnamed (-8509)
Nup85	unnamed (-8694)
Nxn	unnamed (+33567)
Nxnl2	unnamed (+230058)
Nxpe2	unnamed (+73835)
Nxph1	unnamed (+9183)
Nxph2	unnamed (-86577)
Nxph3	unnamed (-19086)
Nyap2	unnamed (+366989)
Nynrin	unnamed (+8956)
Oaf	unnamed (-31193), unnamed (+17690)
Oaz1	unnamed (+8158)
Ociad2	unnamed (-21389)
Odc1	unnamed (+12762)
Odf1	unnamed (-20295)
Odf3l1	unnamed (+26124)
Ofcc1	unnamed (+463787)
Oit3	unnamed (-98150)
Ola1	unnamed (+176397), unnamed (+209809)
Olfm2	unnamed (+33692)
Olfm3	unnamed (+561191)
Olfml2b	unnamed (+127500)
Olfr1320	unnamed (-178421)
Olfr1356	unnamed (+64374)
Olfr1367	unnamed (-21413)
Olfr1371	unnamed (-10200), unnamed (+46492)
Olfr1373	unnamed (-21967)
Olfr1394	unnamed (+15259)
Olfr1402	unnamed (+109664), unnamed (+125064)
Olfr1423	unnamed (+33227)
Olfr1505	unnamed (+354470)
Olfr1513	unnamed (+16901)
Olfr161	unnamed (+98873)
Olfr24	unnamed (-15658)
Olfr288	unnamed (+14523)
Olfr291	unnamed (-73927)
Olfr31	unnamed (-14080)
Olfr464	unnamed (-46256)
Olfr466	unnamed (+26175)
Olfr545	unnamed (-13326)
Olfr547	unnamed (-21850)
Olfr720	unnamed (-121978)
Olfr725	unnamed (-21109)
Olfr726	unnamed (+29447)
Olfr828	unnamed (+39872)
Olig2	unnamed (-13992)
Onecut2	unnamed (-74757), unnamed (-7402), unnamed (+88166)
Onecut3	unnamed (+9431)
Opa1	unnamed (+79417), unnamed (+234795), unnamed (+259383)
Opalin	unnamed (-11967)
Opcml	unnamed (+612690)
Oprd1	unnamed (+10315), unnamed (+31826)
Osbp	unnamed (+42246)
Osbp2	unnamed (+29092), unnamed (+101864), unnamed (+158283)
Osbpl10	unnamed (-76079), unnamed (+149549)
Osbpl11	unnamed (-51679)
Osbpl7	unnamed (+14955), unnamed (+47903)
Osbpl9	unnamed (+45795)
Osgep	unnamed (+20393)
Osr2	unnamed (+30143)
Ostc	unnamed (-5539), unnamed (+17913)
Ostm1	unnamed (-87559), unnamed (-65278)
Otoa	unnamed (+162597)
Otog	unnamed (+108033)
Otop3	unnamed (+10066)
Otp	unnamed (+8690)
Otub1	unnamed (+39041), unnamed (+47600)
Otud1	unnamed (+252091)
Otud3	unnamed (-8315)
Otud4	unnamed (+40898)
Otud7a	unnamed (+312125)
Ovol1	unnamed (+16789)
Oxr1	unnamed (-468273)
P2rx4	unnamed (+17675)
P2ry2	unnamed (+13437), unnamed (+37914)
P2ry6	unnamed (-34170), unnamed (-9693), unnamed (+25787)
Pabpc1	unnamed (-60996), unnamed (-42152)
Pabpc6	unnamed (+502171)
Pabpn1l	unnamed (-8089)
Pacrg	unnamed (+503788)
Pacsin1	unnamed (+61554)
Pag1	unnamed (-140681), unnamed (+203634)
Paip2b	unnamed (-35848)
Pak1	unnamed (-85103)
Pak4	unnamed (-18674)
Pak6	unnamed (+33269)
Palld	unnamed (+187707), unnamed (+352811)
Pam	unnamed (+118481)
Pan3	unnamed (+134088)
Pank3	unnamed (-591117), unnamed (-225429), unnamed (-61509)
Pank4	unnamed (+20426)
Papd7	unnamed (+44995)
Papln	unnamed (+8769), unnamed (+17880)
Papola	unnamed (+92527), unnamed (+178299)
Papss1	unnamed (-200199)
Paqr3	unnamed (+23845)
Paqr8	unnamed (+44715)
Pard3	unnamed (-84522)
Pard6b	unnamed (-30324), unnamed (+26148), unnamed (+68345)
Parn	unnamed (+220101), unnamed (+230203)
Parp12	unnamed (+192308)
Pawr	unnamed (+82744)
Pax2	unnamed (-115756), unnamed (-85127), unnamed (-72648), unnamed (-62900), unnamed (+80384)
Pax5	unnamed (+7250), unnamed (+46486), unnamed (+145081), unnamed (+151820), unnamed (+236957), unnamed (+285221)
Pax6	unnamed (-60043), unnamed (-15462)
Pax7	unnamed (-116937)
Pax8	unnamed (+70199)
Pax9	unnamed (-10360)
Pbk	unnamed (-74793)
Pbld1	unnamed (-22154)
Pbld2	unnamed (+14916)
Pbsn	unnamed (+42227)
Pbx1	unnamed (+501946), unnamed (+543523), unnamed (+628862)
Pbx3	unnamed (+405325)
Pcbd1	unnamed (-8123)
Pcdh1	unnamed (-30495), unnamed (-7154), unnamed (+11673), unnamed (+23600), unnamed (+64639), unnamed (+184149)
Pcdh15	unnamed (-723149)
Pcdha1	unnamed (-128112)
Pcdhac2	unnamed (+74738)
Pcdhb1	unnamed (-46697)
Pcdhb22	unnamed (+25797)
Pcdhgc5	unnamed (+22354)
Pced1b	unnamed (-73696)
Pck1	unnamed (+18969)
Pcmtd1	unnamed (+117316), unnamed (+183178)
Pdcd1lg2	unnamed (+90409)
Pde1a	unnamed (+281376)
Pde1c	unnamed (-289888), unnamed (-206575)
Pde3a	unnamed (-515103)
Pde4a	unnamed (+38931), unnamed (+60210)
Pde4b	unnamed (-166745)
Pde4d	unnamed (+462665)
Pde4dip	unnamed (+20759), unnamed (+64587), unnamed (+207272)
Pde6a	unnamed (+38454)
Pde6h	unnamed (+201158)
Pde7b	unnamed (+147635)
Pdia4	unnamed (+34114)
Pdk2	unnamed (-16386)
Pdlim1	unnamed (-54406)
Pdp2	unnamed (-20533), unnamed (+10528)
Pdpn	unnamed (+40688)
Pds5a	unnamed (-26726)
Pdss2	unnamed (+234934)
Pdxdc1	unnamed (+34916)
Pdxk	unnamed (-17177)
Pdzrn4	unnamed (+718926)
Pear1	unnamed (-9610), unnamed (+12635)
Pebp1	unnamed (+46615)
Pecam1	unnamed (+76048)
Pecr	unnamed (+59507)
Peli2	unnamed (+135220)
Pet117	unnamed (+90288)
Pex14	unnamed (+148308), unnamed (+160055), unnamed (+226139), unnamed (+241743)
Pfkfb3	unnamed (-33099)
Pgk1	unnamed (-15157)
Pglyrp1	unnamed (-11122), unnamed (+8423)
Pgm2	unnamed (+113278)
Pgpep1l	unnamed (+303713)
Phactr1	unnamed (+207548)
Phactr4	unnamed (-10246)
Phb	unnamed (-21873)
Phf2	unnamed (+68152), unnamed (+138886), unnamed (+164204)
Phf21a	unnamed (-162821)
Phkb	unnamed (+13636)
Phkg1	unnamed (+12716)
Phlda1	unnamed (+276248)
Phldb3	unnamed (+8459)
Phlpp2	unnamed (+79603)
Phox2b	unnamed (-123390), unnamed (+102185)
Phxr2	unnamed (-77491)
Phyhip	unnamed (+9015), unnamed (+51127)
Pi16	unnamed (+8445)
Pias1	unnamed (-143199), unnamed (-128550)
Pias3	unnamed (-15197)
Piezo1	unnamed (+53173)
Pigb	unnamed (+13651)
Pigk	unnamed (+49523)
Pigm	unnamed (-6763)
Pigt	unnamed (+10190), unnamed (+24879)
Pigv	unnamed (+26805)
Pih1h3b	unnamed (+214766)
Pik3cd	unnamed (+49359)
Pim1	unnamed (-74560)
Pim3	unnamed (+13733), unnamed (+29862)
Pimreg	unnamed (+8830)
Pin1	unnamed (+42442)
Pinx1	unnamed (-65183)
Pip4k2a	unnamed (+230697)
Pip4k2c	unnamed (-27043), unnamed (-19551)
Pitpnc1	unnamed (+88043)
Pitpnm3	unnamed (+84493)
Pitx2	unnamed (+42577)
Piwil1	unnamed (+77526)
Pja1	unnamed (-235354), unnamed (+254343)
Pkdcc	unnamed (-91872), unnamed (+61216), unnamed (+107577)
Pklr	unnamed (+13265)
Pkm	unnamed (+35708)
Pkn2	unnamed (-218487)
Pkp2	unnamed (-15110)
Pkp4	unnamed (+187038)
Pla2g1b	unnamed (-17111), unnamed (+9582)
Pla2g2c	unnamed (-46923)
Pla2g4d	unnamed (+20453)
Pla2g4e	unnamed (-23409)
Plagl1	unnamed (-29285)
Plb1	unnamed (+70726)
Plcb2	unnamed (+17549)
Plch2	unnamed (+26425)
Pld3	unnamed (+24160)
Pld4	unnamed (-17601)
Plekha5	unnamed (+66966)
Plekha6	unnamed (-99780), unnamed (-81898), unnamed (-63660)
Plekha7	unnamed (+151143)
Plekhd1	unnamed (+38359)
Plekhf1	unnamed (+26586)
Plekhg3	unnamed (-97461)
Plekhm2	unnamed (-8570)
Plekho1	unnamed (+10000), unnamed (+22624)
Pllp	unnamed (-7741)
Pln	unnamed (-633179)
Plpp3	unnamed (+18393), unnamed (+436588)
Pls1	unnamed (+39675)
Pls3	unnamed (-139644)
Plxdc1	unnamed (+71555)
Plxnd1	unnamed (-112889), unnamed (+32995)
Pmaip1	unnamed (+37073), unnamed (+51908)
Pmepa1	unnamed (-89742), unnamed (-64775)
Pmfbp1	unnamed (-546501), unnamed (-537864), unnamed (-418621), unnamed (-78950), unnamed (-36328), unnamed (+42250)
Pmis2	unnamed (+103)
Pml	unnamed (+14621)
Pmp22	unnamed (+760424)
Pnpla8	unnamed (-46954)
Pofut2	unnamed (-81403)
Pogz	unnamed (-16796)
Pola1	unnamed (+333645)
Pold3	unnamed (+79124)
Polg	unnamed (-126959), unnamed (-112527), unnamed (-69470)
Poll	unnamed (+18201)
Polr2b	unnamed (+47366)
Polr2e	unnamed (+10917)
Polr2i	unnamed (-13296)
Polr3c	unnamed (+7946)
Polrmt	unnamed (+9975)
Pom121	unnamed (-127285)
Pomc	unnamed (+28031)
Pomp	unnamed (-109197), unnamed (-34882)
Pon1	unnamed (+83850), unnamed (+257544)
Pop5	unnamed (-20021)
Postn	unnamed (+272655)
Pou2f3	unnamed (-16466)
Pou3f2	unnamed (+9039)
Pou3f3	unnamed (+17979)
Pou4f3	unnamed (-7580), unnamed (+73024)
Pou5f2	unnamed (+49595), unnamed (+139023), unnamed (+155509)
Ppara	unnamed (-120658), unnamed (-109747), unnamed (-89659), unnamed (-82205), unnamed (-74364), unnamed (-65112)
Ppard	unnamed (+72183)
Ppargc1a	unnamed (-560308)
Ppargc1b	unnamed (+141495)
Ppef2	unnamed (+17221)
Ppfia4	unnamed (+34222)
Pphln1	unnamed (+105577)
Ppif	unnamed (+61064)
Ppip5k2	unnamed (-206740)
Ppp1cb	unnamed (-155403)
Ppp1r12c	unnamed (+23376)
Ppp1r13b	unnamed (-29703)
Ppp1r13l	unnamed (+8754)
Ppp1r15b	unnamed (+15183), unnamed (+33065), unnamed (+51303)
Ppp1r1c	unnamed (+139783)
Ppp1r21	unnamed (-22002), unnamed (+19602)
Ppp1r36	unnamed (+18381)
Ppp1r3c	unnamed (-80550)
Ppp1r9a	unnamed (+33082), unnamed (+206776)
Ppp2r2a	unnamed (-115630)
Ppp2r2b	unnamed (+469593)
Ppp2r3c	unnamed (-18817)
Ppp2r5c	unnamed (-165666)
Ppp2r5e	unnamed (-20167)
Pqlc1	unnamed (+39807), unnamed (+66658)
Prag1	unnamed (+8924), unnamed (+52391)
Prdm1	unnamed (-70208), unnamed (+77549)
Prdm11	unnamed (+30414)
Prdm13	unnamed (+858915)
Prdm2	unnamed (-46171)
Prdm6	unnamed (+88129), unnamed (+183525)
Prdm8	unnamed (-12620)
Prdx6	unnamed (+55283), unnamed (+80464)
Prelid3a	unnamed (+7938)
Prep	unnamed (-538308)
Prex1	unnamed (-33784), unnamed (+138358)
Prickle1	unnamed (+15596)
Prim2	unnamed (+32285)
Prkab2	unnamed (+23223), unnamed (+165908), unnamed (+209736)
Prkrip1	unnamed (-38953)
Prkx	unnamed (-15118)
Prl2c3	unnamed (+120060)
Prlh	unnamed (-24750)
Prmt2	unnamed (+33835)
Prmt5	unnamed (-9809)
Proc	unnamed (-7813)
Prodh2	unnamed (+32935)
Prok2	unnamed (-430027)
Prokr2	unnamed (-130371)
Proser1	unnamed (+15188)
Proser2	unnamed (+29600)
Proser3	unnamed (+11321)
Prox1	unnamed (-520344)
Prpf4b	unnamed (-128399)
Prph2	unnamed (-6331)
Prps1l1	unnamed (-78478)
Prps1l3	unnamed (-19511)
Prpsap1	unnamed (-25239), unnamed (-13490), unnamed (-8075)
Prr18	unnamed (+48799)
Prr22	unnamed (+48177)
Prr36	unnamed (+11254)
Prr5	unnamed (-26743)
Prrt4	unnamed (-19445)
Prrx2	unnamed (+19361)
Prss22	unnamed (-17878)
Prss39	unnamed (-25172), unnamed (+12767)
Prss42	unnamed (-16279)
Prtg	unnamed (-39964), unnamed (-27276), unnamed (+105692)
Prune2	unnamed (+180946)
Psd2	unnamed (-91556), unnamed (-45019), unnamed (-26553), unnamed (+104242)
Psd3	unnamed (-88250)
Psd4	unnamed (+37790)
Psen2	unnamed (+26726)
Psg17	unnamed (-6568)
Psma6	unnamed (-76960), unnamed (+21999)
Psmb2	unnamed (-57077), unnamed (-50516)
Psmb7	unnamed (-45006), unnamed (-25250)
Psmc1	unnamed (-137327)
Psmc2	unnamed (+25185)
Psmd14	unnamed (-55471)
Psme4	unnamed (-17475)
Psrc1	unnamed (+20995)
Pstpip2	unnamed (+75990)
Ptf1a	unnamed (-13964)
Ptger4	unnamed (+9010)
Ptges	unnamed (+38877)
Ptgfr	unnamed (-273636), unnamed (-268553), unnamed (-263075)
Ptgfrn	unnamed (-54420)
Pth1r	unnamed (+9590)
Ptpn1	unnamed (-7208), unnamed (+56545)
Ptpn14	unnamed (+58142), unnamed (+155718)
Ptpn18	unnamed (+13473)
Ptpn23	unnamed (+27543)
Ptprd	unnamed (+144130)
Ptprn	unnamed (+11515)
Ptpro	unnamed (+251194)
Ptprs	unnamed (+42175)
Ptprt	unnamed (-247495)
Ptpru	unnamed (+18306), unnamed (+737214)
Pttg1	unnamed (+40740)
Pvr	unnamed (+9131)
Pwp1	unnamed (-41775)
Pwwp2a	unnamed (-55465)
Pxdn	unnamed (+165019)
Pxylp1	unnamed (+75441), unnamed (+130466)
Pygo1	unnamed (-13079), unnamed (+19434)
Qk	unnamed (-17162)
Qpctl	unnamed (+12748)
Qprt	unnamed (+9628), unnamed (+17668)
Qrfp	unnamed (-12038)
Qrsl1	unnamed (+178036)
R3hdml	unnamed (-10519)
Rab10	unnamed (-47822), unnamed (+48283)
Rab11fip1	unnamed (+14164)
Rab11fip4	unnamed (+95317), unnamed (+200126)
Rab11fip5	unnamed (-34842)
Rab14	unnamed (-14153)
Rab22a	unnamed (-74426)
Rab27a	unnamed (+50393)
Rab3c	unnamed (+501964)
Rab5c	unnamed (-11239)
Rab6b	unnamed (-19691)
Rab7	unnamed (+51024)
Rabgap1l	unnamed (+483340)
Rabif	unnamed (+19304)
Rabl2	unnamed (-173935), unnamed (-29717)
Rack1	unnamed (-811342), unnamed (-20667), unnamed (-10526)
Rad23b	unnamed (-55697)
Rad51b	unnamed (+315494), unnamed (+510762), unnamed (+669021)
Raf1	unnamed (-40408)
Rai1	unnamed (+83446), unnamed (+93355)
Rai14	unnamed (+24888)
Rai2	unnamed (+191211)
Rap1b	unnamed (-283113)
Rap1gap	unnamed (+48516)
Rap1gds1	unnamed (+198572)
Rap2a	unnamed (+325471), unnamed (+353842)
Rapgef2	unnamed (+79250)
Rapgef5	unnamed (+172045), unnamed (+272568)
Rara	unnamed (-10194)
Rarb	unnamed (-597081)
Rasa2	unnamed (-39028)
Rasgef1a	unnamed (-68865)
Rasgef1b	unnamed (-476325)
Rasgrf1	unnamed (-41360)
Rasl10b	unnamed (+8692)
Rasl11a	unnamed (+61063), unnamed (+92990)
Rasl11b	unnamed (-68970)
Rassf3	unnamed (-56435), unnamed (-40137), unnamed (-30651), unnamed (+14547)
Rassf8	unnamed (+68603)
Rax	unnamed (+13929)
Rbak	unnamed (+15428)
Rbbp7	unnamed (-24313)
Rbfa	unnamed (+30955)
Rbfox1	unnamed (-720479)
Rbfox2	unnamed (+235664)
Rbfox3	unnamed (+339447), unnamed (+406405), unnamed (+419542)
Rbm12b1	unnamed (-14940)
Rbm12b2	unnamed (+35936)
Rbm17	unnamed (+68062)
Rbm19	unnamed (-249328), unnamed (+94579), unnamed (+186681), unnamed (+293548)
Rbm22	unnamed (+20174)
Rbm25	unnamed (-10499)
Rbm27	unnamed (+111606)
Rbm34	unnamed (-8463)
Rbm38	unnamed (+87615)
Rbm47	unnamed (-17224), unnamed (+91677)
Rbm4b	unnamed (-35632), unnamed (-17408)
Rbms3	unnamed (-242870)
Rbpj	unnamed (-64562)
Rbpjl	unnamed (-14135)
Rbx1	unnamed (+14630)
Rcan1	unnamed (+53532)
Rcc1l	unnamed (+57417)
Rcl1	unnamed (-34272)
Rcn1	unnamed (-261347), unnamed (-216766), unnamed (+27993)
Rd3	unnamed (+7808), unnamed (+12162)
Rdm1	unnamed (+13344), unnamed (+18270)
Relb	unnamed (+9581)
Relt	unnamed (-16936)
Reps2	unnamed (-92488)
Rere	unnamed (-22335)
Rerg	unnamed (+14051)
Rest	unnamed (-26008)
Retreg1	unnamed (-149242), unnamed (-128580)
Rev1	unnamed (-80073)
Rffl	unnamed (+25545)
Rftn2	unnamed (+54852)
Rfx2	unnamed (+12555)
Rgag4	unnamed (+66208), unnamed (+117360)
Rgl1	unnamed (-105178)
Rgl3	unnamed (+8271)
Rgma	unnamed (-52530), unnamed (+16103), unnamed (+34524)
Rgs14	unnamed (+9535)
Rgs17	unnamed (-427195)
Rgs8	unnamed (-10707)
Rgs9	unnamed (-14039), unnamed (+8298), unnamed (+53249)
Rhbdf2	unnamed (-17663), unnamed (+21557)
Rhbg	unnamed (+13648), unnamed (+39034), unnamed (+53758)
Rhcg	unnamed (+24336), unnamed (+38768), unnamed (+81825)
Rhd	unnamed (+14902)
Rheb	unnamed (+63562)
Rhof	unnamed (+12487)
Rhou	unnamed (-10203)
Rhox13	unnamed (+59329)
Rhpn1	unnamed (+26975)
Ric1	unnamed (-20954)
Rimbp2	unnamed (+6322)
Rin2	unnamed (-110353), unnamed (+75019), unnamed (+98816)
Rin3	unnamed (+106634)
Ripor1	unnamed (-19058)
Ripor3	unnamed (-40062), unnamed (+21746)
Rlf	unnamed (-16265)
Rmi1	unnamed (+47437)
Rmi2	unnamed (+8771)
Rnf11	unnamed (+45605)
Rnf112	unnamed (-23552)
Rnf152	unnamed (+362625)
Rnf165	unnamed (+106044), unnamed (+248848)
Rnf186	unnamed (-44852)
Rnf19a	unnamed (-20928), unnamed (+72792)
Rnf216	unnamed (-52367), unnamed (+140616)
Rnf220	unnamed (+12556), unnamed (+184119), unnamed (+229071)
Rnf222	unnamed (-6242)
Rnf225	unnamed (+22502)
Rnf24	unnamed (-70244)
Rnf34	unnamed (+117997)
Rnf4	unnamed (-8750)
Rnf43	unnamed (-23748), unnamed (+57386)
Rnf7	unnamed (+41483)
Rnls	unnamed (-14)
Robo1	unnamed (-739754), unnamed (-634766)
Robo3	unnamed (-24634)
Robo4	unnamed (-16509)
Rock1	unnamed (+130178)
Ropn1	unnamed (-77653), unnamed (+6275)
Ror1	unnamed (-53099)
Ror2	unnamed (+167333)
Rpa1	unnamed (+134917)
Rpap2	unnamed (+90713)
Rpap3	unnamed (+98590), unnamed (+377621)
Rph3al	unnamed (-28896)
Rpia	unnamed (+703715)
Rpl11	unnamed (-82087)
Rpl12	unnamed (-15911)
Rpl14	unnamed (+10836), unnamed (+48184), unnamed (+119796)
Rpl29	unnamed (-45223), unnamed (-11173)
Rpl34	unnamed (-354566), unnamed (-215992), unnamed (-89152), unnamed (-24745), unnamed (+15354)
Rpl36-ps4	unnamed (-94318), unnamed (-43951), unnamed (+13388)
Rpl38	unnamed (-126392)
Rpl7a-ps3	unnamed (-161611), unnamed (-65588), unnamed (+4881)
Rpl8	unnamed (+7317)
Rpl9	unnamed (+11849)
Rplp1	unnamed (+288723)
Rpn1	unnamed (+39746)
Rpp21	unnamed (+8631), unnamed (+42059), unnamed (+51579)
Rps2-ps6	unnamed (-17686), unnamed (+72237)
Rps24	unnamed (+288401), unnamed (+827514)
Rps27rt	unnamed (-8461)
Rps29	unnamed (+28253)
Rps5	unnamed (-12234)
Rps6ka1	unnamed (-41310)
Rps6kc1	unnamed (+220712)
Rptor	unnamed (-38279)
Rragc	unnamed (+55091), unnamed (+261040), unnamed (+658034)
Rreb1	unnamed (-311869), unnamed (-47409), unnamed (+104876)
Rrp1b	unnamed (+63945), unnamed (+107791)
Rsc1a1	unnamed (+12911)
Rsl24d1	unnamed (+78899)
Rsph3b	unnamed (+85144)
Rtkn2	unnamed (-58571)
Rtl1	unnamed (-588132), unnamed (+140412)
Rtn1	unnamed (+105204), unnamed (+185702)
Rtn4rl1	unnamed (+19610)
Rtn4rl2	unnamed (+13996), unnamed (+20259)
Runx1	unnamed (+219472)
Runx3	unnamed (+8367), unnamed (+55214), unnamed (+85562)
Ruvbl1	unnamed (+34491)
Rxfp2	unnamed (-187162), unnamed (-174514), unnamed (+176905)
Rxrg	unnamed (+62706)
Rybp	unnamed (-282879), unnamed (-275883), unnamed (+131105)
Ryk	unnamed (-42576)
Ryr1	unnamed (+38447), unnamed (+105583)
S100a11	unnamed (-13989)
S1pr1	unnamed (+72916)
S1pr3	unnamed (-7559), unnamed (+10555)
Sall1	unnamed (-227690)
Sall2	unnamed (-10745)
Sall3	unnamed (-930255), unnamed (+13983)
Sall4	unnamed (-160041), unnamed (-126755), unnamed (-79509), unnamed (-32107)
Samd12	unnamed (-81590)
Samd4	unnamed (+204540)
Sap30l	unnamed (-14906)
Sar1b	unnamed (+43376)
Saraf	unnamed (+535704)
Sarm1	unnamed (+8575)
Sash1	unnamed (+122096)
Satb1	unnamed (+92375)
Sav1	unnamed (+78551)
Saysd1	unnamed (+50854)
Sbk1	unnamed (+19180)
Scaf11	unnamed (-106041)
Scaf4	unnamed (-14905)
Scaf8	unnamed (+199617)
Scamp1	unnamed (+111701)
Scap	unnamed (+47314)
Scara5	unnamed (+64641)
Scarb1	unnamed (+57332), unnamed (+95710), unnamed (+125090)
Scarf2	unnamed (+19011)
Scd1	unnamed (+18976)
Scd2	unnamed (-55329), unnamed (-44403), unnamed (-10680)
Scd3	unnamed (+35059), unnamed (+45985), unnamed (+79708)
Scd4	unnamed (+55641)
Scgb3a1	unnamed (-27465)
Schip1	unnamed (+612640)
Scml4	unnamed (+161611)
Scn4b	unnamed (+7564)
Scn8a	unnamed (+21426), unnamed (+113226), unnamed (+136738), unnamed (+169716)
Scnn1a	unnamed (+10003)
Scpep1	unnamed (+59696), unnamed (+81938)
Scrg1	unnamed (-121721), unnamed (-114879)
Scrt2	unnamed (-33113)
Scyl1	unnamed (+13943)
Sdc2	unnamed (-141422)
Sdc3	unnamed (+36693), unnamed (+69473)
Sdc4	unnamed (+29256)
Sdccag8	unnamed (+21073), unnamed (+181465)
Sdhaf1	unnamed (-8189)
Sdk2	unnamed (-475999), unnamed (+280388)
Sec14l4	unnamed (-32856)
Sec22c	unnamed (+35044)
Sec61a1	unnamed (+19005)
Secisbp2l	unnamed (+51119)
Sel1l3	unnamed (-44961)
Selenon	unnamed (-107715)
Sema3e	unnamed (-145353)
Sema4c	unnamed (-24094)
Sema5a	unnamed (+534488)
Sema5b	unnamed (+118250)
Senp7	unnamed (+70155)
Sepsecs	unnamed (+50509)
Sept5	unnamed (-66438), unnamed (-56893), unnamed (-51150)
Sept8	unnamed (-32564)
Sept9	unnamed (+187272), unnamed (+195393), unnamed (+226359)
Serac1	unnamed (+130103)
Serbp1	unnamed (-97954)
Serinc2	unnamed (+11109)
Serp2	unnamed (-254345), unnamed (-183617), unnamed (+85876), unnamed (+102323), unnamed (+130842)
Serpine1	unnamed (-30648)
Serpine3	unnamed (-76537)
Sertad2	unnamed (-97153), unnamed (-87694), unnamed (-66026), unnamed (-11127), unnamed (+105514), unnamed (+114262)
Sertad4	unnamed (+21187), unnamed (+29464)
Sestd1	unnamed (-135849)
Setbp1	unnamed (+353976)
Sez6l	unnamed (-271617)
Sf3a2	unnamed (-5851)
Sf3b5	unnamed (+56160)
Sfmbt2	unnamed (-60218)
Sfr1	unnamed (+24176)
Sfrp2	unnamed (+23323)
Sgcd	unnamed (-609496)
Sgcg	unnamed (-16806)
Sgk1	unnamed (-105838), unnamed (+41171)
Sgk2	unnamed (+11248)
Sgms2	unnamed (-19636)
Sgo1	unnamed (-115249)
Sgsm1	unnamed (+22891)
Sgsm3	unnamed (+32434)
Sh2b2	unnamed (-29733), unnamed (-7632), unnamed (+6987)
Sh2d4a	unnamed (-213743)
Sh2d6	unnamed (-15044)
Sh3bgrl2	unnamed (-100466), unnamed (+116081), unnamed (+143456), unnamed (+179165)
Sh3bgrl3	unnamed (-31228)
Sh3bp4	unnamed (+32091)
Sh3gl2	unnamed (+309119)
Sh3gl3	unnamed (+90219)
Sh3glb1	unnamed (-18099)
Sh3pxd2a	unnamed (+120063), unnamed (+196572), unnamed (+211020), unnamed (+224008)
Shank2	unnamed (-197385)
Shank3	unnamed (+24299)
Shb	unnamed (+30440)
Shc3	unnamed (-64680), unnamed (-28385), unnamed (+147890)
Shc4	unnamed (-8364)
Shcbp1l	unnamed (-79281)
She	unnamed (-42606)
Shisa4	unnamed (+6426)
Shq1	unnamed (+100793), unnamed (+107789)
Shroom3	unnamed (+15398), unnamed (+268259)
Siah1a	unnamed (+17795)
Sidt2	unnamed (+7805)
Siglecf	unnamed (-24116)
Sik1	unnamed (+64132), unnamed (+123239)
Sim2	unnamed (+9632), unnamed (+40282), unnamed (+218247)
Sin3b	unnamed (+26507)
Sipa1l2	unnamed (+49889)
Sirt4	unnamed (+8877)
Six1	unnamed (+70937)
Six2	unnamed (-112094), unnamed (+42111)
Six3	unnamed (-165448), unnamed (-155180), unnamed (-135115), unnamed (+25329)
Six6	unnamed (+36350)
Skap1	unnamed (-16828), unnamed (+271789)
Ski	unnamed (+65532), unnamed (+71365)
Skor1	unnamed (+22902), unnamed (+37551)
Skp1a	unnamed (-8002)
Slamf8	unnamed (+27346)
Slc10a1	unnamed (-30392)
Slc11a2	unnamed (-20613)
Slc12a5	unnamed (+31518)
Slc12a8	unnamed (+58142)
Slc15a1	unnamed (+48815)
Slc15a2	unnamed (+63172)
Slc15a3	unnamed (+16527)
Slc16a2	unnamed (+126910)
Slc16a5	unnamed (-14477)
Slc16a8	unnamed (-15820)
Slc17a5	unnamed (+54842), unnamed (+59596)
Slc18a1	unnamed (-32068)
Slc1a4	unnamed (-199494), unnamed (-144595), unnamed (-122927), unnamed (-113468)
Slc1a6	unnamed (+7296)
Slc22a1	unnamed (-66406)
Slc22a12	unnamed (+43478)
Slc22a16	unnamed (-104247)
Slc22a5	unnamed (+32843)
